"rowGrp","colGrp","rowLevels","colLevels","meanEXP","meanEXP_se"
"Condition","ind","Acute Bronchitis and URI","Total",402.386917746903,69.4419374852671
"Condition","ind","Allergic reactions","Total",606.501495351199,86.6952169800218
"Condition","ind","Anemia and other deficiencies","Total",1163.41449493492,234.420302818645
"Condition","ind","Appendicitis","Total",15700.3990346859,2583.55563714716
"Condition","ind","Back problems","Total",2264.73243274621,276.638239206554
"Condition","ind","Cancer","Total",4865.15420663964,492.223160206794
"Condition","ind","Cataract","Total",1636.60602333113,162.575492648258
"Condition","ind","Cerebrovascular disease","Total",8217.77223697422,1396.2085227603
"Condition","ind","Complications of pregnancy and birth","Total",2828.36276786607,761.595871907737
"Condition","ind","Complications of surgery or device","Total",4317.94458986658,2247.34078355506
"Condition","ind","Congenital anomalies","Total",5814.75168672304,1934.33441334884
"Condition","ind","COPD, asthma","Total",1633.10325643897,105.608776552147
"Condition","ind","Diabetes mellitus","Total",3402.0724957569,167.096801486387
"Condition","ind","Disorders of mouth and esophagus","Total",432.607480844054,102.226451155097
"Condition","ind","Disorders of teeth and jaws","Total",263.990451541212,58.1525899325172
"Condition","ind","Disorders of the upper GI","Total",987.580785782843,92.4729535145064
"Condition","ind","Epilepsy and convulsions","Total",2995.32017194555,455.85827193756
"Condition","ind","Female genital disorders, and contraception","Total",1136.02234740967,116.246325442162
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",5451.5592181267,740.808336654062
"Condition","ind","Glaucoma","Total",982.963081829469,84.0104467001796
"Condition","ind","Headache","Total",1124.02145267709,158.963590936793
"Condition","ind","Heart disease","Total",4556.01849786786,386.200274995987
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",3765.3331686229,1397.48074731357
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",7134.66960519369,2254.0607912044
"Condition","ind","Hernias","Total",3132.08167238865,580.653420007435
"Condition","ind","Hyperlipidemia","Total",733.367445063392,34.1009979447227
"Condition","ind","Hypertension","Total",823.001508242335,55.4292565914138
"Condition","ind","Infectious diseases","Total",2957.36990071798,632.178315066109
"Condition","ind","Influenza","Total",452.731135176573,75.5138178420617
"Condition","ind","Intestinal infection","Total",1848.2623089178,546.069888460032
"Condition","ind","Kidney Disease","Total",6757.03321905438,1212.72254023056
"Condition","ind","Male genital disorders","Total",1166.02779068891,152.830859254547
"Condition","ind","Mental disorders","Total",1991.98126627563,101.056593203332
"Condition","ind","Non-malignant breast disease","Total",1068.68983717942,204.31230917284
"Condition","ind","Non-malignant neoplasm","Total",1720.81543405095,403.749073217108
"Condition","ind","Normal birth/live born","Total",7332.04667759517,605.435697873988
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",2000.40840316995,129.671390754365
"Condition","ind","Other bone and musculoskeletal disease","Total",1313.57901398934,184.403176209026
"Condition","ind","Other care and screening","Total",991.294664177663,104.889204585841
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",3090.95433982637,361.345416358026
"Condition","ind","Other CNS disorders","Total",1983.78535394773,198.210266655861
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1372.31142495544,188.163874508342
"Condition","ind","Other eye disorders","Total",903.578741674744,61.3850944049372
"Condition","ind","Other GI","Total",2384.36893458183,775.194966195488
"Condition","ind","Other stomach and intestinal disorders","Total",8025.31228808891,1721.85352034033
"Condition","ind","Other urinary","Total",1439.57308186086,162.856184835476
"Condition","ind","Otitis media","Total",366.301344906265,32.8280942792168
"Condition","ind","Paralysis","Total",30381.7407357947,15778.4901520641
"Condition","ind","Perinatal Conditions","Total",3224.33662630304,1230.06678098908
"Condition","ind","Pneumonia","Total",7247.67582493246,1914.710244688
"Condition","ind","Poisoning by medical and non-medical substances","Total",1832.25238541313,538.978915756627
"Condition","ind","Residual Codes","Total",1325.11701066643,132.610898264257
"Condition","ind","Skin disorders","Total",1272.5502106154,107.64626768851
"Condition","ind","Symptoms","Total",1795.10142460351,635.615562278068
"Condition","ind","Systemic lupus and connective tissues disorders","Total",2374.19342013287,197.775855609355
"Condition","ind","Thyroid disease","Total",490.404507309248,55.335039394914
"Condition","ind","Tonsillitis","Total",1658.02980935432,422.36678364857
"Condition","ind","Trauma-related disorders","Total",2692.41707974193,164.349916101201
"Condition","ind","Urinary tract infections","Total",989.366178025348,122.531659976558
"Condition","event","Acute Bronchitis and URI","ERT",615.590833628118,76.028702749158
