"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",2607,0
"Condition","ind","Allergic reactions","Total",634,0
"Condition","ind","Anemia and other deficiencies","Total",496,0
"Condition","ind","Appendicitis","Total",33,0
"Condition","ind","Back problems","Total",2157,0
"Condition","ind","Cancer","Total",1278,0
"Condition","ind","Cataract","Total",464,0
"Condition","ind","Cerebrovascular disease","Total",344,0
"Condition","ind","Complications of pregnancy and birth","Total",137,0
"Condition","ind","Complications of surgery or device","Total",138,0
"Condition","ind","Congenital anomalies","Total",161,0
"Condition","ind","COPD, asthma","Total",4850,0
"Condition","ind","Diabetes mellitus","Total",2826,0
"Condition","ind","Disorders of mouth and esophagus","Total",121,0
"Condition","ind","Disorders of teeth and jaws","Total",934,0
"Condition","ind","Disorders of the upper GI","Total",2537,0
"Condition","ind","Epilepsy and convulsions","Total",308,0
"Condition","ind","Female genital disorders, and contraception","Total",1263,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",321,0
"Condition","ind","Glaucoma","Total",397,0
"Condition","ind","Headache","Total",817,0
"Condition","ind","Heart disease","Total",2214,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",125,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",248,0
"Condition","ind","Hernias","Total",205,0
"Condition","ind","Hyperlipidemia","Total",4358,0
"Condition","ind","Hypertension","Total",6113,0
"Condition","ind","Infectious diseases","Total",1680,0
"Condition","ind","Influenza","Total",738,0
"Condition","ind","Intestinal infection","Total",362,0
"Condition","ind","Kidney Disease","Total",555,0
"Condition","ind","Male genital disorders","Total",501,0
"Condition","ind","Mental disorders","Total",4294,0
"Condition","ind","Non-malignant breast disease","Total",199,0
"Condition","ind","Non-malignant neoplasm","Total",288,0
"Condition","ind","Normal birth/live born","Total",570,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",3918,0
"Condition","ind","Other bone and musculoskeletal disease","Total",609,0
"Condition","ind","Other care and screening","Total",2659,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",709,0
"Condition","ind","Other CNS disorders","Total",1806,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1692,0
"Condition","ind","Other eye disorders","Total",1892,0
"Condition","ind","Other GI","Total",1110,0
"Condition","ind","Other stomach and intestinal disorders","Total",198,0
"Condition","ind","Other urinary","Total",527,0
"Condition","ind","Otitis media","Total",882,0
"Condition","ind","Paralysis","Total",48,0
"Condition","ind","Perinatal Conditions","Total",23,0
"Condition","ind","Pneumonia","Total",386,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",189,0
