"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"Condition","ind","Acute Bronchitis and URI","Total",12154117323.2025,2179488543.31885
"Condition","ind","Allergic reactions","Total",4241288202.55994,661069345.561507
"Condition","ind","Anemia and other deficiencies","Total",4888855700.41875,1062737814.47471
"Condition","ind","Appendicitis","Total",4528048375.05361,1290148330.08586
"Condition","ind","Back problems","Total",56465946929.3677,6740438467.04562
"Condition","ind","Cancer","Total",80249109521.3051,8433154397.58111
"Condition","ind","Cataract","Total",9101025718.7874,1001357867.211
"Condition","ind","Cerebrovascular disease","Total",27567980727.1249,5292721571.92023
"Condition","ind","Complications of pregnancy and birth","Total",3811120105.06357,1100609946.24632
"Condition","ind","Complications of surgery or device","Total",7549359427.75513,4258866839.63949
"Condition","ind","Congenital anomalies","Total",11867746715.5053,4099612631.70423
"Condition","ind","COPD, asthma","Total",78557254697.987,5443783459.50273
"Condition","ind","Diabetes mellitus","Total",89665504958.1221,5165060112.17262
"Condition","ind","Disorders of mouth and esophagus","Total",567039906.908257,145629326.647374
"Condition","ind","Disorders of teeth and jaws","Total",2614436721.5794,590635992.866616
"Condition","ind","Disorders of the upper GI","Total",26259383636.9884,2590099567.33622
"Condition","ind","Epilepsy and convulsions","Total",8422605234.5881,1369420678.58181
"Condition","ind","Female genital disorders, and contraception","Total",17339972878.484,1915773081.15639
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",17401396330.4668,2643835313.66995
"Condition","ind","Glaucoma","Total",3826351549.4906,435498301.561313
"Condition","ind","Headache","Total",9652239667.33094,1466853876.12444
"Condition","ind","Heart disease","Total",113437779432.965,10204713270.0195
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",5017418221.1842,1860490132.14762
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",22191734738.6136,7532091184.20318
"Condition","ind","Hernias","Total",6762913909.47453,1446936352.2399
"Condition","ind","Hyperlipidemia","Total",35258674140.1251,1978712734.89817
"Condition","ind","Hypertension","Total",52228709351.8017,3595501672.17915
"Condition","ind","Infectious diseases","Total",56030710132.2332,12329102241.4211
"Condition","ind","Influenza","Total",3315754129.13666,592816843.872964
"Condition","ind","Intestinal infection","Total",6448788914.1368,1883139042.18052
"Condition","ind","Kidney Disease","Total",38776327153.4262,7274719823.26005
"Condition","ind","Male genital disorders","Total",6664427268.18399,940269380.458593
"Condition","ind","Mental disorders","Total",98818639381.0755,5820731365.62101
"Condition","ind","Non-malignant breast disease","Total",2212678254.29194,478465127.97339
"Condition","ind","Non-malignant neoplasm","Total",6198326111.41879,1493595437.46756
"Condition","ind","Normal birth/live born","Total",39439473099.3068,3740551021.37689
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",81202839735.9407,5977335607.98911
"Condition","ind","Other bone and musculoskeletal disease","Total",9173125289.91155,1488939554.61556
"Condition","ind","Other care and screening","Total",28514560536.696,3123129462.86788
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",25139428633.667,2964774297.87822
"Condition","ind","Other CNS disorders","Total",40312214867.0302,4723147730.84736
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",25673628379.7871,3699731572.63805
"Condition","ind","Other eye disorders","Total",18962908875.9981,1429007184.91975
"Condition","ind","Other GI","Total",27394010986.8576,8920564147.23473
"Condition","ind","Other stomach and intestinal disorders","Total",21036737761.8718,4880478838.64157
"Condition","ind","Other urinary","Total",8687213566.46316,1042279641.93778
"Condition","ind","Otitis media","Total",3477949755.56502,365069148.146261
"Condition","ind","Paralysis","Total",14507407353.3781,8078663644.43025
"Condition","ind","Perinatal Conditions","Total",927068515.30007,417772072.178796
"Condition","ind","Pneumonia","Total",30511539642.8876,8387538631.0912
"Condition","ind","Poisoning by medical and non-medical substances","Total",3898617375.33342,1206812470.65484
"Condition","ind","Residual Codes","Total",36709509253.5895,3908614619.44018
"Condition","ind","Skin disorders","Total",33225238648.5656,2994281204.53602
"Condition","ind","Symptoms","Total",19501268163.7899,7047985758.48298
"Condition","ind","Systemic lupus and connective tissues disorders","Total",51109917215.9432,4549524414.1349
"Condition","ind","Thyroid disease","Total",9728443528.03906,1141106670.31179
"Condition","ind","Tonsillitis","Total",2128083446.89111,601078980.287347
"Condition","ind","Trauma-related disorders","Total",102672348812.799,6604771285.19123
"Condition","ind","Urinary tract infections","Total",9393267424.28284,1195764017.68091
"Condition","event","Acute Bronchitis and URI","ERT",1072206401.53939,178134547.02227
"Condition","event","Allergic reactions","ERT",469541678.014001,108951850.768247
"Condition","event","Anemia and other deficiencies","ERT",177666006.95527,111919279.773209
"Condition","event","Appendicitis","ERT",895701321.938233,418081580.416069
"Condition","event","Back problems","ERT",2393893735.27394,405228027.534844
"Condition","event","Cancer","ERT",299713222.588131,78936657.948932
"Condition","event","Cataract","ERT",2436759.5245024,2436759.5245024
"Condition","event","Cerebrovascular disease","ERT",815554308.962634,190962215.831181
"Condition","event","Complications of pregnancy and birth","ERT",552016158.51727,300377957.773174
"Condition","event","Complications of surgery or device","ERT",188654967.570297,62800548.3601889
"Condition","event","Congenital anomalies","ERT",800682750.264922,749293136.63722
"Condition","event","COPD, asthma","ERT",4736805053.32092,745335747.262469
"Condition","event","Diabetes mellitus","ERT",1326360573.40804,476694718.306881
"Condition","event","Disorders of mouth and esophagus","ERT",147257134.727242,91023109.6347893
"Condition","event","Disorders of teeth and jaws","ERT",208148051.618835,63056793.2336686
"Condition","event","Disorders of the upper GI","ERT",1546093098.62405,248436655.534062
"Condition","event","Epilepsy and convulsions","ERT",666798624.210578,155461070.830158
"Condition","event","Female genital disorders, and contraception","ERT",500231283.781078,193573488.457797
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",1623381537.95173,370782839.512024
"Condition","event","Glaucoma","ERT",400422.0219084,292644.562977696
"Condition","event","Headache","ERT",1919000951.64641,402385112.69707
"Condition","event","Heart disease","ERT",6223156028.9066,1068333985.24914
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",239872514.342739,122714822.455598
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",116703067.783406,88450534.9117975
"Condition","event","Hernias","ERT",441211341.728611,178053722.156792
"Condition","event","Hyperlipidemia","ERT",44210082.5404183,22202608.6215523
"Condition","event","Hypertension","ERT",957583561.445854,181414738.272784
"Condition","event","Infectious diseases","ERT",3446910701.32394,1843193608.73582
"Condition","event","Influenza","ERT",698867681.072982,132066218.680182
"Condition","event","Intestinal infection","ERT",513532675.584609,122626737.60033
"Condition","event","Kidney Disease","ERT",2166764758.79287,468183018.443326
"Condition","event","Male genital disorders","ERT",315269639.66801,135376121.942786
"Condition","event","Mental disorders","ERT",1756715964.48621,437743377.574612
"Condition","event","Non-malignant breast disease","ERT",17005609.0479196,15397052.4209705
"Condition","event","Non-malignant neoplasm","ERT",51645543.3375418,27230786.4482587
"Condition","event","Normal birth/live born","ERT",882607305.488908,353119148.523874
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",999280083.632721,158727808.915316
"Condition","event","Other bone and musculoskeletal disease","ERT",56415860.3111307,28037654.2673477
"Condition","event","Other care and screening","ERT",243725985.925676,91138045.0337512
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",916254125.344791,260264700.644795
"Condition","event","Other CNS disorders","ERT",2714525830.73474,669895182.514648
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",1928139980.24124,397733409.20235
"Condition","event","Other eye disorders","ERT",1294106376.73067,876459750.255307
"Condition","event","Other GI","ERT",1977236146.48714,411714417.459517
"Condition","event","Other stomach and intestinal disorders","ERT",1470784332.61145,288701176.025131
"Condition","event","Other urinary","ERT",171566637.2964,59366126.5373038
"Condition","event","Otitis media","ERT",268292895.396869,75632066.4379779
"Condition","event","Paralysis","ERT",54362018.6771136,28714234.6427112
"Condition","event","Perinatal Conditions","ERT",241624.1113118,241624.1113118
"Condition","event","Pneumonia","ERT",2112890608.48491,731715915.223731
"Condition","event","Poisoning by medical and non-medical substances","ERT",361890066.716161,73902651.2103119
"Condition","event","Residual Codes","ERT",1287694264.81256,356261897.099999
"Condition","event","Skin disorders","ERT",1758754821.44919,406080785.156803
"Condition","event","Symptoms","ERT",2726073765.78561,446119535.297061
"Condition","event","Systemic lupus and connective tissues disorders","ERT",1139083398.71517,199424917.141786
"Condition","event","Thyroid disease","ERT",10463462.5927894,6712368.52352871
"Condition","event","Tonsillitis","ERT",72553861.4576792,28206481.2556523
"Condition","event","Trauma-related disorders","ERT",14875698668.6052,1336220894.71717
"Condition","event","Urinary tract infections","ERT",1452726903.13146,348385023.116729
"Condition","event","Acute Bronchitis and URI","HHT",324597284.599565,284300312.647681
"Condition","event","Allergic reactions","HHT",13514225.4776,13514225.4776
"Condition","event","Anemia and other deficiencies","HHT",614151429.270129,261091721.628823
"Condition","event","Back problems","HHT",2553486964.40619,790185410.126994
"Condition","event","Cancer","HHT",2808772260.22309,736138497.694247
"Condition","event","Cataract","HHT",123031674.515081,66931877.2195697
"Condition","event","Cerebrovascular disease","HHT",6198170341.86652,1576977730.99209
"Condition","event","Complications of pregnancy and birth","HHT",3268882.937412,3268882.937412
"Condition","event","Complications of surgery or device","HHT",141844162.824217,115132240.941765
"Condition","event","Congenital anomalies","HHT",887891942.692977,425831294.64044
"Condition","event","COPD, asthma","HHT",4979496730.10793,997390343.586922
