"rowGrp","colGrp","rowLevels","n","n_se"
"ind","usc","Total",36026,0
"ind","difficulty","Total",36765,0
"ind","rsn_MD","Total",1532,0
"ind","rsn_DN","Total",1980,0
"ind","rsn_PM","Total",1138,0
"ind","adult_nosmok","Total",2308,0
"ind","child_dental","Total",9449,0
"ind","diab_a1c","Total",2348,0
"ind","diab_chol","Total",2348,0
"ind","diab_eye","Total",2348,0
"ind","diab_foot","Total",2348,0
"ind","diab_flu","Total",2348,0
"ind","adult_routine","Total",14260,0
"ind","adult_illness","Total",6734,0
"ind","adult_listen","Total",15600,0
"ind","adult_explain","Total",15600,0
"ind","adult_respect","Total",15600,0
"ind","adult_time","Total",15600,0
"ind","adult_rating","Total",15600,0
"ind","child_routine","Total",6052,0
"ind","child_illness","Total",1749,0
"ind","child_listen","Total",7596,0
"ind","child_explain","Total",7596,0
"ind","child_respect","Total",7596,0
"ind","child_time","Total",7596,0
"ind","child_rating","Total",7596,0
"agegrps","usc","Under 5",2509,0
"agegrps","usc","5-17",7575,0
"agegrps","usc","18-44",13152,0
"agegrps","usc","45-64",8683,0
"agegrps","usc","65+",4107,0
"agegrps","difficulty","Under 5",2548,0
"agegrps","difficulty","5-17",7689,0
"agegrps","difficulty","18-44",13446,0
"agegrps","difficulty","45-64",8897,0
"agegrps","difficulty","65+",4185,0
"agegrps","rsn_MD","Under 5",25,0
"agegrps","rsn_MD","5-17",123,0
"agegrps","rsn_MD","18-44",648,0
"agegrps","rsn_MD","45-64",608,0
"agegrps","rsn_MD","65+",128,0
"agegrps","rsn_DN","Under 5",23,0
"agegrps","rsn_DN","5-17",166,0
"agegrps","rsn_DN","18-44",882,0
"agegrps","rsn_DN","45-64",717,0
"agegrps","rsn_DN","65+",192,0
"agegrps","rsn_PM","Under 5",9,0
"agegrps","rsn_PM","5-17",40,0
"agegrps","rsn_PM","18-44",418,0
"agegrps","rsn_PM","45-64",505,0
"agegrps","rsn_PM","65+",166,0
"agegrps","adult_nosmok","18-44",992,0
"agegrps","adult_nosmok","45-64",1004,0
"agegrps","adult_nosmok","65+",312,0
"agegrps","child_dental","Under 5",1752,0
"agegrps","child_dental","5-17",7697,0
"agegrps","diab_a1c","18-44",328,0
"agegrps","diab_a1c","45-64",1079,0
"agegrps","diab_a1c","65+",941,0
"agegrps","diab_chol","18-44",328,0
"agegrps","diab_chol","45-64",1079,0
"agegrps","diab_chol","65+",941,0
"agegrps","diab_eye","18-44",328,0
"agegrps","diab_eye","45-64",1079,0
"agegrps","diab_eye","65+",941,0
"agegrps","diab_foot","18-44",328,0
"agegrps","diab_foot","45-64",1079,0
"agegrps","diab_foot","65+",941,0
"agegrps","diab_flu","18-44",328,0
"agegrps","diab_flu","45-64",1079,0
"agegrps","diab_flu","65+",941,0
"agegrps","adult_routine","18-44",5741,0
"agegrps","adult_routine","45-64",5316,0
"agegrps","adult_routine","65+",3203,0
"agegrps","adult_illness","18-44",2934,0
"agegrps","adult_illness","45-64",2451,0
"agegrps","adult_illness","65+",1349,0
"agegrps","adult_listen","18-44",6484,0
"agegrps","adult_listen","45-64",5759,0
"agegrps","adult_listen","65+",3357,0
"agegrps","adult_explain","18-44",6484,0
"agegrps","adult_explain","45-64",5759,0
"agegrps","adult_explain","65+",3357,0
"agegrps","adult_respect","18-44",6484,0
"agegrps","adult_respect","45-64",5759,0
"agegrps","adult_respect","65+",3357,0
"agegrps","adult_time","18-44",6484,0
"agegrps","adult_time","45-64",5759,0
"agegrps","adult_time","65+",3357,0
"agegrps","adult_rating","18-44",6484,0
"agegrps","adult_rating","45-64",5759,0
"agegrps","adult_rating","65+",3357,0
"agegrps","child_routine","Under 5",1658,0
"agegrps","child_routine","5-17",4394,0
"agegrps","child_illness","Under 5",540,0
"agegrps","child_illness","5-17",1209,0
"agegrps","child_listen","Under 5",2135,0
"agegrps","child_listen","5-17",5461,0
"agegrps","child_explain","Under 5",2135,0
"agegrps","child_explain","5-17",5461,0
"agegrps","child_respect","Under 5",2135,0
"agegrps","child_respect","5-17",5461,0
"agegrps","child_time","Under 5",2135,0
"agegrps","child_time","5-17",5461,0
"agegrps","child_rating","Under 5",2135,0
"agegrps","child_rating","5-17",5461,0
"region","usc","Northeast",5834,0
"region","usc","Midwest",6665,0
"region","usc","South",13560,0
"region","usc","West",9967,0
"region","difficulty","Northeast",5995,0
"region","difficulty","Midwest",6743,0
"region","difficulty","South",13819,0
"region","difficulty","West",10208,0
"region","rsn_MD","Northeast",238,0
"region","rsn_MD","Midwest",281,0
"region","rsn_MD","South",618,0
"region","rsn_MD","West",395,0
"region","rsn_DN","Northeast",257,0
"region","rsn_DN","Midwest",355,0
"region","rsn_DN","South",766,0
"region","rsn_DN","West",602,0
"region","rsn_PM","Northeast",161,0
"region","rsn_PM","Midwest",240,0
"region","rsn_PM","South",460,0
"region","rsn_PM","West",277,0
"region","adult_nosmok","Northeast",428,0
"region","adult_nosmok","Midwest",541,0
"region","adult_nosmok","South",959,0
"region","adult_nosmok","West",380,0
"region","child_dental","Northeast",1469,0
"region","child_dental","Midwest",1749,0
"region","child_dental","South",3497,0
"region","child_dental","West",2734,0
"region","diab_a1c","Northeast",361,0
"region","diab_a1c","Midwest",412,0
"region","diab_a1c","South",1002,0
"region","diab_a1c","West",573,0
"region","diab_chol","Northeast",361,0
"region","diab_chol","Midwest",412,0
"region","diab_chol","South",1002,0
"region","diab_chol","West",573,0
"region","diab_eye","Northeast",361,0
"region","diab_eye","Midwest",412,0
"region","diab_eye","South",1002,0
"region","diab_eye","West",573,0
"region","diab_foot","Northeast",361,0
"region","diab_foot","Midwest",412,0
"region","diab_foot","South",1002,0
"region","diab_foot","West",573,0
"region","diab_flu","Northeast",361,0
"region","diab_flu","Midwest",412,0
"region","diab_flu","South",1002,0
"region","diab_flu","West",573,0
"region","adult_routine","Northeast",2506,0
"region","adult_routine","Midwest",2885,0
"region","adult_routine","South",5232,0
"region","adult_routine","West",3637,0
"region","adult_illness","Northeast",1139,0
"region","adult_illness","Midwest",1326,0
"region","adult_illness","South",2655,0
"region","adult_illness","West",1614,0
"region","adult_listen","Northeast",2735,0
"region","adult_listen","Midwest",3109,0
"region","adult_listen","South",5739,0
"region","adult_listen","West",4017,0
"region","adult_explain","Northeast",2735,0
"region","adult_explain","Midwest",3109,0
"region","adult_explain","South",5739,0
"region","adult_explain","West",4017,0
"region","adult_respect","Northeast",2735,0
"region","adult_respect","Midwest",3109,0
"region","adult_respect","South",5739,0
"region","adult_respect","West",4017,0
"region","adult_time","Northeast",2735,0
"region","adult_time","Midwest",3109,0
"region","adult_time","South",5739,0
"region","adult_time","West",4017,0
"region","adult_rating","Northeast",2735,0
"region","adult_rating","Midwest",3109,0
"region","adult_rating","South",5739,0
"region","adult_rating","West",4017,0
"region","child_routine","Northeast",1080,0
"region","child_routine","Midwest",1275,0
"region","child_routine","South",2061,0
"region","child_routine","West",1636,0
"region","child_illness","Northeast",317,0
"region","child_illness","Midwest",404,0
"region","child_illness","South",619,0
"region","child_illness","West",409,0
"region","child_listen","Northeast",1311,0
"region","child_listen","Midwest",1514,0
"region","child_listen","South",2733,0
"region","child_listen","West",2038,0
"region","child_explain","Northeast",1311,0
"region","child_explain","Midwest",1514,0
"region","child_explain","South",2733,0
"region","child_explain","West",2038,0
"region","child_respect","Northeast",1311,0
"region","child_respect","Midwest",1514,0
"region","child_respect","South",2733,0
"region","child_respect","West",2038,0
"region","child_time","Northeast",1311,0
"region","child_time","Midwest",1514,0
"region","child_time","South",2733,0
"region","child_time","West",2038,0
"region","child_rating","Northeast",1311,0
"region","child_rating","Midwest",1514,0
"region","child_rating","South",2733,0
"region","child_rating","West",2038,0
"married","usc","Married",12653,0
