"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"TC1name","ind","Alternative Medicines","Total",102,0
"TC1name","ind","Anti-Infectives","Total",6100,0
"TC1name","ind","Antineoplastics","Total",360,0
"TC1name","ind","Biologicals","Total",8,0
"TC1name","ind","Cardiovascular Agents","Total",6216,0
"TC1name","ind","Central Nervous System Agents","Total",7610,0
"TC1name","ind","Coagulation Modifiers","Total",892,0
"TC1name","ind","Gastrointestinal Agents","Total",2694,0
"TC1name","ind","Genitourinary Tract Agents","Total",388,0
"TC1name","ind","Hormones/Hormone Modifiers","Total",3768,0
"TC1name","ind","Immunologic Agents","Total",89,0
"TC1name","ind","Metabolic Agents","Total",4918,0
"TC1name","ind","Miscellaneous Agents","Total",449,0
"TC1name","ind","Not Ascertained","Total",1333,0
"TC1name","ind","Nutritional Products","Total",1986,0
"TC1name","ind","Psychotherapeutic Agents","Total",2464,0
"TC1name","ind","Respiratory Agents","Total",3470,0
"TC1name","ind","Topical Agents","Total",3467,0
"RXDRGNAM","ind","ABACAVIR","Total",1,0
"RXDRGNAM","ind","ABACAVIR-LAMIVUDINE","Total",3,0
"RXDRGNAM","ind","ACAMPROSATE","Total",2,0
"RXDRGNAM","ind","ACARBOSE","Total",5,0
"RXDRGNAM","ind","ACEBUTOLOL","Total",9,0
"RXDRGNAM","ind","ACETAMINOPHEN","Total",260,0
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",3,0
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",484,0
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",1698,0
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",530,0
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",1,0
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",211,0
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",45,0
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",11,0
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",5,0
"RXDRGNAM","ind","ACETIC ACID TOPICAL","Total",3,0
"RXDRGNAM","ind","ACETIC/ANTIPYRINE/BENZOCAINE/POLYCOS OTIC","Total",6,0
"RXDRGNAM","ind","ACETYLCYSTEINE","Total",1,0
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",2,0
"RXDRGNAM","ind","ACYCLOVIR","Total",92,0
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",9,0
"RXDRGNAM","ind","ADALIMUMAB","Total",17,0
"RXDRGNAM","ind","ADAPALENE-BENZOYL PEROXIDE TOPICAL","Total",8,0
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",22,0
"RXDRGNAM","ind","AL HYDROXIDE/ASA/CA CARBONATE/MG HYDROXIDE","Total",2,0
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",9,0
"RXDRGNAM","ind","ALBUTEROL","Total",1377,0
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",94,0
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",5,0
"RXDRGNAM","ind","ALENDRONATE","Total",298,0
"RXDRGNAM","ind","ALENDRONATE-CHOLECALCIFEROL","Total",13,0
"RXDRGNAM","ind","ALFUZOSIN","Total",33,0
"RXDRGNAM","ind","ALISKIREN","Total",20,0
"RXDRGNAM","ind","ALISKIREN-HYDROCHLOROTHIAZIDE","Total",9,0
"RXDRGNAM","ind","ALISKIREN-VALSARTAN","Total",9,0
"RXDRGNAM","ind","ALLOPURINOL","Total",169,0
"RXDRGNAM","ind","ALOH/DIPHENHYD/LIDOCAINE/MGOH/SIMETH TOPICAL","Total",1,0
"RXDRGNAM","ind","ALPRAZOLAM","Total",384,0
"RXDRGNAM","ind","ALPROSTADIL","Total",2,0
"RXDRGNAM","ind","ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL","Total",7,0
"RXDRGNAM","ind","ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE","Total",2,0
"RXDRGNAM","ind","AMANTADINE","Total",11,0
"RXDRGNAM","ind","AMCINONIDE TOPICAL","Total",1,0
"RXDRGNAM","ind","AMILORIDE","Total",3,0
"RXDRGNAM","ind","AMILORIDE-HYDROCHLOROTHIAZIDE","Total",3,0
"RXDRGNAM","ind","AMINOCAPROIC ACID","Total",1,0
"RXDRGNAM","ind","AMIODARONE","Total",40,0
"RXDRGNAM","ind","AMITRIPTYLINE","Total",166,0
"RXDRGNAM","ind","AMITRIPTYLINE-CHLORDIAZEPOXIDE","Total",3,0
"RXDRGNAM","ind","AMITRIPTYLINE-PERPHENAZINE","Total",4,0
"RXDRGNAM","ind","AMLODIPINE","Total",968,0
"RXDRGNAM","ind","AMLODIPINE-ATORVASTATIN","Total",29,0
"RXDRGNAM","ind","AMLODIPINE-BENAZEPRIL","Total",146,0
"RXDRGNAM","ind","AMLODIPINE-OLMESARTAN","Total",31,0
"RXDRGNAM","ind","AMLODIPINE-VALSARTAN","Total",52,0
"RXDRGNAM","ind","AMLODIPINE/HYDROCHLOROTHIAZIDE/OLMESARTAN","Total",3,0
"RXDRGNAM","ind","AMLODIPINE/HYDROCHLOROTHIAZIDE/VALSARTAN","Total",10,0
"RXDRGNAM","ind","AMMONIUM LACTATE TOPICAL","Total",15,0
"RXDRGNAM","ind","AMOXICILLIN","Total",1828,0
