"rowGrp","colGrp","rowLevels","n","n_se"
"ind","usc","Total",36721,0
"ind","difficulty","Total",36955,0
"ind","rsn_MD","Total",1821,0
"ind","rsn_DN","Total",2001,0
"ind","rsn_PM","Total",1212,0
"ind","adult_nosmok","Total",2673,0
"ind","child_dental","Total",10069,0
"ind","diab_a1c","Total",1775,0
"ind","diab_chol","Total",1775,0
"ind","diab_eye","Total",1775,0
"ind","diab_foot","Total",1775,0
"ind","diab_flu","Total",1775,0
"ind","adult_routine","Total",15062,0
"ind","adult_illness","Total",7240,0
"ind","adult_listen","Total",16463,0
"ind","adult_explain","Total",16463,0
"ind","adult_respect","Total",16463,0
"ind","adult_time","Total",16463,0
"ind","adult_rating","Total",16463,0
"ind","child_routine","Total",6983,0
"ind","child_illness","Total",2619,0
"ind","child_listen","Total",7851,0
"ind","child_explain","Total",7851,0
"ind","child_respect","Total",7851,0
"ind","child_time","Total",7851,0
"ind","child_rating","Total",7851,0
"agegrps","usc","Under 5",2659,0
"agegrps","usc","5-17",8200,0
"agegrps","usc","18-44",13577,0
"agegrps","usc","45-64",8151,0
"agegrps","usc","65+",4134,0
"agegrps","difficulty","Under 5",2669,0
"agegrps","difficulty","5-17",8236,0
"agegrps","difficulty","18-44",13666,0
"agegrps","difficulty","45-64",8226,0
"agegrps","difficulty","65+",4158,0
"agegrps","rsn_MD","Under 5",55,0
"agegrps","rsn_MD","5-17",204,0
"agegrps","rsn_MD","18-44",789,0
"agegrps","rsn_MD","45-64",606,0
"agegrps","rsn_MD","65+",167,0
"agegrps","rsn_DN","Under 5",34,0
"agegrps","rsn_DN","5-17",345,0
"agegrps","rsn_DN","18-44",917,0
"agegrps","rsn_DN","45-64",557,0
"agegrps","rsn_DN","65+",148,0
"agegrps","rsn_PM","Under 5",23,0
"agegrps","rsn_PM","5-17",73,0
"agegrps","rsn_PM","18-44",463,0
"agegrps","rsn_PM","45-64",460,0
"agegrps","rsn_PM","65+",193,0
"agegrps","adult_nosmok","18-44",1280,0
"agegrps","adult_nosmok","45-64",1054,0
"agegrps","adult_nosmok","65+",339,0
"agegrps","child_dental","Under 5",1819,0
"agegrps","child_dental","5-17",8250,0
"agegrps","diab_a1c","18-44",246,0
"agegrps","diab_a1c","45-64",826,0
"agegrps","diab_a1c","65+",703,0
"agegrps","diab_chol","18-44",246,0
"agegrps","diab_chol","45-64",826,0
"agegrps","diab_chol","65+",703,0
"agegrps","diab_eye","18-44",246,0
"agegrps","diab_eye","45-64",826,0
"agegrps","diab_eye","65+",703,0
"agegrps","diab_foot","18-44",246,0
"agegrps","diab_foot","45-64",826,0
"agegrps","diab_foot","65+",703,0
"agegrps","diab_flu","18-44",246,0
"agegrps","diab_flu","45-64",826,0
"agegrps","diab_flu","65+",703,0
"agegrps","adult_routine","18-44",6672,0
"agegrps","adult_routine","45-64",5277,0
"agegrps","adult_routine","65+",3113,0
"agegrps","adult_illness","18-44",3351,0
"agegrps","adult_illness","45-64",2442,0
"agegrps","adult_illness","65+",1447,0
"agegrps","adult_listen","18-44",7434,0
"agegrps","adult_listen","45-64",5701,0
"agegrps","adult_listen","65+",3328,0
"agegrps","adult_explain","18-44",7434,0
"agegrps","adult_explain","45-64",5701,0
"agegrps","adult_explain","65+",3328,0
"agegrps","adult_respect","18-44",7434,0
"agegrps","adult_respect","45-64",5701,0
"agegrps","adult_respect","65+",3328,0
"agegrps","adult_time","18-44",7434,0
"agegrps","adult_time","45-64",5701,0
"agegrps","adult_time","65+",3328,0
"agegrps","adult_rating","18-44",7434,0
"agegrps","adult_rating","45-64",5701,0
"agegrps","adult_rating","65+",3328,0
"agegrps","child_routine","Under 5",2051,0
"agegrps","child_routine","5-17",4932,0
"agegrps","child_illness","Under 5",823,0
"agegrps","child_illness","5-17",1796,0
"agegrps","child_listen","Under 5",2286,0
"agegrps","child_listen","5-17",5565,0
"agegrps","child_explain","Under 5",2286,0
"agegrps","child_explain","5-17",5565,0
"agegrps","child_respect","Under 5",2286,0
"agegrps","child_respect","5-17",5565,0
"agegrps","child_time","Under 5",2286,0
"agegrps","child_time","5-17",5565,0
"agegrps","child_rating","Under 5",2286,0
"agegrps","child_rating","5-17",5565,0
"region","usc","Northeast",5709,0
"region","usc","Midwest",7249,0
"region","usc","South",13945,0
"region","usc","West",9818,0
"region","difficulty","Northeast",5763,0
"region","difficulty","Midwest",7278,0
"region","difficulty","South",14020,0
"region","difficulty","West",9894,0
"region","rsn_MD","Northeast",197,0
"region","rsn_MD","Midwest",339,0
"region","rsn_MD","South",738,0
"region","rsn_MD","West",547,0
"region","rsn_DN","Northeast",217,0
"region","rsn_DN","Midwest",351,0
"region","rsn_DN","South",856,0
"region","rsn_DN","West",577,0
"region","rsn_PM","Northeast",151,0
"region","rsn_PM","Midwest",247,0
"region","rsn_PM","South",511,0
"region","rsn_PM","West",303,0
"region","adult_nosmok","Northeast",497,0
"region","adult_nosmok","Midwest",601,0
"region","adult_nosmok","South",1118,0
"region","adult_nosmok","West",457,0
"region","child_dental","Northeast",1521,0
"region","child_dental","Midwest",1834,0
"region","child_dental","South",3810,0
"region","child_dental","West",2904,0
"region","diab_a1c","Northeast",268,0
"region","diab_a1c","Midwest",337,0
"region","diab_a1c","South",774,0
"region","diab_a1c","West",396,0
"region","diab_chol","Northeast",268,0
"region","diab_chol","Midwest",337,0
"region","diab_chol","South",774,0
"region","diab_chol","West",396,0
"region","diab_eye","Northeast",268,0
"region","diab_eye","Midwest",337,0
"region","diab_eye","South",774,0
"region","diab_eye","West",396,0
"region","diab_foot","Northeast",268,0
"region","diab_foot","Midwest",337,0
"region","diab_foot","South",774,0
"region","diab_foot","West",396,0
"region","diab_flu","Northeast",268,0
"region","diab_flu","Midwest",337,0
"region","diab_flu","South",774,0
"region","diab_flu","West",396,0
"region","adult_routine","Northeast",2597,0
"region","adult_routine","Midwest",3301,0
"region","adult_routine","South",5594,0
"region","adult_routine","West",3570,0
"region","adult_illness","Northeast",1124,0
"region","adult_illness","Midwest",1493,0
"region","adult_illness","South",2942,0
"region","adult_illness","West",1681,0
"region","adult_listen","Northeast",2774,0
"region","adult_listen","Midwest",3561,0
"region","adult_listen","South",6205,0
