"rowGrp","colGrp","rowLevels","n","n_se"
"ind","insurance","Total",31228,0
"ind","ins_lt65","Total",27508,0
"ind","ins_ge65","Total",3720,0
"agegrps","insurance","Under 5",2317,0
"agegrps","insurance","5-17",6393,0
"agegrps","insurance","18-44",11103,0
"agegrps","insurance","45-64",7695,0
"agegrps","insurance","65+",3720,0
"agegrps","ins_lt65","Under 5",2317,0
"agegrps","ins_lt65","5-17",6393,0
"agegrps","ins_lt65","18-44",11103,0
"agegrps","ins_lt65","45-64",7695,0
"agegrps","ins_ge65","65+",3720,0
"region","insurance","Northeast",4757,0
"region","insurance","Midwest",6402,0
"region","insurance","South",11688,0
"region","insurance","West",8381,0
"region","ins_lt65","Northeast",4141,0
"region","ins_lt65","Midwest",5597,0
"region","ins_lt65","South",10267,0
"region","ins_lt65","West",7503,0
"region","ins_ge65","Northeast",616,0
"region","ins_ge65","Midwest",805,0
"region","ins_ge65","South",1421,0
"region","ins_ge65","West",878,0
"married","insurance","Married",11344,0
"married","insurance","Widowed",1429,0
"married","insurance","Divorced",2572,0
"married","insurance","Separated",671,0
"married","insurance","Never married",7510,0
"married","insurance","Inapplicable (age < 16)",7702,0
"married","ins_lt65","Married",9369,0
"married","ins_lt65","Widowed",331,0
"married","ins_lt65","Divorced",2151,0
"married","ins_lt65","Separated",607,0
"married","ins_lt65","Never married",7348,0
"married","ins_lt65","Inapplicable (age < 16)",7702,0
"married","ins_ge65","Married",1975,0
"married","ins_ge65","Widowed",1098,0
"married","ins_ge65","Divorced",421,0
"married","ins_ge65","Separated",64,0
"married","ins_ge65","Never married",162,0
"race","insurance","Hispanic",8511,0
"race","insurance","White",13560,0
"race","insurance","Black",6106,0
"race","insurance","Amer. Indian, AK Native, or mult. races",719,0
"race","insurance","Asian, Hawaiian, or Pacific Islander",2332,0
"race","ins_lt65","Hispanic",8061,0
"race","ins_lt65","White",11233,0
"race","ins_lt65","Black",5478,0
"race","ins_lt65","Amer. Indian, AK Native, or mult. races",674,0
"race","ins_lt65","Asian, Hawaiian, or Pacific Islander",2062,0
"race","ins_ge65","Hispanic",450,0
"race","ins_ge65","White",2327,0
"race","ins_ge65","Black",628,0
"race","ins_ge65","Amer. Indian, AK Native, or mult. races",45,0
"race","ins_ge65","Asian, Hawaiian, or Pacific Islander",270,0
"sex","insurance","Male",14881,0
"sex","insurance","Female",16347,0
"sex","ins_lt65","Male",13259,0
"sex","ins_lt65","Female",14249,0
"sex","ins_ge65","Male",1622,0
"sex","ins_ge65","Female",2098,0
"racesex","insurance","Female, Amer. Indian, AK Native, or mult. races",362,0
"racesex","insurance","Female, Asian, Hawaiian, or Pacific Islander",1229,0
"racesex","insurance","Female, Black",3428,0
"racesex","insurance","Female, Hispanic",4352,0
"racesex","insurance","Female, White",6976,0
"racesex","insurance","Male, Amer. Indian, AK Native, or mult. races",357,0
"racesex","insurance","Male, Asian, Hawaiian, or Pacific Islander",1103,0
"racesex","insurance","Male, Black",2678,0
"racesex","insurance","Male, Hispanic",4159,0
"racesex","insurance","Male, White",6584,0
"racesex","ins_lt65","Female, Amer. Indian, AK Native, or mult. races",337,0
"racesex","ins_lt65","Female, Asian, Hawaiian, or Pacific Islander",1078,0
"racesex","ins_lt65","Female, Black",3042,0
"racesex","ins_lt65","Female, Hispanic",4094,0
"racesex","ins_lt65","Female, White",5698,0
"racesex","ins_lt65","Male, Amer. Indian, AK Native, or mult. races",337,0
"racesex","ins_lt65","Male, Asian, Hawaiian, or Pacific Islander",984,0
"racesex","ins_lt65","Male, Black",2436,0
"racesex","ins_lt65","Male, Hispanic",3967,0
"racesex","ins_lt65","Male, White",5535,0
"racesex","ins_ge65","Female, Amer. Indian, AK Native, or mult. races",25,0
"racesex","ins_ge65","Female, Asian, Hawaiian, or Pacific Islander",151,0
"racesex","ins_ge65","Female, Black",386,0
"racesex","ins_ge65","Female, Hispanic",258,0
"racesex","ins_ge65","Female, White",1278,0
"racesex","ins_ge65","Male, Amer. Indian, AK Native, or mult. races",20,0
"racesex","ins_ge65","Male, Asian, Hawaiian, or Pacific Islander",119,0
"racesex","ins_ge65","Male, Black",242,0
"racesex","ins_ge65","Male, Hispanic",192,0
"racesex","ins_ge65","Male, White",1049,0
"education","insurance","Less than high school",5208,0
"education","insurance","High school",6847,0
"education","insurance","Some college",10227,0
"education","insurance","Inapplicable (age < 18)",8710,0
"education","insurance","Missing",236,0
"education","ins_lt65","Less than high school",4142,0
"education","ins_lt65","High school",5674,0
"education","ins_lt65","Some college",8817,0
"education","ins_lt65","Inapplicable (age < 18)",8710,0
"education","ins_lt65","Missing",165,0
"education","ins_ge65","Less than high school",1066,0
"education","ins_ge65","High school",1173,0
"education","ins_ge65","Some college",1410,0
"education","ins_ge65","Missing",71,0
"employed","insurance","Employed",13323,0
"employed","insurance","Not employed",10169,0
"employed","insurance","Inapplicable (age < 16)",7702,0
"employed","insurance","Missing",34,0
"employed","ins_lt65","Employed",12734,0
"employed","ins_lt65","Not employed",7043,0
"employed","ins_lt65","Inapplicable (age < 16)",7702,0
"employed","ins_lt65","Missing",29,0
"employed","ins_ge65","Employed",589,0
"employed","ins_ge65","Not employed",3126,0
"employed","ins_ge65","Missing",5,0
"poverty","insurance","Negative or poor",6792,0
"poverty","insurance","Near-poor",2119,0
"poverty","insurance","Low income",5010,0
"poverty","insurance","Middle income",9321,0
"poverty","insurance","High income",7986,0
"poverty","ins_lt65","Negative or poor",6225,0
"poverty","ins_lt65","Near-poor",1836,0
"poverty","ins_lt65","Low income",4368,0
"poverty","ins_lt65","Middle income",8158,0
"poverty","ins_lt65","High income",6921,0
"poverty","ins_ge65","Negative or poor",567,0
"poverty","ins_ge65","Near-poor",283,0
"poverty","ins_ge65","Low income",642,0
"poverty","ins_ge65","Middle income",1163,0
"poverty","ins_ge65","High income",1065,0
"health","insurance","Excellent",9778,0
"health","insurance","Very good",9743,0
"health","insurance","Good",8104,0
"health","insurance","Fair",2703,0
"health","insurance","Poor",833,0
"health","insurance","Missing",67,0
"health","ins_lt65","Excellent",9293,0
"health","ins_lt65","Very good",8743,0
"health","ins_lt65","Good",6851,0
"health","ins_lt65","Fair",2037,0
"health","ins_lt65","Poor",568,0
"health","ins_lt65","Missing",16,0
"health","ins_ge65","Excellent",485,0
"health","ins_ge65","Very good",1000,0
"health","ins_ge65","Good",1253,0
"health","ins_ge65","Fair",666,0
"health","ins_ge65","Poor",265,0
"health","ins_ge65","Missing",51,0
"mnhlth","insurance","Excellent",12867,0
"mnhlth","insurance","Very good",9057,0
"mnhlth","insurance","Good",7181,0
"mnhlth","insurance","Fair",1633,0
"mnhlth","insurance","Poor",422,0
"mnhlth","insurance","Missing",68,0
"mnhlth","ins_lt65","Excellent",11935,0
"mnhlth","ins_lt65","Very good",7985,0
"mnhlth","ins_lt65","Good",5986,0
"mnhlth","ins_lt65","Fair",1282,0
"mnhlth","ins_lt65","Poor",303,0
"mnhlth","ins_lt65","Missing",17,0
"mnhlth","ins_ge65","Excellent",932,0
"mnhlth","ins_ge65","Very good",1072,0
"mnhlth","ins_ge65","Good",1195,0
"mnhlth","ins_ge65","Fair",351,0
"mnhlth","ins_ge65","Poor",119,0
"mnhlth","ins_ge65","Missing",51,0
"agegrps_v2X","insurance","Under 18",8710,0
"agegrps_v2X","insurance","18-64",18798,0
"agegrps_v2X","insurance","65+",3720,0
"agegrps_v2X","ins_lt65","Under 18",8710,0
"agegrps_v2X","ins_lt65","18-64",18798,0
"agegrps_v2X","ins_ge65","65+",3720,0
"agegrps_v3X","insurance","Under 5",2317,0
"agegrps_v3X","insurance","5-6",1029,0
"agegrps_v3X","insurance","7-12",3005,0
"agegrps_v3X","insurance","13-17",2359,0
"agegrps_v3X","insurance","18",514,0
"agegrps_v3X","insurance","19-24",2496,0
"agegrps_v3X","insurance","25-29",1960,0
"agegrps_v3X","insurance","30-34",2057,0
"agegrps_v3X","insurance","35-44",4076,0
"agegrps_v3X","insurance","45-54",4287,0
"agegrps_v3X","insurance","55-64",3408,0
