"rowGrp","colGrp","rowLevels","colLevels","pctPOP","pctPOP_se"
"ind","insurance","Total","Any private, all ages",0.650022718716591,0.00772216865546505
"ind","insurance","Total","Public only, all ages",0.218931871371358,0.00586618246327284
"ind","insurance","Total","Uninsured, all ages",0.13104540991205,0.00407869235086611
"ind","ins_lt65","Total","<65, Any private",0.670787884001905,0.00834930285463625
"ind","ins_lt65","Total","<65, Public only",0.178789717001262,0.00603100844036499
"ind","ins_lt65","Total","<65, Uninsured",0.150422398996832,0.00451707292690291
"ind","ins_lt65","Total","65+, Medicare only",0,0
"ind","ins_lt65","Total","65+, Medicare and private",0,0
"ind","ins_lt65","Total","65+, Medicare and other public",0,0
"ind","ins_lt65","Total","65+, No medicare",0,0
"ind","ins_ge65","Total","<65, Any private",0,0
"ind","ins_ge65","Total","<65, Public only",0,0
"ind","ins_ge65","Total","<65, Uninsured",0,0
"ind","ins_ge65","Total","65+, Medicare only",0.381051394338784,0.011858138104998
"ind","ins_ge65","Total","65+, Medicare and private",0.505339644775117,0.0131109787323396
"ind","ins_ge65","Total","65+, Medicare and other public",0.0986991553291975,0.00729074507555733
"ind","ins_ge65","Total","65+, No medicare",0.0149098055569019,0.00254107496381209
"agegrps","insurance","Under 5","Any private, all ages",0.531996422639985,0.0160588285564063
"agegrps","insurance","Under 5","Public only, all ages",0.41554410778062,0.0162849831817935
"agegrps","insurance","Under 5","Uninsured, all ages",0.0524594695793953,0.00623465601362438
"agegrps","insurance","5-17","Any private, all ages",0.601513528274127,0.0129966594746194
"agegrps","insurance","5-17","Public only, all ages",0.335131672930998,0.012513320604399
"agegrps","insurance","5-17","Uninsured, all ages",0.0633547987948746,0.00480552170735713
"agegrps","insurance","18-44","Any private, all ages",0.663550803644925,0.00932152684957509
"agegrps","insurance","18-44","Public only, all ages",0.119220179120217,0.0058289796900698
"agegrps","insurance","18-44","Uninsured, all ages",0.217229017234858,0.00749389422309145
"agegrps","insurance","45-64","Any private, all ages",0.762381706972186,0.00792122521003773
"agegrps","insurance","45-64","Public only, all ages",0.0954529418287356,0.00479449048884107
"agegrps","insurance","45-64","Uninsured, all ages",0.142165351199078,0.00553634542071828
"agegrps","insurance","65+","Any private, all ages",0.515103628067059,0.0130500570180359
"agegrps","insurance","65+","Public only, all ages",0.479750549667981,0.0131767589430633
"agegrps","insurance","65+","Uninsured, all ages",0.00514582226496011,0.00150371625264348
