"rowGrp","colGrp","rowLevels","colLevels","avgEVT","avgEVT_se"
"ind","ind","Total","Total",16.5002106335517,0.258682629617178
"ind","event","Total","DVT",1.07518981375306,0.0182449293108992
"ind","event","Total","RX",9.34469223162053,0.193906603912764
"ind","event","Total","OBV",5.11022672967096,0.0749850566265022
"ind","event","Total","OBD",3.38941026419613,0.0434459837092612
"ind","event","Total","OBO",1.68599860450917,0.0486117464738278
"ind","event","Total","OPT",0.558296155807642,0.0254858095049078
"ind","event","Total","OPY",0.183623256394774,0.00915102068740229
"ind","event","Total","OPZ",0.365636788737966,0.0210109296548533
"ind","event","Total","ERT",0.195856315304585,0.00447815989657273
"ind","event","Total","IPT",0.102153615445277,0.00287369604161687
"ind","event","Total","HHT",0.113795771949661,0.00832436221995307
"ind","sop","Total","EXP",15.9767300189678,0.253155878741607
"ind","sop","Total","SLF",12.2373242732685,0.201504538208798
"ind","sop","Total","MCR",1.83738809774533,0.0695081022865246
"ind","sop","Total","MCD",1.80445358709584,0.0833999815139145
"ind","sop","Total","PTR",7.57567011948223,0.140848746119091
"ind","sop","Total","OTZ",1.10831122701249,0.0457735238777763
"ind","agegrps","Total","Under 5",6.7938730732711,0.187383640234368
"ind","agegrps","Total","5-17",6.97026468821652,0.169187245676661
"ind","agegrps","Total","18-44",10.4727727053197,0.204861645779615
"ind","agegrps","Total","45-64",24.6078887570234,0.447444604040222
"ind","agegrps","Total","65+",39.0094893843886,0.836334957416993
"ind","region","Total","Northeast",17.201688499599,0.477186099297666
"ind","region","Total","Midwest",17.5362700282779,0.425265685361222
"ind","region","Total","South",17.1547077440147,0.551325648957922
"ind","region","Total","West",13.8652285349616,0.406554287701832
"ind","married","Total","Married",19.8897313717282,0.362253265629929
"ind","married","Total","Widowed",39.5363533766465,1.25572750688699
"ind","married","Total","Divorced",23.9360825042747,0.845186153251336
"ind","married","Total","Separated",19.8676195625714,1.69752646565411
"ind","married","Total","Never married",10.8530395768702,0.349305106535526
"ind","married","Total","Inapplicable (age < 16)",6.76119220702889,0.141706267063956
"ind","race","Total","Hispanic",8.81876438080089,0.335588790776567
"ind","race","Total","White",19.0485323762069,0.276273849457989
"ind","race","Total","Black",13.2698621283041,0.639663551071896
"ind","race","Total","Amer. Indian, AK Native, or mult. races",17.6079330484122,1.19950441258881
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",9.41286342714986,0.52950090988428
"ind","sex","Total","Male",13.1693145698322,0.240103575497604
"ind","sex","Total","Female",19.6824409853481,0.350182463557907
"ind","education","Total","Less than high school",21.5006784132953,0.612166478331053
"ind","education","Total","High school",19.8542328438507,0.416416457450642
"ind","education","Total","Some college",18.8676243425723,0.356360684679548
"ind","education","Total","Inapplicable (age < 18)",6.92276954296238,0.134757716825538
"ind","education","Total","Missing",15.4060688044859,3.0547021120209
"ind","employed","Total","Employed",13.5427510691159,0.205860796236005
"ind","employed","Total","Not employed",29.1505377453246,0.579802700752768
"ind","employed","Total","Inapplicable (age < 16)",6.76119220702889,0.141706267063956
"ind","insurance","Total","Any private, all ages",16.4018528902132,0.240966306831039
"ind","insurance","Total","Public only, all ages",23.7318064984918,0.776483309537968
"ind","insurance","Total","Uninsured, all ages",6.60284866143109,0.297575916359251
"ind","poverty","Total","Negative or poor",16.8873049062361,0.661258529388075
"ind","poverty","Total","Near-poor",18.6636257935819,1.05040184683043
"ind","poverty","Total","Low income",17.0042430643564,0.675105174115551
"ind","poverty","Total","Middle income",15.0109627911986,0.324266332238345
"ind","poverty","Total","High income",17.1855405403609,0.32365865120554
"ind","health","Total","Excellent",8.15725760776785,0.175314373775641
"ind","health","Total","Very good",13.1215577920107,0.256657006945937
"ind","health","Total","Good",19.2999884901598,0.441844920616883
"ind","health","Total","Fair",37.9060779435909,0.951324484537183
"ind","health","Total","Poor",61.6241366393417,2.02630697247444
"ind","mnhlth","Total","Excellent",11.4262483110596,0.226735448165355
"ind","mnhlth","Total","Very good",14.9494571156926,0.302866075750453
"ind","mnhlth","Total","Good",21.2213577610919,0.562060897324448
"ind","mnhlth","Total","Fair",37.8117433230708,1.16254697210153
"ind","mnhlth","Total","Poor",47.8819443933844,2.88158039127688
"ind","agegrps_v2X","Total","Under 18",6.92276954296238,0.134757716825538
"ind","agegrps_v2X","Total","18-64",15.8340478954603,0.250181199456542
"ind","agegrps_v2X","Total","65+",39.0094893843886,0.836334957416993
"ind","insurance_v2X","Total","<65, Any private",13.7329605284045,0.19828514367723
"ind","insurance_v2X","Total","<65, Public only",17.2264983881822,0.693666294338747
"ind","insurance_v2X","Total","<65, Uninsured",6.60307340156604,0.298497294564207
"ind","insurance_v2X","Total","65+, Medicare only",35.7221512711707,1.25870500015844
"ind","insurance_v2X","Total","65+, Medicare and private",39.2521023359154,0.831879475930316
"ind","insurance_v2X","Total","65+, Medicare and other public",49.0597356125965,2.57156381492288
"ind","insurance_v2X","Total","65+, No medicare",14.1337720299182,2.77727578124481
"event","sop","DVT","EXP",0.891831864129804,0.013675990291614
"event","sop","DVT","SLF",0.569361642398859,0.0109034650570887
"event","sop","DVT","MCR",0.00563834352637845,0.000792527255255226
"event","sop","DVT","MCD",0.0621838581258269,0.00392812129212746
"event","sop","DVT","PTR",0.499602126783279,0.0112444431894892
"event","sop","DVT","OTZ",0.0407376699613265,0.00227256230103963
"event","sop","RX","EXP",9.34469223162053,0.193906603912764
"event","sop","RX","SLF",8.6044307203111,0.179688725651274
"event","sop","RX","MCR",0.412688276217815,0.0280632259738827
"event","sop","RX","MCD",1.08758355963477,0.0578128822410235
