"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"ind","ind","Total","Total",37418,0
"ind","event","Total","TOT",30980,0
"ind","event","Total","DVT",14373,0
"ind","event","Total","RX",22887,0
"ind","event","Total","OBT",26222,0
"ind","event","Total","OBD",24673,0
"ind","event","Total","OBO",10069,0
"ind","event","Total","OPT",5768,0
"ind","event","Total","OPD",3089,0
"ind","event","Total","OPO",3630,0
"ind","event","Total","ERT",5339,0
"ind","event","Total","IPD",2819,0
"ind","event","Total","HHT",843,0
"ind","event","Total","OMA",6239,0
"ind","sop","Total","EXP",30728,0
"ind","sop","Total","SLF",27499,0
"ind","sop","Total","PTR",18979,0
"ind","sop","Total","MCR",4779,0
"ind","sop","Total","MCD",6755,0
"ind","sop","Total","OTZ",6711,0
"ind","agegrps","Total","Under 5",2849,0
"ind","agegrps","Total","5-17",8250,0
"ind","agegrps","Total","18-44",13727,0
"ind","agegrps","Total","45-64",8268,0
"ind","agegrps","Total","65+",4324,0
"event","sop","TOT","EXP",30728,0
"event","sop","TOT","SLF",27499,0
"event","sop","TOT","PTR",18979,0
"event","sop","TOT","MCR",4779,0
"event","sop","TOT","MCD",6755,0
"event","sop","TOT","OTZ",6711,0
"event","sop","DVT","EXP",13928,0
"event","sop","DVT","SLF",9385,0
"event","sop","DVT","PTR",7916,0
"event","sop","DVT","MCR",119,0
"event","sop","DVT","MCD",1815,0
"event","sop","DVT","OTZ",920,0
"event","sop","RX","EXP",22887,0
"event","sop","RX","SLF",21626,0
"event","sop","RX","PTR",12209,0
"event","sop","RX","MCR",1054,0
"event","sop","RX","MCD",4133,0
"event","sop","RX","OTZ",1116,0
"event","sop","OBV","EXP",25774,0
"event","sop","OBV","SLF",19057,0
"event","sop","OBV","PTR",15509,0
"event","sop","OBV","MCR",4376,0
"event","sop","OBV","MCD",5072,0
"event","sop","OBV","OTZ",4624,0
"event","sop","OBD","EXP",24305,0
"event","sop","OBD","SLF",17573,0
"event","sop","OBD","PTR",14680,0
"event","sop","OBD","MCR",4253,0
"event","sop","OBD","MCD",4769,0
"event","sop","OBD","OTZ",4033,0
"event","sop","OBO","EXP",9647,0
"event","sop","OBO","SLF",5948,0
"event","sop","OBO","PTR",5495,0
"event","sop","OBO","MCR",1706,0
"event","sop","OBO","MCD",1186,0
"event","sop","OBO","OTZ",1439,0
"event","sop","OPT","EXP",5645,0
"event","sop","OPT","SLF",2520,0
"event","sop","OPT","PTR",3632,0
"event","sop","OPT","MCR",1620,0
"event","sop","OPT","MCD",936,0
"event","sop","OPT","OTZ",1009,0
"event","sop","OPY","EXP",3016,0
"event","sop","OPY","SLF",1322,0
"event","sop","OPY","PTR",1825,0
"event","sop","OPY","MCR",869,0
"event","sop","OPY","MCD",580,0
"event","sop","OPY","OTZ",589,0
"event","sop","OPZ","EXP",3544,0
"event","sop","OPZ","SLF",1404,0
"event","sop","OPZ","PTR",2380,0
"event","sop","OPZ","MCR",1054,0
"event","sop","OPZ","MCD",488,0
"event","sop","OPZ","OTZ",531,0
