"rowGrp","colGrp","rowLevels","colLevels","meanEXP","meanEXP_se"
"Condition","ind","Acute Bronchitis and URI","Total",223.028223097536,9.75087707880964
"Condition","ind","Allergic reactions","Total",279.85515626675,30.5972608111759
"Condition","ind","Anemia and other deficiencies","Total",1305.63889841574,192.147579463561
"Condition","ind","Appendicitis","Total",6342.40429538746,2385.13445218266
"Condition","ind","Back problems","Total",1488.36347968354,99.6973222787035
"Condition","ind","Cancer","Total",5726.93502190952,591.162440750926
"Condition","ind","Cataract","Total",1333.04698403526,96.2804546523371
"Condition","ind","Cerebrovascular disease","Total",5548.44172575191,701.257281714926
"Condition","ind","CNS infection","Total",3134.9652773852,959.167942920567
"Condition","ind","Coma, brain damage","Total",102935.8848483,72109.1615060054
"Condition","ind","Complications of pregnancy and birth","Total",1319.35467520472,298.289489141377
"Condition","ind","Complications of surgery or device","Total",2738.41335036924,781.773718314244
"Condition","ind","Congenital anomalies","Total",2970.3103038402,677.727770702897
"Condition","ind","COPD, asthma","Total",1042.22494466013,85.9028795667556
"Condition","ind","Diabetes mellitus","Total",1905.63148636211,110.764495473603
"Condition","ind","Disorders of mouth and esophagus","Total",290.522262511871,100.697249279792
"Condition","ind","Disorders of teeth and jaws","Total",250.298571518102,111.443633199801
"Condition","ind","Disorders of the upper GI","Total",987.911636802998,42.2987613430898
"Condition","ind","Epilepsy and convulsions","Total",3471.7025256936,1617.77014927173
"Condition","ind","Female genital disorders, and contraception","Total",730.058319034052,67.7857438589755
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",8846.78367520407,1910.59551169773
"Condition","ind","Glaucoma","Total",923.603403338881,80.3387997581083
"Condition","ind","Headache","Total",757.738733423416,62.8805980295624
"Condition","ind","Heart disease","Total",4508.2693999927,395.114665170976
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",2271.86789005154,521.682562611082
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",3797.71480163164,758.515433700564
"Condition","ind","Hernias","Total",2137.29207927025,291.036300704797
"Condition","ind","Hyperlipidemia","Total",830.041344867223,32.2405469612208
"Condition","ind","Hypertension","Total",894.821835959008,37.202922254488
"Condition","ind","Infectious diseases","Total",898.579906431222,105.256237725981
"Condition","ind","Influenza","Total",324.759169613005,72.095179041449
"Condition","ind","Intestinal infection","Total",643.209860707114,171.596725928432
"Condition","ind","Kidney Disease","Total",6394.02989535302,671.31604193698
"Condition","ind","Male genital disorders","Total",834.488356288658,173.008060951171
"Condition","ind","Mental disorders","Total",1543.6619249837,70.5203067541514
"Condition","ind","Non-malignant breast disease","Total",962.460008966701,163.201698725186
"Condition","ind","Non-malignant neoplasm","Total",1024.73080764172,127.507197970583
"Condition","ind","Normal birth/live born","Total",4274.47201386286,282.422457291715
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",1484.92735962919,98.1980367761182
"Condition","ind","Other bone and musculoskeletal disease","Total",834.525213547445,63.6608435845394
"Condition","ind","Other care and screening","Total",783.684378351206,64.5178211083565
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",3148.40226688021,450.228881370882
"Condition","ind","Other CNS disorders","Total",1195.18223213353,128.696428627394
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1078.04323080992,139.466288198169
"Condition","ind","Other eye disorders","Total",498.250343740114,53.4830029851467
"Condition","ind","Other GI","Total",1150.59017641681,107.739816588202
"Condition","ind","Other stomach and intestinal disorders","Total",3101.54223126749,514.599446536042
"Condition","ind","Other urinary","Total",975.018893091111,100.471579927011
