"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"Condition","ind","Acute Bronchitis and URI","Total",7387547350.47421,392110859.250329
"Condition","ind","Allergic reactions","Total",1951122948.57248,221236712.239127
"Condition","ind","Anemia and other deficiencies","Total",3269663237.81324,562770845.308494
"Condition","ind","Appendicitis","Total",1190194869.28536,469695753.776054
"Condition","ind","Back problems","Total",29625638369.4322,2170661697.5847
"Condition","ind","Cancer","Total",62230462754.2589,6860603292.78303
"Condition","ind","Cataract","Total",5927146707.28348,532690548.775685
"Condition","ind","Cerebrovascular disease","Total",13992397694.923,2037115095.04732
"Condition","ind","CNS infection","Total",701773574.651397,258842894.86259
"Condition","ind","Coma, brain damage","Total",9344129892.94605,9130276155.73783
"Condition","ind","Complications of pregnancy and birth","Total",1323470348.035,335497788.457908
"Condition","ind","Complications of surgery or device","Total",2819684841.86784,896833974.805431
"Condition","ind","Congenital anomalies","Total",4044095492.10448,992306918.733023
"Condition","ind","COPD, asthma","Total",48690567022.0702,4090843672.89831
"Condition","ind","Diabetes mellitus","Total",30702761015.333,1942996701.11267
"Condition","ind","Disorders of mouth and esophagus","Total",305346238.690128,117577973.034537
"Condition","ind","Disorders of teeth and jaws","Total",2146314993.94568,960372948.38495
"Condition","ind","Disorders of the upper GI","Total",21502757313.1222,1164991222.13483
"Condition","ind","Epilepsy and convulsions","Total",8075061521.3921,3882858309.08345
"Condition","ind","Female genital disorders, and contraception","Total",12588817184.5288,1281821259.08808
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",28644369793.2263,6635869597.64596
"Condition","ind","Glaucoma","Total",3149784350.95748,374808388.92536
"Condition","ind","Headache","Total",5966629435.62546,592587963.023334
"Condition","ind","Heart disease","Total",90044589144.2513,8593231471.06469
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",2222946408.16323,530076379.224918
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",6267560221.83603,1428888617.24638
"Condition","ind","Hernias","Total",5124279691.03538,803888800.899385
"Condition","ind","Hyperlipidemia","Total",21317418929.5142,1112259197.25496
"Condition","ind","Hypertension","Total",37854878907.8866,1976491452.6478
"Condition","ind","Infectious diseases","Total",14670277717.4956,1843709319.08634
"Condition","ind","Influenza","Total",969926515.760059,232992493.145938
"Condition","ind","Intestinal infection","Total",3729665539.1174,1014296155.44344
"Condition","ind","Kidney Disease","Total",23376593832.7648,2863281707.74548
"Condition","ind","Male genital disorders","Total",3134409253.6412,642276467.387908
"Condition","ind","Mental disorders","Total",51974247865.4672,2767174101.61202
"Condition","ind","Non-malignant breast disease","Total",2099828633.35408,408273577.18506
"Condition","ind","Non-malignant neoplasm","Total",4447470522.1961,594946919.665111
