"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"Condition","ind","Acute Bronchitis and URI","Total",88777353.920502,3378057.734781
"Condition","ind","Allergic reactions","Total",19057503.930991,1331961.8021171
"Condition","ind","Anemia and other deficiencies","Total",9776672.208961,1080734.71491632
"Condition","ind","Appendicitis","Total",636124.913255,160999.387037047
"Condition","ind","Back problems","Total",162603581.1104,8170425.2842862
"Condition","ind","Cancer","Total",86474125.391664,6867490.25603653
"Condition","ind","Cataract","Total",20072258.353107,1633610.77555134
"Condition","ind","Cerebrovascular disease","Total",16826088.649779,1848943.10049664
"Condition","ind","CNS infection","Total",836323.601115,222356.010440165
"Condition","ind","Coma, brain damage","Total",1008134.449682,842333.173752983
"Condition","ind","Complications of pregnancy and birth","Total",2486790.211106,560295.399632092
"Condition","ind","Complications of surgery or device","Total",3961000.442874,853195.966565303
"Condition","ind","Congenital anomalies","Total",10150522.109948,2283844.16443559
"Condition","ind","COPD, asthma","Total",211376180.9893,7208783.4654315
"Condition","ind","Diabetes mellitus","Total",136441936.566972,5407639.95441316
"Condition","ind","Disorders of mouth and esophagus","Total",2152341.553108,371333.77482464
"Condition","ind","Disorders of teeth and jaws","Total",15545356.762356,934948.258822956
"Condition","ind","Disorders of the upper GI","Total",66894641.825768,2502584.84266786
"Condition","ind","Epilepsy and convulsions","Total",12504120.051212,1400580.06154685
"Condition","ind","Female genital disorders, and contraception","Total",45315261.360752,2051657.78355327
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",14434904.279177,1399199.9068935
"Condition","ind","Glaucoma","Total",17966572.93212,1703266.29667967
"Condition","ind","Headache","Total",32336275.026058,2636731.83269611
"Condition","ind","Heart disease","Total",142904796.038369,6648135.8177808
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",5387688.358137,716650.716428606
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",14739732.19829,2649296.71362388
"Condition","ind","Hernias","Total",6998968.599821,647203.364895116
"Condition","ind","Hyperlipidemia","Total",95430471.695424,3764221.66345745
"Condition","ind","Hypertension","Total",221447244.493645,7489284.91084088
"Condition","ind","Infectious diseases","Total",48357533.183013,2675711.72220397
"Condition","ind","Influenza","Total",6328330.916466,616175.873284952
"Condition","ind","Intestinal infection","Total",11604226.685818,762098.623745682
"Condition","ind","Kidney Disease","Total",56102487.28548,7687466.51773784
"Condition","ind","Male genital disorders","Total",11382012.297695,903726.84728835
"Condition","ind","Mental disorders","Total",236574561.734077,11095502.5820547
"Condition","ind","Non-malignant breast disease","Total",6510503.839476,1150165.79484635
"Condition","ind","Non-malignant neoplasm","Total",10249251.516437,869230.652403003
"Condition","ind","Normal birth/live born","Total",58201644.37444,3528087.40384684
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",125256162.88448,5580892.00520538
"Condition","ind","Other bone and musculoskeletal disease","Total",37556760.836647,2929407.79883786
"Condition","ind","Other care and screening","Total",104796712.542912,5929783.15976925
