"rowGrp","colGrp","rowLevels","colLevels","avgEVT","avgEVT_se"
"ind","ind","Total","Total",16.8058604369095,0.262639865608613
"ind","event","Total","DVT",1.07979318248258,0.0196944537915317
"ind","event","Total","RX",9.64029341820921,0.180802733581088
"ind","event","Total","OBV",5.14358079082373,0.0877330233965825
"ind","event","Total","OBD",3.33928247857425,0.0497303284290249
"ind","event","Total","OBO",1.76980891174272,0.0553928018701242
"ind","event","Total","OPT",0.544037879111532,0.025458075620603
"ind","event","Total","OPY",0.188972581508242,0.0106732861209776
"ind","event","Total","OPZ",0.347638427865222,0.0202871385599029
"ind","event","Total","ERT",0.192006397863859,0.00460763051011774
"ind","event","Total","IPT",0.100726439379582,0.00301348500420322
"ind","event","Total","HHT",0.105422329039032,0.0065920347647951
"ind","sop","Total","EXP",16.2804492683288,0.258262991826375
"ind","sop","Total","SLF",12.4718980047965,0.199741381090208
"ind","sop","Total","MCR",1.78415939147532,0.0786272235722967
"ind","sop","Total","MCD",1.92391110104581,0.0780080949864822
"ind","sop","Total","PTR",7.49121538928898,0.146852571119339
"ind","sop","Total","OTZ",1.07279808805096,0.0402034660014048
"ind","agegrps","Total","Under 5",7.19380716275613,0.238070643480965
"ind","agegrps","Total","5-17",7.18215536681543,0.204355174004463
"ind","agegrps","Total","18-44",10.5542237867065,0.222839958858775
"ind","agegrps","Total","45-64",24.4355155418808,0.512232355947534
"ind","agegrps","Total","65+",40.3696952168352,0.779653120614276
"ind","region","Total","Northeast",18.0525228412422,0.510985446453209
"ind","region","Total","Midwest",17.8334696002997,0.514744471306041
"ind","region","Total","South",17.1002246780817,0.497365467381979
"ind","region","Total","West",14.3296905319858,0.45578765393677
"ind","married","Total","Married",20.2812639151723,0.414971158965736
"ind","married","Total","Widowed",39.8883263064749,1.04862529422217
"ind","married","Total","Divorced",24.4441181234999,0.843221555488772
"ind","married","Total","Separated",23.7041850754254,2.32440013142894
"ind","married","Total","Never married",10.894071206746,0.31491714853665
"ind","married","Total","Inapplicable (age < 16)",7.07843748570778,0.17808794009048
"ind","race","Total","Hispanic",8.79460843265581,0.350044992081062
"ind","race","Total","White",19.4742203092042,0.285465433767016
"ind","race","Total","Black",13.9155081275472,0.636985217246796
"ind","race","Total","Amer. Indian, AK Native, or mult. races",17.5395734199493,1.28325169834972
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",8.94005419060554,0.506538477894028
"ind","sex","Total","Male",13.5747281329447,0.289440455044452
"ind","sex","Total","Female",19.9046620395677,0.324229688317178
"ind","education","Total","Less than high school",21.0524655474167,0.604313029423087
"ind","education","Total","High school",20.4024004631503,0.496824031067752
"ind","education","Total","Some college",19.3667992248051,0.350798510349722
"ind","education","Total","Inapplicable (age < 18)",7.18522159455763,0.169624717603473
"ind","education","Total","Missing",18.0629897114269,3.01536358125116
"ind","employed","Total","Employed",13.709641830208,0.228084444279952
"ind","employed","Total","Not employed",29.6065151481416,0.607464313358725
"ind","employed","Total","Inapplicable (age < 16)",7.07843748570778,0.17808794009048
"ind","insurance","Total","Any private, all ages",16.8731792657831,0.27808977573657
"ind","insurance","Total","Public only, all ages",23.8785669080371,0.696172591454426
"ind","insurance","Total","Uninsured, all ages",6.04597199764178,0.294535546591249
"ind","poverty","Total","Negative or poor",17.2014969049649,0.607141769965511
"ind","poverty","Total","Near-poor",18.0240232993702,1.01535341047433
"ind","poverty","Total","Low income",16.8867054092487,0.602091754840211
"ind","poverty","Total","Middle income",15.8096670105716,0.411937748159407
"ind","poverty","Total","High income",17.3189470689922,0.34089755454653
"ind","health","Total","Excellent",8.17573036232569,0.178802227613157
"ind","health","Total","Very good",13.3372941626886,0.263331267916633
"ind","health","Total","Good",19.9016529172093,0.474962205057031
"ind","health","Total","Fair",39.5568815852306,1.19474171308996
"ind","health","Total","Poor",60.6896745821492,2.17654709248097
"ind","mnhlth","Total","Excellent",11.7716258902689,0.239808693337758
"ind","mnhlth","Total","Very good",15.3100803570571,0.319860828158782
"ind","mnhlth","Total","Good",21.5446521368144,0.574290264361293
"ind","mnhlth","Total","Fair",38.1380246382936,1.61867526219266
"ind","mnhlth","Total","Poor",44.6654351645999,2.77309751221705
"ind","agegrps_v2X","Total","Under 18",7.18522159455763,0.169624717603473
"ind","agegrps_v2X","Total","18-64",15.9075635126669,0.271466892012528
"ind","agegrps_v2X","Total","65+",40.3696952168352,0.779653120614276
"ind","insurance_v2X","Total","<65, Any private",14.0460334255589,0.227534022041318
"ind","insurance_v2X","Total","<65, Public only",17.1709204817618,0.685795328221848
"ind","insurance_v2X","Total","<65, Uninsured",6.01561902208022,0.292282306580357
"ind","insurance_v2X","Total","65+, Medicare only",37.4707787308663,1.20779223391883
"ind","insurance_v2X","Total","65+, Medicare and private",40.4543505384944,0.930446725253421
"ind","insurance_v2X","Total","65+, Medicare and other public",50.1829141402205,2.45286948163884
"ind","insurance_v2X","Total","65+, No medicare",14.7458424002705,2.71980669265823
"event","sop","DVT","EXP",0.89782173780887,0.0156130503048357
"event","sop","DVT","SLF",0.569713196632861,0.0124302524207051
"event","sop","DVT","MCR",0.00422466517728329,0.000645418488237327
"event","sop","DVT","MCD",0.0695582314868037,0.00474248033116532
"event","sop","DVT","PTR",0.496984695283963,0.0127384674184178
"event","sop","DVT","OTZ",0.0416128552476592,0.00233410122506911
"event","sop","RX","EXP",9.64029341820921,0.180802733581088
"event","sop","RX","SLF",8.84119863987391,0.164443649159113
"event","sop","RX","MCR",0.373016995182889,0.035889964974739
