"rowGrp","colGrp","rowLevels","colLevels","meanEVT","meanEVT_se"
"ind","ind","Total","Total",215.564546585414,4.51357291962938
"ind","event","Total","DVT",269.327036175102,4.89345794621064
"ind","event","Total","ERT",706.590438025154,22.1235505471973
"ind","event","Total","HHT",1158.80261783988,156.851555098403
"ind","event","Total","IPT",11656.3404625071,425.313480020161
"ind","event","Total","OBV",176.055888198013,5.07506093715693
"ind","event","Total","OPT",757.828511246258,37.5081992641339
"ind","event","Total","RX",75.7584535964427,1.20387325383044
"ind","sop","Total","XP",215.564546585414,4.51357291962938
"ind","sop","Total","SF",33.0324781305353,0.598061013950503
"ind","sop","Total","PR",92.3139753661842,3.7082677367039
"ind","sop","Total","MR",54.3879827868857,1.94136468932418
"ind","sop","Total","MD",18.7496736656282,1.7176128752105
"ind","sop","Total","OZ",17.0804366361805,1.02996535229735
"ind","agegrps","Total","Under 5",284.847752025611,47.8231521201812
"ind","agegrps","Total","5-17",178.671439835093,7.00985054062485
"ind","agegrps","Total","18-44",218.458789730655,6.37242224961996
"ind","agegrps","Total","45-64",220.45839792852,9.36489283349549
"ind","agegrps","Total","65+",211.046709293414,5.71241418478748
"ind","region","Total","Northeast",203.861831518553,7.87411265736141
"ind","region","Total","Midwest",222.780913437888,11.1251289916766
"ind","region","Total","South",209.582404406539,6.81646231661436
"ind","region","Total","West",229.476477623884,11.6220256197803
"ind","married","Total","Married",224.967832778782,7.02924038703804
"ind","married","Total","Widowed",205.626748720045,8.11498271788773
"ind","married","Total","Divorced",193.739159628127,9.42237373510133
"ind","married","Total","Separated",213.23103136493,16.9182596161121
"ind","married","Total","Never married",215.17055600632,10.2967800069824
"ind","married","Total","Inapplicable (age < 16)",208.83517809696,17.421916371591
"ind","race","Total","Hispanic",208.812234378053,9.55408972562797
"ind","race","Total","White",210.049186088145,5.11833656925142
"ind","race","Total","Black",240.875867311305,12.2872841343431
"ind","race","Total","Amer. Indian, AK Native, or mult. races",215.568244824875,19.2718135127273
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",299.217217638857,61.0404379936064
