"rowGrp","colGrp","rowLevels","colLevels","medEXP","medEXP_se"
"ind","ind","Total","Total",1206,28.3168468593183
"ind","event","Total","TOT",1206,28.3168468593183
"ind","event","Total","DVT",225,4.08170765539723
"ind","event","Total","RX",345,11.734909509267
"ind","event","Total","OBV",385,7.39809512540748
"ind","event","Total","OBD",312,5.10213456924654
"ind","event","Total","OBO",229,6.37766821155818
"ind","event","Total","OPT",682,34.6945150708765
"ind","event","Total","OPY",1257,70.4094570556023
"ind","event","Total","OPZ",323,17.0921508069759
"ind","event","Total","ERT",498,15.5615104362019
"ind","event","Total","IPT",8612,255.872048647714
"ind","event","Total","HHT",2406,240.310538211512
"ind","event","Total","OMA",210,6.37766821155818
"ind","sop","Total","EXP",1206,28.3168468593183
"ind","sop","Total","SLF",320,6.6327749400205
"ind","sop","Total","PTR",732,16.3268306215889
"ind","sop","Total","MCR",1962,74.7462714394618
"ind","sop","Total","MCD",360,14.5410835223526
"ind","sop","Total","OTZ",336,14.030870065428
"ind","agegrps","Total","Under 5",413,18.6227911777499
"ind","agegrps","Total","5-17",486,16.5819373500513
"ind","agegrps","Total","18-44",814,24.4902459323834
"ind","agegrps","Total","45-64",2106,60.7154013740338
"ind","agegrps","Total","65+",4447,157.91106491818
"ind","region","Total","Northeast",1262,78.827979094859
"ind","region","Total","Midwest",1340,57.3990139040236
"ind","region","Total","South",1189,42.6028236532086
"ind","region","Total","West",1051,52.296879334777
"ind","married","Total","Married",1820,49.2355985932291
"ind","married","Total","Widowed",4459,307.148501068642
"ind","married","Total","Divorced",1925,77.5524454525474
"ind","married","Total","Separated",1853,232.40222962918
"ind","married","Total","Never married",746,29.3372737731676
"ind","married","Total","Inapplicable (age < 16)",457,14.030870065428
"ind","married","Total","Missing",422,0
"ind","race","Total","Hispanic",593,28.5719535877806
"ind","race","Total","White",1478,33.9291948854895
"ind","race","Total","Black",810,38.5211159978114
"ind","race","Total","Amer. Indian, AK Native, or mult. races",988,162.502986030502
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",814,63.5215753871194
"ind","sex","Total","Male",953,26.7862064885443
"ind","sex","Total","Female",1452,37.5006890839621
"ind","education","Total","Less than high school",1752,69.3890301417529
"ind","education","Total","High school",1697,69.1339234132906
"ind","education","Total","Some college",1661,49.2355985932291
"ind","education","Total","Inapplicable (age < 18)",464,13.5206566085033
"ind","education","Total","Missing",1678,635.725967328119
"ind","employed","Total","Employed",1210,33.6740881570272
"ind","employed","Total","Not employed",2900,82.6545800217939
"ind","employed","Total","Inapplicable (age < 16)",457,14.030870065428
"ind","employed","Total","Missing",325,0
"ind","insurance","Total","Any private, all ages",1304,30.8679141439416
"ind","insurance","Total","Public only, all ages",1406,80.8688329225577
"ind","insurance","Total","Uninsured, all ages",486,32.1434477862532
"ind","poverty","Total","Negative or poor",868,51.2764524209277
