"rowGrp","colGrp","rowLevels","colLevels","pctEXP","pctEXP_se"
"ind","ind","Total","Total",0.84855278333763,0.00335508483955679
"ind","event","Total","TOT",0.84855278333763,0.00335508483955679
"ind","event","Total","DVT",0.423561876852968,0.00531225307442889
"ind","event","Total","RX",0.617087290181459,0.00448285095094477
"ind","event","Total","OBV",0.70995596595734,0.00415321042997789
"ind","event","Total","OBD",0.657656725857986,0.00427508673328422
"ind","event","Total","OBO",0.315685088530345,0.00495823516582663
"ind","event","Total","OPT",0.148990717124663,0.0033758515554963
"ind","event","Total","OPY",0.0795760086283975,0.00226707158760987
"ind","event","Total","OPZ",0.0926731927666284,0.00274099356506448
"ind","event","Total","ERT",0.121819785975159,0.00256591614497852
"ind","event","Total","IPT",0.074364728568548,0.00184497975434364
"ind","event","Total","HHT",0.0208936347122767,0.00102603687086436
"ind","event","Total","OMA",0.18352828461343,0.00369413519567868
"ind","sop","Total","EXP",0.84855278333763,0.00335508483955679
"ind","sop","Total","SLF",0.765641362984631,0.00425236139484429
"ind","sop","Total","PTR",0.565380675380305,0.00626261329131557
"ind","sop","Total","MCR",0.146428866833028,0.00337930019017916
"ind","sop","Total","MCD",0.13538022467996,0.00350295549086451
"ind","sop","Total","OTZ",0.155341784371669,0.00340757443894229
"ind","agegrps","Total","Under 5",0.89032889670373,0.00822149591585272
"ind","agegrps","Total","5-17",0.842521555391386,0.00663618799607095
"ind","agegrps","Total","18-44",0.773072191838906,0.00565089628058283
"ind","agegrps","Total","45-64",0.891800337077505,0.00424487719225841
"ind","agegrps","Total","65+",0.964946803783644,0.00364373093641291
"ind","region","Total","Northeast",0.882379901832918,0.00545156853456926
"ind","region","Total","Midwest",0.88604650019396,0.00607065572475189
"ind","region","Total","South",0.828141421640065,0.0062910952292554
"ind","region","Total","West",0.819008320557945,0.00717313363784805
"ind","married","Total","Married",0.874837265005655,0.00393203605192019
"ind","married","Total","Widowed",0.948040239930236,0.0067552629225795
"ind","married","Total","Divorced",0.872653970278888,0.00835163140238857
"ind","married","Total","Separated",0.835403607186874,0.0208100894298948
"ind","married","Total","Never married",0.758464450594969,0.00749665742864191
"ind","married","Total","Inapplicable (age < 16)",0.859059527052242,0.00596055932177655
"ind","married","Total","Missing",1,0
"ind","race","Total","Hispanic",0.715036722712164,0.0100105520459107
"ind","race","Total","White",0.894240221740061,0.00327521818070068
"ind","race","Total","Black",0.790257084111459,0.00758531746590838
"ind","race","Total","Amer. Indian, AK Native, or mult. races",0.834723926566397,0.019197133148459
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",0.805498991878654,0.0145219583519776
"ind","sex","Total","Male",0.806001206203573,0.00460852569252489
"ind","sex","Total","Female",0.889428794586936,0.00339078516001149
"ind","education","Total","Less than high school",0.758991885424823,0.00940239359753882
"ind","education","Total","High school",0.820254857772453,0.0056293338150102
"ind","education","Total","Some college",0.895734043607878,0.00391774441211264
"ind","education","Total","Inapplicable (age < 18)",0.855575621019938,0.00575795939735318
"ind","education","Total","Missing",0.735550312437328,0.0376322313282361
"ind","employed","Total","Employed",0.83062284034291,0.00434983668481379
"ind","employed","Total","Not employed",0.873947376628119,0.00483880024814306
"ind","employed","Total","Inapplicable (age < 16)",0.859059527052242,0.00596055932177655
"ind","employed","Total","Missing",0.102727424813377,0.0866052097866989
"ind","insurance","Total","Any private, all ages",0.896931400011873,0.00292348006176326
"ind","insurance","Total","Public only, all ages",0.870723428172334,0.00606964777877155
"ind","insurance","Total","Uninsured, all ages",0.572566282880426,0.0122688239136482
"ind","poverty","Total","Negative or poor",0.785651892524101,0.00876492751168775
"ind","poverty","Total","Near-poor",0.785930207775386,0.0141281169386874
"ind","poverty","Total","Low income",0.780561063249513,0.00858611907014545
"ind","poverty","Total","Middle income",0.835558112784123,0.00572291286614329
"ind","poverty","Total","High income",0.910513531651946,0.00411513243883712
"ind","health","Total","Excellent",0.811247086749206,0.00596457193502391
