"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"TC1name","ind","Alternative Medicines","Total",10,0
"TC1name","ind","Anti-Infectives","Total",6537,0
"TC1name","ind","Antihyperlipidemic Agents","Total",605,0
"TC1name","ind","Antineoplastics","Total",456,0
"TC1name","ind","Biologicals","Total",10,0
"TC1name","ind","Cardiovascular Agents","Total",3164,0
"TC1name","ind","Central Nervous System Agents","Total",4986,0
"TC1name","ind","Coagulation Modifiers","Total",337,0
"TC1name","ind","Gastrointestinal Agents","Total",1540,0
"TC1name","ind","Hormones/Hormone Modifiers","Total",3599,0
"TC1name","ind","Immunologic Agents","Total",34,0
"TC1name","ind","Miscellaneous Agents","Total",413,0
"TC1name","ind","Not Ascertained","Total",597,0
"TC1name","ind","Nutritional Products","Total",1326,0
"TC1name","ind","Psychotherapeutic Agents","Total",1699,0
"TC1name","ind","Respiratory Agents","Total",3969,0
"TC1name","ind","Topical Agents","Total",4324,0
"RXDRGNAM","ind","ACARBOSE","Total",11,0
"RXDRGNAM","ind","ACEBUTOLOL","Total",10,0
"RXDRGNAM","ind","ACETAMINOPHEN","Total",379,0
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",9,0
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",708,0
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",608,0
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",218,0
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",8,0
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",2,0
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",398,0
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",14,0
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",3,0
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",10,0
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",10,0
"RXDRGNAM","ind","ACETIC ACID TOPICAL","Total",3,0
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",12,0
