"rowGrp","colGrp","rowLevels","n","n_se"
"ind","usc","Total",32901,0
"ind","difficulty","Total",33557,0
"ind","rsn_MD","Total",1328,0
"ind","rsn_DN","Total",1833,0
"ind","rsn_PM","Total",1062,0
"ind","adult_nosmok","Total",1882,0
"ind","child_dental","Total",8408,0
"ind","diab_a1c","Total",2177,0
"ind","diab_chol","Total",2177,0
"ind","diab_eye","Total",2177,0
"ind","diab_foot","Total",2177,0
"ind","diab_flu","Total",2177,0
"ind","adult_routine","Total",12035,0
"ind","adult_illness","Total",5318,0
"ind","adult_listen","Total",13158,0
"ind","adult_explain","Total",13158,0
"ind","adult_respect","Total",13158,0
"ind","adult_time","Total",13158,0
"ind","adult_rating","Total",13158,0
"ind","child_routine","Total",5814,0
"ind","child_illness","Total",1787,0
"ind","child_listen","Total",6925,0
"ind","child_explain","Total",6925,0
"ind","child_respect","Total",6925,0
"ind","child_time","Total",6925,0
"ind","child_rating","Total",6925,0
"agegrps","usc","Under 5",2090,0
"agegrps","usc","5-17",6842,0
"agegrps","usc","18-44",11716,0
"agegrps","usc","45-64",8066,0
"agegrps","usc","65+",4187,0
"agegrps","difficulty","Under 5",2123,0
"agegrps","difficulty","5-17",6953,0
"agegrps","difficulty","18-44",11992,0
"agegrps","difficulty","45-64",8226,0
"agegrps","difficulty","65+",4263,0
"agegrps","rsn_MD","Under 5",29,0
"agegrps","rsn_MD","5-17",86,0
"agegrps","rsn_MD","18-44",449,0
"agegrps","rsn_MD","45-64",550,0
"agegrps","rsn_MD","65+",214,0
"agegrps","rsn_DN","Under 5",20,0
"agegrps","rsn_DN","5-17",149,0
"agegrps","rsn_DN","18-44",676,0
"agegrps","rsn_DN","45-64",709,0
"agegrps","rsn_DN","65+",279,0
"agegrps","rsn_PM","Under 5",11,0
"agegrps","rsn_PM","5-17",50,0
"agegrps","rsn_PM","18-44",301,0
"agegrps","rsn_PM","45-64",454,0
"agegrps","rsn_PM","65+",246,0
"agegrps","adult_nosmok","18-44",802,0
"agegrps","adult_nosmok","45-64",814,0
"agegrps","adult_nosmok","65+",266,0
"agegrps","child_dental","Under 5",1450,0
"agegrps","child_dental","5-17",6958,0
"agegrps","diab_a1c","18-44",271,0
"agegrps","diab_a1c","45-64",1016,0
"agegrps","diab_a1c","65+",890,0
"agegrps","diab_chol","18-44",271,0
"agegrps","diab_chol","45-64",1016,0
"agegrps","diab_chol","65+",890,0
"agegrps","diab_eye","18-44",271,0
"agegrps","diab_eye","45-64",1016,0
"agegrps","diab_eye","65+",890,0
"agegrps","diab_foot","18-44",271,0
"agegrps","diab_foot","45-64",1016,0
"agegrps","diab_foot","65+",890,0
"agegrps","diab_flu","18-44",271,0
"agegrps","diab_flu","45-64",1016,0
"agegrps","diab_flu","65+",890,0
"agegrps","adult_routine","18-44",4561,0
"agegrps","adult_routine","45-64",4539,0
"agegrps","adult_routine","65+",2935,0
"agegrps","adult_illness","18-44",2161,0
"agegrps","adult_illness","45-64",1903,0
"agegrps","adult_illness","65+",1254,0
"agegrps","adult_listen","18-44",5216,0
"agegrps","adult_listen","45-64",4846,0
"agegrps","adult_listen","65+",3096,0
"agegrps","adult_explain","18-44",5216,0
"agegrps","adult_explain","45-64",4846,0
"agegrps","adult_explain","65+",3096,0
"agegrps","adult_respect","18-44",5216,0
"agegrps","adult_respect","45-64",4846,0
"agegrps","adult_respect","65+",3096,0
"agegrps","adult_time","18-44",5216,0
"agegrps","adult_time","45-64",4846,0
"agegrps","adult_time","65+",3096,0
"agegrps","adult_rating","18-44",5216,0
"agegrps","adult_rating","45-64",4846,0
"agegrps","adult_rating","65+",3096,0
"agegrps","child_routine","Under 5",1547,0
"agegrps","child_routine","5-17",4267,0
"agegrps","child_illness","Under 5",503,0
"agegrps","child_illness","5-17",1284,0
"agegrps","child_listen","Under 5",1842,0
"agegrps","child_listen","5-17",5083,0
"agegrps","child_explain","Under 5",1842,0
"agegrps","child_explain","5-17",5083,0
"agegrps","child_respect","Under 5",1842,0
"agegrps","child_respect","5-17",5083,0
"agegrps","child_time","Under 5",1842,0
"agegrps","child_time","5-17",5083,0
"agegrps","child_rating","Under 5",1842,0
"agegrps","child_rating","5-17",5083,0
"region","usc","Northeast",4955,0
"region","usc","Midwest",6072,0
"region","usc","South",12636,0
"region","usc","West",9238,0
"region","difficulty","Northeast",5053,0
"region","difficulty","Midwest",6185,0
"region","difficulty","South",12850,0
"region","difficulty","West",9469,0
"region","rsn_MD","Northeast",208,0
"region","rsn_MD","Midwest",270,0
"region","rsn_MD","South",462,0
"region","rsn_MD","West",388,0
"region","rsn_DN","Northeast",266,0
"region","rsn_DN","Midwest",332,0
"region","rsn_DN","South",699,0
"region","rsn_DN","West",536,0
"region","rsn_PM","Northeast",143,0
"region","rsn_PM","Midwest",237,0
"region","rsn_PM","South",438,0
"region","rsn_PM","West",244,0
"region","adult_nosmok","Northeast",351,0
"region","adult_nosmok","Midwest",456,0
"region","adult_nosmok","South",772,0
"region","adult_nosmok","West",303,0
"region","child_dental","Northeast",1130,0
"region","child_dental","Midwest",1506,0
"region","child_dental","South",3311,0
"region","child_dental","West",2461,0
"region","diab_a1c","Northeast",336,0
"region","diab_a1c","Midwest",387,0
"region","diab_a1c","South",969,0
"region","diab_a1c","West",485,0
"region","diab_chol","Northeast",336,0
"region","diab_chol","Midwest",387,0
"region","diab_chol","South",969,0
"region","diab_chol","West",485,0
"region","diab_eye","Northeast",336,0
"region","diab_eye","Midwest",387,0
"region","diab_eye","South",969,0
"region","diab_eye","West",485,0
"region","diab_foot","Northeast",336,0
"region","diab_foot","Midwest",387,0
"region","diab_foot","South",969,0
"region","diab_foot","West",485,0
"region","diab_flu","Northeast",336,0
"region","diab_flu","Midwest",387,0
"region","diab_flu","South",969,0
"region","diab_flu","West",485,0
"region","adult_routine","Northeast",2005,0
"region","adult_routine","Midwest",2503,0
