"rowGrp","colGrp","rowLevels","n","n_se"
"ind","usc","Total",32245,0
"ind","difficulty","Total",32839,0
"ind","rsn_MD","Total",1229,0
"ind","rsn_DN","Total",1810,0
"ind","rsn_PM","Total",994,0
"ind","adult_nosmok","Total",1854,0
"ind","child_dental","Total",8436,0
"ind","diab_a1c","Total",2138,0
"ind","diab_chol","Total",2138,0
"ind","diab_eye","Total",2138,0
"ind","diab_foot","Total",2138,0
"ind","diab_flu","Total",2138,0
"ind","adult_routine","Total",11392,0
"ind","adult_illness","Total",5051,0
"ind","adult_listen","Total",12354,0
"ind","adult_explain","Total",12354,0
"ind","adult_respect","Total",12354,0
"ind","adult_time","Total",12354,0
"ind","adult_rating","Total",12354,0
"ind","child_routine","Total",5623,0
"ind","child_illness","Total",1667,0
"ind","child_listen","Total",6753,0
"ind","child_explain","Total",6753,0
"ind","child_respect","Total",6753,0
"ind","child_time","Total",6753,0
"ind","child_rating","Total",6753,0
"agegrps","usc","Under 5",2170,0
"agegrps","usc","5-17",6825,0
"agegrps","usc","18-44",11691,0
"agegrps","usc","45-64",7719,0
"agegrps","usc","65+",3840,0
"agegrps","difficulty","Under 5",2204,0
"agegrps","difficulty","5-17",6932,0
"agegrps","difficulty","18-44",11939,0
"agegrps","difficulty","45-64",7864,0
"agegrps","difficulty","65+",3900,0
"agegrps","rsn_MD","Under 5",17,0
"agegrps","rsn_MD","5-17",101,0
"agegrps","rsn_MD","18-44",442,0
"agegrps","rsn_MD","45-64",505,0
"agegrps","rsn_MD","65+",164,0
"agegrps","rsn_DN","Under 5",27,0
"agegrps","rsn_DN","5-17",173,0
"agegrps","rsn_DN","18-44",714,0
"agegrps","rsn_DN","45-64",663,0
"agegrps","rsn_DN","65+",233,0
"agegrps","rsn_PM","Under 5",10,0
"agegrps","rsn_PM","5-17",40,0
"agegrps","rsn_PM","18-44",307,0
"agegrps","rsn_PM","45-64",433,0
"agegrps","rsn_PM","65+",204,0
"agegrps","adult_nosmok","18-44",785,0
"agegrps","adult_nosmok","45-64",814,0
"agegrps","adult_nosmok","65+",255,0
"agegrps","child_dental","Under 5",1497,0
"agegrps","child_dental","5-17",6939,0
"agegrps","diab_a1c","18-44",287,0
"agegrps","diab_a1c","45-64",971,0
"agegrps","diab_a1c","65+",880,0
"agegrps","diab_chol","18-44",287,0
"agegrps","diab_chol","45-64",971,0
"agegrps","diab_chol","65+",880,0
"agegrps","diab_eye","18-44",287,0
"agegrps","diab_eye","45-64",971,0
"agegrps","diab_eye","65+",880,0
"agegrps","diab_foot","18-44",287,0
"agegrps","diab_foot","45-64",971,0
"agegrps","diab_foot","65+",880,0
"agegrps","diab_flu","18-44",287,0
"agegrps","diab_flu","45-64",971,0
"agegrps","diab_flu","65+",880,0
"agegrps","adult_routine","18-44",4512,0
"agegrps","adult_routine","45-64",4231,0
"agegrps","adult_routine","65+",2649,0
"agegrps","adult_illness","18-44",2144,0
"agegrps","adult_illness","45-64",1800,0
"agegrps","adult_illness","65+",1107,0
"agegrps","adult_listen","18-44",5042,0
"agegrps","adult_listen","45-64",4539,0
"agegrps","adult_listen","65+",2773,0
"agegrps","adult_explain","18-44",5042,0
"agegrps","adult_explain","45-64",4539,0
"agegrps","adult_explain","65+",2773,0
"agegrps","adult_respect","18-44",5042,0
"agegrps","adult_respect","45-64",4539,0
"agegrps","adult_respect","65+",2773,0
"agegrps","adult_time","18-44",5042,0
"agegrps","adult_time","45-64",4539,0
"agegrps","adult_time","65+",2773,0
"agegrps","adult_rating","18-44",5042,0
"agegrps","adult_rating","45-64",4539,0
"agegrps","adult_rating","65+",2773,0
"agegrps","child_routine","Under 5",1534,0
"agegrps","child_routine","5-17",4089,0
"agegrps","child_illness","Under 5",495,0
"agegrps","child_illness","5-17",1172,0
"agegrps","child_listen","Under 5",1860,0
"agegrps","child_listen","5-17",4893,0
"agegrps","child_explain","Under 5",1860,0
"agegrps","child_explain","5-17",4893,0
"agegrps","child_respect","Under 5",1860,0
"agegrps","child_respect","5-17",4893,0
"agegrps","child_time","Under 5",1860,0
"agegrps","child_time","5-17",4893,0
"agegrps","child_rating","Under 5",1860,0
"agegrps","child_rating","5-17",4893,0
"region","usc","Northeast",4949,0
"region","usc","Midwest",5775,0
"region","usc","South",12207,0
"region","usc","West",9314,0
"region","difficulty","Northeast",5074,0
"region","difficulty","Midwest",5875,0
"region","difficulty","South",12395,0
"region","difficulty","West",9495,0
"region","rsn_MD","Northeast",176,0
"region","rsn_MD","Midwest",237,0
