"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"TC1name","ind","Anti-Infectives","Total",5477195760.24886,301498120.119157
"TC1name","ind","Antihyperlipidemic Agents","Total",4814094598.46448,277568554.945408
"TC1name","ind","Antineoplastics","Total",1231245148.10947,140566158.60964
"TC1name","ind","Biologicals","Total",385132797.575791,148391118.159953
"TC1name","ind","Cardiovascular Agents","Total",14532492589.3398,527100784.503115
"TC1name","ind","Central Nervous System Agents","Total",8092356324.7096,325305171.215293
"TC1name","ind","Coagulation Modifiers","Total",1160064738.86542,101880109.994761
"TC1name","ind","Gastrointestinal Agents","Total",5548697313.26101,253804186.386212
"TC1name","ind","Hormones/Hormone Modifiers","Total",9570302302.60121,388248935.755618
"TC1name","ind","Immunologic Agents","Total",927245440.927796,302833717.455832
"TC1name","ind","Miscellaneous Agents","Total",678345848.753501,74436013.1993907
"TC1name","ind","Not Ascertained","Total",1972102007.12531,158422421.124563
"TC1name","ind","Nutritional Products","Total",972393382.425822,50810553.7080341
"TC1name","ind","Psychotherapeutic Agents","Total",7913412714.2041,423525715.67424
"TC1name","ind","Respiratory Agents","Total",5158049111.98927,259933425.301254
"TC1name","ind","Topical Agents","Total",3822163748.41344,134177621.142115
"RXDRGNAM","ind","ACARBOSE","Total",80036086.3473656,25834344.174587
"RXDRGNAM","ind","ACEBUTOLOL","Total",19034421.4830804,6862118.1655643
"RXDRGNAM","ind","ACETAMINOPHEN","Total",61635836.3005036,8454273.04920156
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",12796251.3992472,2275145.71762105
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",129083444.710262,14666101.8984974
"RXDRGNAM","ind","ACETAMINOPHEN-DIPHENHYDRAMINE","Total",401736.61694886,233911.991747074
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",226132902.373769,18250700.3113893
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",109238069.862573,16610221.7814378
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",10535219.8416237,4607742.15345943
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",2493168.08114828,2325466.05140042
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",210461844.16544,22248780.7657795
"RXDRGNAM","ind","ACETAMINOPHEN-SALICYLAMIDE","Total",3138921.43293072,2146761.94065921
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",44021089.2523074,10277994.6603228
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",119368.11244428,119368.11244428
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",1980181.16528591,542475.584739319
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",1002221.10680052,626412.951141045
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",5805048.81131141,3157947.87017935
"RXDRGNAM","ind","ACYCLOVIR","Total",111966467.00244,15318443.3612036
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",9190508.03354896,2801895.21321146
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",11837124.7493511,3995023.58667183
"RXDRGNAM","ind","AL HYDROXIDE/ASA/CA CARBONATE/MG HYDROXIDE","Total",2755536.23110596,906120.113961874
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",2854284.29258114,891054.369586263
"RXDRGNAM","ind","ALBUTEROL","Total",1048934889.4397,83781984.0288297
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",9226560.88463972,3074338.74974901
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",2851464.86747469,1178901.73463656
"RXDRGNAM","ind","ALENDRONATE","Total",285654769.930347,43688160.2848758
"RXDRGNAM","ind","ALLOPURINOL","Total",81220380.2843881,10515584.4088459
"RXDRGNAM","ind","ALPRAZOLAM","Total",312423205.291626,32288155.3812886
"RXDRGNAM","ind","ALPROSTADIL","Total",12019288.5780207,4929591.68632443
"RXDRGNAM","ind","ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL","Total",1522445.95036986,950779.75014322
"RXDRGNAM","ind","ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE","Total",2788069.81366422,946105.833072617
"RXDRGNAM","ind","ALUMINUM SULFATE-CALCIUM ACETATE TOPICAL","Total",959294.2198937,555876.657591745
"RXDRGNAM","ind","AMANTADINE","Total",9010193.59010999,3062403.56328193
"RXDRGNAM","ind","AMCINONIDE TOPICAL","Total",2739228.00242691,1232558.41527073
"RXDRGNAM","ind","AMILORIDE","Total",5108028.2065746,1796939.54222413
"RXDRGNAM","ind","AMILORIDE-HYDROCHLOROTHIAZIDE","Total",6112248.04818578,2200331.53178283
"RXDRGNAM","ind","AMINO ACIDS-UREA TOPICAL","Total",4023996.16216061,1066929.51302719
"RXDRGNAM","ind","AMINOPHYLLINE","Total",910280.25505297,643441.575890254
"RXDRGNAM","ind","AMIODARONE","Total",194501622.427242,59328536.2452628
"RXDRGNAM","ind","AMITRIPTYLINE","Total",98987408.5384975,14040164.5404868
"RXDRGNAM","ind","AMITRIPTYLINE-CHLORDIAZEPOXIDE","Total",28198240.4292469,20422050.0524102
"RXDRGNAM","ind","AMITRIPTYLINE-PERPHENAZINE","Total",10627338.5024089,3728672.95657479
"RXDRGNAM","ind","AMLODIPINE","Total",872172962.617098,75974584.481532
"RXDRGNAM","ind","AMLODIPINE-BENAZEPRIL","Total",126034831.154895,37803363.6692425
"RXDRGNAM","ind","AMMONIUM LACTATE TOPICAL","Total",29479383.6928544,6018626.98639718
"RXDRGNAM","ind","AMOXICILLIN","Total",354924467.850891,13617428.6667099
"RXDRGNAM","ind","AMOXICILLIN-CLAVULANATE","Total",390695644.809972,29725311.8273197
"RXDRGNAM","ind","AMPHETAMINE-DEXTROAMPHETAMINE","Total",29024978.9219341,8274029.71187929
"RXDRGNAM","ind","AMPICILLIN","Total",13854040.1646373,1677126.45066818
"RXDRGNAM","ind","AMYLASE/CELLULASE/LIPASE/PROTEASE","Total",3380030.44125908,2009156.91954738
"RXDRGNAM","ind","ANTAZOLINE-NAPHAZOLINE OPHTHALMIC","Total",26542096.0811795,4680040.66123096
"RXDRGNAM","ind","ANTHRALIN TOPICAL","Total",1764758.90809872,889194.94659178
"RXDRGNAM","ind","ANTIHEMOPHILIC FACTOR","Total",2624223.065139,1694139.3448276
"RXDRGNAM","ind","ANTIPYRINE-BENZOCAINE OTIC","Total",5046051.72564351,998859.344792255
"RXDRGNAM","ind","APAP/BUTALBITAL/CAFFEINE","Total",41406281.886728,8081619.73394757
"RXDRGNAM","ind","APAP/BUTALBITAL/CAFFEINE/CODEINE","Total",422784.59782096,309758.823906541
"RXDRGNAM","ind","APAP/CAFFEINE/DIHYDROCODEINE","Total",464884.9252044,464884.9252044
"RXDRGNAM","ind","APAP/CHLORPHENIRAMINE/PHENYLEPHRINE","Total",730203.48914735,435027.280980404
"RXDRGNAM","ind","APAP/CHLORPHENIRAMINE/PSEUDOEPHEDRINE","Total",5239909.97712274,2105571.51445037
"RXDRGNAM","ind","APAP/DICHLORALPHENAZONE/ISOMETHEPTENE","Total",20275752.5180904,2875901.18012692
"RXDRGNAM","ind","APRACLONIDINE OPHTHALMIC","Total",21814253.1098772,10889045.6262274
"RXDRGNAM","ind","ASA/BUTALBITAL/CAFFEINE","Total",15239447.036684,2707868.46786448
"RXDRGNAM","ind","ASA/BUTALBITAL/CAFFEINE/CODEINE","Total",5561634.77227635,2146292.6262039
"RXDRGNAM","ind","ASA/CAFFEINE/ORPHENADRINE","Total",44070740.0880316,12796160.8054502
"RXDRGNAM","ind","ASA/CAFFEINE/PROPOXYPHENE","Total",18600491.4611633,8712591.97701036
"RXDRGNAM","ind","ASA/CARISOPRODOL/CODEINE","Total",19275119.1452118,7980555.06544191
"RXDRGNAM","ind","ASCORBIC ACID","Total",4205385.09501032,1907466.13734329
"RXDRGNAM","ind","ASPIRIN","Total",37640143.2564977,5659713.18228824
"RXDRGNAM","ind","ASPIRIN-CARISOPRODOL","Total",15391273.4369533,3545765.48784118
"RXDRGNAM","ind","ASPIRIN-CODEINE","Total",765198.7439725,461954.179009657
"RXDRGNAM","ind","ASPIRIN-HYDROCODONE","Total",7197024.19182714,7197024.19182714
"RXDRGNAM","ind","ASPIRIN-MEPROBAMATE","Total",1448765.12473108,1056941.7382239
"RXDRGNAM","ind","ASPIRIN-OXYCODONE","Total",7962381.58106418,2317633.09328537
"RXDRGNAM","ind","ASTEMIZOLE","Total",67975909.6573506,17887359.2166226
