"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"TC1name","ind","Anti-Infectives","Total",157276689.455672,4391219.60743245
"TC1name","ind","Antihyperlipidemic Agents","Total",56173070.3656891,2993482.63371709
"TC1name","ind","Antineoplastics","Total",23854348.7153722,1718496.77874877
"TC1name","ind","Biologicals","Total",922665.391406834,347344.702213668
"TC1name","ind","Cardiovascular Agents","Total",399647786.000521,14306741.1915181
"TC1name","ind","Central Nervous System Agents","Total",269903504.009256,8938218.50231498
"TC1name","ind","Coagulation Modifiers","Total",27426876.3194866,2048663.7822822
"TC1name","ind","Gastrointestinal Agents","Total",77556916.781324,3195627.11825459
"TC1name","ind","Hormones/Hormone Modifiers","Total",303503996.86104,8849963.82658956
"TC1name","ind","Immunologic Agents","Total",2349576.4623399,420919.238257789
"TC1name","ind","Miscellaneous Agents","Total",19003482.9129914,1486727.71043537
"TC1name","ind","Not Ascertained","Total",34871006.6761519,1956160.95556112
"TC1name","ind","Nutritional Products","Total",62817311.939749,2599194.72575976
"TC1name","ind","Psychotherapeutic Agents","Total",141862964.828062,6741562.1368316
"TC1name","ind","Respiratory Agents","Total",161352098.045618,6596188.41657322
"TC1name","ind","Topical Agents","Total",135219753.245964,4351471.66875771
"RXDRGNAM","ind","ACARBOSE","Total",1238625.047792,361378.668261827
"RXDRGNAM","ind","ACEBUTOLOL","Total",541245.746213,182102.277269142
"RXDRGNAM","ind","ACETAMINOPHEN","Total",7763256.95908921,788177.450486452
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",1046953.45107065,152408.529704099
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",13254194.255092,1027154.77552453
"RXDRGNAM","ind","ACETAMINOPHEN-DIPHENHYDRAMINE","Total",80573.782069,46923.4454076364
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",16816988.2480421,1006913.39085596
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",6650009.81051165,627460.837275848
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",435251.76089,199058.211112806
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",47288.775838,41405.2074263912
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",13714406.7469345,1257376.64813426
"RXDRGNAM","ind","ACETAMINOPHEN-SALICYLAMIDE","Total",143823.847611,94042.0301404648
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",1490801.650901,294821.654185861
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",7354.782036,7354.782036
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",132766.520426,32283.708541245
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",136675.270609,83880.9648140977
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",263331.071732,147784.379856421
"RXDRGNAM","ind","ACYCLOVIR","Total",1696078.330292,225385.183873313
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",287112.919375,83618.9487401666
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",341072.047124,107843.69545892
"RXDRGNAM","ind","AL HYDROXIDE/ASA/CA CARBONATE/MG HYDROXIDE","Total",481519.072402,155559.810681493
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",344381.139757,114234.629271138
"RXDRGNAM","ind","ALBUTEROL","Total",36271778.4782895,2457595.71249233
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",264517.931929,88188.3814277528
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",156262.890995,49578.7641960905
"RXDRGNAM","ind","ALENDRONATE","Total",3881823.91992968,536980.937400084
"RXDRGNAM","ind","ALLOPURINOL","Total",6300816.38502057,763096.790084673
"RXDRGNAM","ind","ALPRAZOLAM","Total",11052428.0265347,1142697.58145482
"RXDRGNAM","ind","ALPROSTADIL","Total",111232.38849,42159.9079453101
