"rowGrp","colGrp","rowLevels","colLevels","pctPOP","pctPOP_se"
"ind","insurance","Total","Any private, all ages",0.656734873454722,0.00757710464827183
"ind","insurance","Total","Public only, all ages",0.20794545138257,0.00552111821524365
"ind","insurance","Total","Uninsured, all ages",0.135319675162708,0.00443103866071195
"ind","ins_lt65","Total","<65, Any private",0.67901298051681,0.00818418096233563
"ind","ins_lt65","Total","<65, Public only",0.165799121707686,0.00559178419848268
"ind","ins_lt65","Total","<65, Uninsured",0.155187897775504,0.00492020059891876
"ind","ins_lt65","Total","65+, Medicare only",0,0
"ind","ins_lt65","Total","65+, Medicare and private",0,0
"ind","ins_lt65","Total","65+, Medicare and other public",0,0
"ind","ins_lt65","Total","65+, No medicare",0,0
"ind","ins_ge65","Total","<65, Any private",0,0
"ind","ins_ge65","Total","<65, Public only",0,0
"ind","ins_ge65","Total","<65, Uninsured",0,0
"ind","ins_ge65","Total","65+, Medicare only",0.387680804400982,0.0124738098542273
"ind","ins_ge65","Total","65+, Medicare and private",0.502670084202866,0.0136975663620364
"ind","ins_ge65","Total","65+, Medicare and other public",0.0984431169008737,0.00652124673715966
"ind","ins_ge65","Total","65+, No medicare",0.0112059944952785,0.00198708651540269
"agegrps","insurance","Under 5","Any private, all ages",0.564078755410048,0.0175299166425159
"agegrps","insurance","Under 5","Public only, all ages",0.391811927327341,0.0165563370249756
"agegrps","insurance","Under 5","Uninsured, all ages",0.0441093172626109,0.00646007084462483
"agegrps","insurance","5-17","Any private, all ages",0.623363996164714,0.0135920483400289
"agegrps","insurance","5-17","Public only, all ages",0.306699887068638,0.0128157455173948
"agegrps","insurance","5-17","Uninsured, all ages",0.069936116766648,0.00581777051775418
"agegrps","insurance","18-44","Any private, all ages",0.674680288362675,0.00866846979129578
"agegrps","insurance","18-44","Public only, all ages",0.10699588758325,0.00501005086585134
"agegrps","insurance","18-44","Uninsured, all ages",0.218323824054075,0.00717963721824585
