"rowGrp","colGrp","rowLevels","n","n_se"
"ind","insurance","Total",34920,0
"ind","ins_lt65","Total",31036,0
"ind","ins_ge65","Total",3884,0
"agegrps","insurance","Under 5",2791,0
"agegrps","insurance","5-17",7259,0
"agegrps","insurance","18-44",12587,0
"agegrps","insurance","45-64",8399,0
"agegrps","insurance","65+",3884,0
"agegrps","ins_lt65","Under 5",2791,0
"agegrps","ins_lt65","5-17",7259,0
"agegrps","ins_lt65","18-44",12587,0
"agegrps","ins_lt65","45-64",8399,0
"agegrps","ins_ge65","65+",3884,0
"region","insurance","Northeast",5182,0
"region","insurance","Midwest",6916,0
"region","insurance","South",13227,0
"region","insurance","West",9595,0
"region","ins_lt65","Northeast",4559,0
"region","ins_lt65","Midwest",6139,0
"region","ins_lt65","South",11673,0
"region","ins_lt65","West",8665,0
"region","ins_ge65","Northeast",623,0
"region","ins_ge65","Midwest",777,0
"region","ins_ge65","South",1554,0
"region","ins_ge65","West",930,0
"married","insurance","Married",12779,0
"married","insurance","Widowed",1626,0
"married","insurance","Divorced",2724,0
"married","insurance","Separated",724,0
"married","insurance","Never married",8182,0
"married","insurance","Inapplicable (age < 16)",8885,0
"married","ins_lt65","Married",10793,0
"married","ins_lt65","Widowed",388,0
"married","ins_lt65","Divorced",2285,0
"married","ins_lt65","Separated",657,0
"married","ins_lt65","Never married",8028,0
"married","ins_lt65","Inapplicable (age < 16)",8885,0
"married","ins_ge65","Married",1986,0
"married","ins_ge65","Widowed",1238,0
"married","ins_ge65","Divorced",439,0
"married","ins_ge65","Separated",67,0
"married","ins_ge65","Never married",154,0
"race","insurance","Hispanic",10112,0
"race","insurance","White",14572,0
"race","insurance","Black",7004,0
"race","insurance","Amer. Indian, AK Native, or mult. races",847,0
"race","insurance","Asian, Hawaiian, or Pacific Islander",2385,0
"race","ins_lt65","Hispanic",9605,0
"race","ins_lt65","White",12209,0
"race","ins_lt65","Black",6305,0
"race","ins_lt65","Amer. Indian, AK Native, or mult. races",792,0
"race","ins_lt65","Asian, Hawaiian, or Pacific Islander",2125,0
"race","ins_ge65","Hispanic",507,0
"race","ins_ge65","White",2363,0
"race","ins_ge65","Black",699,0
"race","ins_ge65","Amer. Indian, AK Native, or mult. races",55,0
"race","ins_ge65","Asian, Hawaiian, or Pacific Islander",260,0
"sex","insurance","Male",16634,0
"sex","insurance","Female",18286,0
"sex","ins_lt65","Male",15006,0
"sex","ins_lt65","Female",16030,0
"sex","ins_ge65","Male",1628,0
"sex","ins_ge65","Female",2256,0
"racesex","insurance","Female, Amer. Indian, AK Native, or mult. races",417,0
"racesex","insurance","Female, Asian, Hawaiian, or Pacific Islander",1247,0
"racesex","insurance","Female, Black",3934,0
"racesex","insurance","Female, Hispanic",5182,0
"racesex","insurance","Female, White",7506,0
"racesex","insurance","Male, Amer. Indian, AK Native, or mult. races",430,0
"racesex","insurance","Male, Asian, Hawaiian, or Pacific Islander",1138,0
"racesex","insurance","Male, Black",3070,0
"racesex","insurance","Male, Hispanic",4930,0
"racesex","insurance","Male, White",7066,0
"racesex","ins_lt65","Female, Amer. Indian, AK Native, or mult. races",386,0
"racesex","ins_lt65","Female, Asian, Hawaiian, or Pacific Islander",1093,0
"racesex","ins_lt65","Female, Black",3488,0
"racesex","ins_lt65","Female, Hispanic",4889,0
"racesex","ins_lt65","Female, White",6174,0
"racesex","ins_lt65","Male, Amer. Indian, AK Native, or mult. races",406,0
"racesex","ins_lt65","Male, Asian, Hawaiian, or Pacific Islander",1032,0
"racesex","ins_lt65","Male, Black",2817,0
"racesex","ins_lt65","Male, Hispanic",4716,0
"racesex","ins_lt65","Male, White",6035,0
"racesex","ins_ge65","Female, Amer. Indian, AK Native, or mult. races",31,0
"racesex","ins_ge65","Female, Asian, Hawaiian, or Pacific Islander",154,0
"racesex","ins_ge65","Female, Black",446,0
"racesex","ins_ge65","Female, Hispanic",293,0
"racesex","ins_ge65","Female, White",1332,0
