"rowGrp","colGrp","rowLevels","n","n_se"
"ind","usc","Total",32654,0
"ind","difficulty","Total",33292,0
"ind","rsn_MD","Total",1394,0
"ind","rsn_DN","Total",1914,0
"ind","rsn_PM","Total",1011,0
"ind","adult_nosmok","Total",2081,0
"ind","child_dental","Total",8465,0
"ind","diab_a1c","Total",2117,0
"ind","diab_chol","Total",2117,0
"ind","diab_eye","Total",2117,0
"ind","diab_foot","Total",2117,0
"ind","diab_flu","Total",2117,0
"ind","adult_routine","Total",13184,0
"ind","adult_illness","Total",6266,0
"ind","adult_listen","Total",14395,0
"ind","adult_explain","Total",14395,0
"ind","adult_respect","Total",14395,0
"ind","adult_time","Total",14395,0
"ind","adult_rating","Total",14395,0
"ind","child_routine","Total",5595,0
"ind","child_illness","Total",1586,0
"ind","child_listen","Total",6777,0
"ind","child_explain","Total",6777,0
"ind","child_respect","Total",6777,0
"ind","child_time","Total",6777,0
"ind","child_rating","Total",6777,0
"agegrps","usc","Under 5",2376,0
"agegrps","usc","5-17",6760,0
"agegrps","usc","18-44",11790,0
"agegrps","usc","45-64",7860,0
"agegrps","usc","65+",3868,0
"agegrps","difficulty","Under 5",2405,0
"agegrps","difficulty","5-17",6857,0
"agegrps","difficulty","18-44",12050,0
"agegrps","difficulty","45-64",8045,0
"agegrps","difficulty","65+",3935,0
"agegrps","rsn_MD","Under 5",33,0
"agegrps","rsn_MD","5-17",97,0
"agegrps","rsn_MD","18-44",576,0
"agegrps","rsn_MD","45-64",566,0
"agegrps","rsn_MD","65+",122,0
"agegrps","rsn_DN","Under 5",29,0
"agegrps","rsn_DN","5-17",197,0
"agegrps","rsn_DN","18-44",822,0
"agegrps","rsn_DN","45-64",672,0
"agegrps","rsn_DN","65+",194,0
"agegrps","rsn_PM","Under 5",16,0
"agegrps","rsn_PM","5-17",40,0
"agegrps","rsn_PM","18-44",356,0
"agegrps","rsn_PM","45-64",434,0
"agegrps","rsn_PM","65+",165,0
"agegrps","adult_nosmok","18-44",905,0
"agegrps","adult_nosmok","45-64",885,0
"agegrps","adult_nosmok","65+",291,0
"agegrps","child_dental","Under 5",1604,0
"agegrps","child_dental","5-17",6861,0
"agegrps","diab_a1c","18-44",304,0
"agegrps","diab_a1c","45-64",994,0
"agegrps","diab_a1c","65+",819,0
"agegrps","diab_chol","18-44",304,0
"agegrps","diab_chol","45-64",994,0
"agegrps","diab_chol","65+",819,0
"agegrps","diab_eye","18-44",304,0
"agegrps","diab_eye","45-64",994,0
"agegrps","diab_eye","65+",819,0
"agegrps","diab_foot","18-44",304,0
"agegrps","diab_foot","45-64",994,0
"agegrps","diab_foot","65+",819,0
"agegrps","diab_flu","18-44",304,0
"agegrps","diab_flu","45-64",994,0
"agegrps","diab_flu","65+",819,0
"agegrps","adult_routine","18-44",5251,0
"agegrps","adult_routine","45-64",4992,0
"agegrps","adult_routine","65+",2941,0
"agegrps","adult_illness","18-44",2729,0
"agegrps","adult_illness","45-64",2271,0
"agegrps","adult_illness","65+",1266,0
