"rowGrp","colGrp","rowLevels","n","n_se"
"ind","usc","Total",32079,0
"ind","difficulty","Total",32274,0
"ind","rsn_MD","Total",1532,0
"ind","rsn_DN","Total",1996,0
"ind","rsn_PM","Total",1149,0
"ind","adult_nosmok","Total",2176,0
"ind","child_dental","Total",9042,0
"ind","diab_a1c","Total",1529,0
"ind","diab_chol","Total",1529,0
"ind","diab_eye","Total",1529,0
"ind","diab_foot","Total",1529,0
"ind","diab_flu","Total",1529,0
"ind","adult_routine","Total",12609,0
"ind","adult_illness","Total",5950,0
"ind","adult_listen","Total",13708,0
"ind","adult_explain","Total",13708,0
"ind","adult_respect","Total",13708,0
"ind","adult_time","Total",13708,0
"ind","adult_rating","Total",13708,0
"ind","child_routine","Total",6149,0
"ind","child_illness","Total",2126,0
"ind","child_listen","Total",6998,0
"ind","child_explain","Total",6998,0
"ind","child_respect","Total",6998,0
"ind","child_time","Total",6998,0
"ind","child_rating","Total",6998,0
"agegrps","usc","Under 5",2472,0
"agegrps","usc","5-17",7314,0
"agegrps","usc","18-44",11776,0
"agegrps","usc","45-64",6953,0
"agegrps","usc","65+",3564,0
"agegrps","difficulty","Under 5",2482,0
"agegrps","difficulty","5-17",7344,0
"agegrps","difficulty","18-44",11881,0
"agegrps","difficulty","45-64",6984,0
"agegrps","difficulty","65+",3583,0
"agegrps","rsn_MD","Under 5",57,0
"agegrps","rsn_MD","5-17",159,0
"agegrps","rsn_MD","18-44",668,0
"agegrps","rsn_MD","45-64",530,0
"agegrps","rsn_MD","65+",118,0
"agegrps","rsn_DN","Under 5",45,0
"agegrps","rsn_DN","5-17",374,0
"agegrps","rsn_DN","18-44",934,0
"agegrps","rsn_DN","45-64",513,0
"agegrps","rsn_DN","65+",130,0
"agegrps","rsn_PM","Under 5",19,0
"agegrps","rsn_PM","5-17",73,0
"agegrps","rsn_PM","18-44",451,0
"agegrps","rsn_PM","45-64",448,0
"agegrps","rsn_PM","65+",158,0
"agegrps","adult_nosmok","18-44",1004,0
"agegrps","adult_nosmok","45-64",875,0
"agegrps","adult_nosmok","65+",297,0
"agegrps","child_dental","Under 5",1683,0
"agegrps","child_dental","5-17",7359,0
"agegrps","diab_a1c","18-44",209,0
"agegrps","diab_a1c","45-64",682,0
"agegrps","diab_a1c","65+",638,0
"agegrps","diab_chol","18-44",209,0
"agegrps","diab_chol","45-64",682,0
"agegrps","diab_chol","65+",638,0
"agegrps","diab_eye","18-44",209,0
"agegrps","diab_eye","45-64",682,0
"agegrps","diab_eye","65+",638,0
"agegrps","diab_foot","18-44",209,0
"agegrps","diab_foot","45-64",682,0
"agegrps","diab_foot","65+",638,0
"agegrps","diab_flu","18-44",209,0
"agegrps","diab_flu","45-64",682,0
"agegrps","diab_flu","65+",638,0
"agegrps","adult_routine","18-44",5518,0
"agegrps","adult_routine","45-64",4388,0
"agegrps","adult_routine","65+",2703,0
"agegrps","adult_illness","18-44",2811,0
"agegrps","adult_illness","45-64",1977,0
"agegrps","adult_illness","65+",1162,0
"agegrps","adult_listen","18-44",6160,0
"agegrps","adult_listen","45-64",4691,0
"agegrps","adult_listen","65+",2857,0
