"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"ind","ind","Total","Total",31262,0
"ind","event","Total","TOT",25396,0
"ind","event","Total","DVT",11639,0
"ind","event","Total","RX",17969,0
"ind","event","Total","OBT",21334,0
"ind","event","Total","OBD",19863,0
"ind","event","Total","OBO",8427,0
"ind","event","Total","OPT",3970,0
"ind","event","Total","OPD",2271,0
"ind","event","Total","OPO",2273,0
"ind","event","Total","ERT",4165,0
"ind","event","Total","IPD",2113,0
"ind","event","Total","HHT",631,0
"ind","event","Total","OMA",5115,0
"ind","sop","Total","EXP",25202,0
"ind","sop","Total","SLF",21460,0
"ind","sop","Total","PTR",14236,0
"ind","sop","Total","MCR",4146,0
"ind","sop","Total","MCD",6495,0
"ind","sop","Total","OTZ",5433,0
"ind","agegrps","Total","Under 5",2540,0
"ind","agegrps","Total","5-17",6594,0
"ind","agegrps","Total","18-44",11351,0
"ind","agegrps","Total","45-64",7374,0
"ind","agegrps","Total","65+",3403,0
"ind","region","Total","Northeast",4810,0
"ind","region","Total","Midwest",6174,0
"ind","region","Total","South",11809,0
"ind","region","Total","West",8469,0
"ind","married","Total","Married",11749,0
"ind","married","Total","Widowed",1374,0
"ind","married","Total","Divorced",2317,0
"ind","married","Total","Separated",589,0
"ind","married","Total","Never married",7174,0
"ind","married","Total","Inapplicable (age < 16)",8059,0
"ind","race","Total","Hispanic",8863,0
"ind","race","Total","White",13553,0
"ind","race","Total","Black",6056,0
"ind","race","Total","Amer. Indian, AK Native, or mult. races",771,0
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",2019,0
"ind","sex","Total","Male",14946,0
"ind","sex","Total","Female",16316,0
"ind","education","Total","Less than high school",5370,0
"ind","education","Total","High school",6852,0
"ind","education","Total","Some college",9686,0
"ind","education","Total","Inapplicable (age < 18)",9134,0
"ind","education","Total","Missing",220,0
"ind","employed","Total","Employed",13604,0
"ind","employed","Total","Not employed",9575,0
"ind","employed","Total","Inapplicable (age < 16)",8059,0
