"rowGrp","colGrp","rowLevels","colLevels","meanEXP","meanEXP_se"
"ind","ind","Total","Total",4470.00649434634,95.2504985057404
"ind","event","Total","TOT",4470.00649434634,95.2504985057404
"ind","event","Total","DVT",670.502194890938,17.3152612199747
"ind","event","Total","RX",1304.88404807436,29.3784303241179
"ind","event","Total","OBV",1240.93232271659,25.0845401049649
"ind","event","Total","OBD",966.618176274626,20.6196672541775
"ind","event","Total","OBO",756.412422222127,26.1408933511739
"ind","event","Total","OPT",2181.23896720052,145.085267836862
"ind","event","Total","OPY",2771.39944994698,222.903233499502
"ind","event","Total","OPZ",1063.02939276889,84.2426875033486
"ind","event","Total","ERT",1265.065979279,81.2412728338257
"ind","event","Total","IPT",15016.9540075833,627.870192713541
"ind","event","Total","HHT",7311.26869352905,596.111221074
"ind","event","Total","OMA",378.792259028685,14.1270226444618
"ind","sop","Total","EXP",4470.00649434634,95.2504985057404
"ind","sop","Total","SLF",827.138943533785,15.6626234810944
"ind","sop","Total","PTR",2847.40192856999,94.1579039104737
"ind","sop","Total","MCR",5837.39508748716,204.725927850289
"ind","sop","Total","MCD",2631.88807383341,160.309482998911
"ind","sop","Total","OTZ",1641.74081439839,97.8387794951538
"ind","agegrps","Total","Under 5",2197.59869767537,285.137920126963
"ind","agegrps","Total","5-17",1663.22507789827,77.06597335024
"ind","agegrps","Total","18-44",2973.96536386036,95.6741893766021
"ind","agegrps","Total","45-64",5843.28616016975,213.05268794906
"ind","agegrps","Total","65+",9584.50668590455,288.025748066604
"ind","region","Total","Northeast",4857.34684353752,216.904378193763
"ind","region","Total","Midwest",4627.76370315101,223.531010314067
"ind","region","Total","South",4324.69459262913,143.490812993788
"ind","region","Total","West",4227.08286173919,205.549600658098
"ind","married","Total","Married",5307.03668116598,159.445063570017
"ind","married","Total","Widowed",9720.98947600995,478.718905349227
"ind","married","Total","Divorced",6133.19297368538,335.180862628324
"ind","married","Total","Separated",6089.64693446545,838.027343844161
"ind","married","Total","Never married",3220.88275607943,144.784005352131
"ind","married","Total","Inapplicable (age < 16)",1738.04186048554,110.046975252452
"ind","race","Total","Hispanic",3014.25727852908,176.815543713353
"ind","race","Total","White",4916.75988272891,127.767197425269
"ind","race","Total","Black",4078.93094131508,191.305364752538
"ind","race","Total","Amer. Indian, AK Native, or mult. races",4833.28311027239,562.732470556273
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",2609.40900480546,212.265941681132
"ind","sex","Total","Male",4146.78381884406,131.228284390564
"ind","sex","Total","Female",4748.26217978157,124.786437066072
"ind","education","Total","Less than high school",5682.19098582233,250.819697866613
"ind","education","Total","High school",5549.16029477219,243.454079437473
"ind","education","Total","Some college",5099.81904874682,148.105726216267
"ind","education","Total","Inapplicable (age < 18)",1820.95535849672,102.181186592233
"ind","education","Total","Missing",5082.73137985474,1050.01725539102
"ind","employed","Total","Employed",3447.11126681617,103.239998463754
"ind","employed","Total","Not employed",7872.88369407829,216.619105479726
"ind","employed","Total","Inapplicable (age < 16)",1738.04186048554,110.046975252452
"ind","employed","Total","Missing",34031.4714450365,17779.6747618218
"ind","insurance","Total","Any private, all ages",4230.18345015002,110.465059310773
"ind","insurance","Total","Public only, all ages",6339.9270012367,227.479499069442
"ind","insurance","Total","Uninsured, all ages",1869.70856383624,110.469403493405
"ind","poverty","Total","Negative or poor",4737.09540776574,249.133040979335
"ind","poverty","Total","Near-poor",5465.53608590132,480.313482533245
"ind","poverty","Total","Low income",4853.36410626446,243.46626318381
"ind","poverty","Total","Middle income",4101.80237857395,154.786917680186
"ind","poverty","Total","High income",4437.04730257271,159.182892802516
"ind","health","Total","Excellent",2160.90473564494,85.6332654350618
"ind","health","Total","Very good",3273.56114154834,110.746579939341
"ind","health","Total","Good",4922.70625766462,172.423139553622
"ind","health","Total","Fair",9791.9567970706,434.880556377819
"ind","health","Total","Poor",18969.6867549908,1283.058600634
"ind","health","Total","Missing",20438.0994105603,4651.68730655492
"ind","mnhlth","Total","Excellent",3280.21531327073,142.797461258299
"ind","mnhlth","Total","Very good",3865.5243923513,125.476022515325
"ind","mnhlth","Total","Good",5475.45516357539,162.472920980492
"ind","mnhlth","Total","Fair",10118.4250482828,722.786246191426
"ind","mnhlth","Total","Poor",12640.5915881978,874.871963815461
"ind","mnhlth","Total","Missing",20438.0994105603,4651.68730655492
"ind","agegrps_v2X","Total","Under 18",1820.95535849672,102.181186592233
"ind","agegrps_v2X","Total","18-64",4277.77473114288,113.610727212706
"ind","agegrps_v2X","Total","65+",9584.50668590455,288.025748066604
"ind","insurance_v2X","Total","<65, Any private",3591.3080926263,104.820853520071
"ind","insurance_v2X","Total","<65, Public only",4552.19788041319,251.901860983466
"ind","insurance_v2X","Total","<65, Uninsured",1870.12120316935,110.725687128831
"ind","insurance_v2X","Total","65+, Medicare only",8819.18842958153,432.661816143983
"ind","insurance_v2X","Total","65+, Medicare and private",9421.91711891011,392.433365522856
"ind","insurance_v2X","Total","65+, Medicare and other public",13029.8776002085,769.026498057836
"ind","insurance_v2X","Total","65+, No medicare",9505.64903267824,3067.92515981826
"event","sop","TOT","EXP",4470.00649434634,95.2504985057404
"event","sop","TOT","SLF",827.138943533785,15.6626234810944
"event","sop","TOT","PTR",2847.40192856999,94.1579039104737
"event","sop","TOT","MCR",5837.39508748716,204.725927850289
"event","sop","TOT","MCD",2631.88807383341,160.309482998911
"event","sop","TOT","OTZ",1641.74081439839,97.8387794951538
"event","sop","DVT","EXP",670.502194890938,17.3152612199747
"event","sop","DVT","SLF",499.012121937044,16.9729008793919
"event","sop","DVT","PTR",445.52932358787,14.4081002076259
"event","sop","DVT","MCR",545.628223133508,113.645169777763
"event","sop","DVT","MCD",318.383287592284,27.578018428768
"event","sop","DVT","OTZ",423.86404780604,56.8542650142399
"event","sop","RX","EXP",1304.88404807436,29.3784303241179
"event","sop","RX","SLF",364.021978803313,10.29149392359
"event","sop","RX","PTR",935.124314455806,31.8182072348351
"event","sop","RX","MCR",1642.4477505134,55.2777793979247
"event","sop","RX","MCD",886.986972371438,71.9977869554203
"event","sop","RX","OTZ",757.977300108559,67.1846469074463
"event","sop","OBV","EXP",1240.93232271659,25.0845401049649
"event","sop","OBV","SLF",260.326148920845,6.83269454180715
"event","sop","OBV","PTR",894.362363063606,24.1996705418751
"event","sop","OBV","MCR",1364.9426164655,57.3619398633916
"event","sop","OBV","MCD",563.62014646473,32.8267313623274
"event","sop","OBV","OTZ",707.058019549738,38.9574963959357
"event","sop","OBD","EXP",966.618176274626,20.6196672541775
"event","sop","OBD","SLF",180.590869280399,5.5399718527356
"event","sop","OBD","PTR",728.847496699417,21.7604402755644
"event","sop","OBD","MCR",1078.96486878701,43.594172859421
"event","sop","OBD","MCD",391.413004431087,17.5746945326902
"event","sop","OBD","OTZ",570.625227304999,37.5651609253172
"event","sop","OBO","EXP",756.412422222127,26.1408933511739
"event","sop","OBO","SLF",251.695367534012,10.4318874306638
"event","sop","OBO","PTR",511.426210272246,20.1100562103166
"event","sop","OBO","MCR",742.596335613487,74.089694768271
"event","sop","OBO","MCD",706.87818247232,99.3627458584864
"event","sop","OBO","OTZ",616.433977001746,50.0936691145308
"event","sop","OPT","EXP",2181.23896720052,145.085267836862
"event","sop","OPT","SLF",355.043492023632,22.3613341015027
"event","sop","OPT","PTR",2006.19838446686,204.817910804527
"event","sop","OPT","MCR",1236.76699974879,84.7841994364413
"event","sop","OPT","MCD",1282.29398481787,256.951792021911
"event","sop","OPT","OTZ",1197.07609327891,204.319492411179
"event","sop","OPY","EXP",2771.39944994698,222.903233499502
"event","sop","OPY","SLF",442.480357171259,34.7863373177194
"event","sop","OPY","PTR",2622.3129017656,319.071770085108
"event","sop","OPY","MCR",1613.25901809646,123.577247033124
"event","sop","OPY","MCD",1663.50863685731,409.268130385646
"event","sop","OPY","OTZ",1250.26094458206,176.238433176048
"event","sop","OPZ","EXP",1063.02939276889,84.2426875033486
"event","sop","OPZ","SLF",172.520217650741,11.4918809881585
"event","sop","OPZ","PTR",993.435285319698,99.112811462105
"event","sop","OPZ","MCR",607.977451966033,73.5911372104641
"event","sop","OPZ","MCD",493.553911543179,73.656169122571
"event","sop","OPZ","OTZ",744.052291272457,321.573177066126
"event","sop","ERT","EXP",1265.065979279,81.2412728338257
"event","sop","ERT","SLF",277.327997723687,20.9974513649347
"event","sop","ERT","PTR",1098.7706641641,60.7380039130899
"event","sop","ERT","MCR",1300.61741117881,326.088263898111
