"rowGrp","colGrp","rowLevels","colLevels","meanEXP0","meanEXP0_se"
"ind","ind","Total","Total",3772.83690254833,83.0612606715536
"ind","event","Total","TOT",3772.83690254833,83.0612606715536
"ind","event","Total","DVT",276.25312292537,8.09132577768333
"ind","event","Total","RX",812.929714280863,20.3692189458828
"ind","event","Total","OBV",891.336335158298,19.369555900878
"ind","event","Total","OBD",644.881032287705,14.6441640381659
"ind","event","Total","OBO",240.652357247561,9.11350625484421
"ind","event","Total","OPT",321.178913275634,22.5631288751346
"ind","event","Total","OPY",223.798481048798,18.6463157956835
"ind","event","Total","OPZ",94.3393517727624,8.38159948494074
"ind","event","Total","ERT",155.473748939379,10.5095218080899
"ind","event","Total","IPT",1083.91257817977,53.306550533216
"ind","event","Total","HHT",160.559550337035,15.9439030833346
"ind","event","Total","OMA",71.195784191477,3.01197921259665
"ind","sop","Total","EXP",3772.83690254833,83.0612606715536
"ind","sop","Total","SLF",629.271161034206,13.4060000197271
"ind","sop","Total","PTR",1582.57512384454,57.1516360791034
"ind","sop","Total","MCR",895.572163699326,42.5219404137695
"ind","sop","Total","MCD",383.560055517412,27.4931584269217
"ind","sop","Total","OTZ",281.874206821463,17.2935305917918
"ind","agegrps","Total","Under 5",1953.27910111879,254.98740131614
"ind","agegrps","Total","5-17",1379.31910596732,64.3239548668559
"ind","agegrps","Total","18-44",2275.53739731428,74.1284054274504
"ind","agegrps","Total","45-64",5207.71419786473,191.859438456181
"ind","agegrps","Total","65+",9262.02530523682,282.838546704171
"ind","region","Total","Northeast",4245.20022290535,192.627792004539
"ind","region","Total","Midwest",4040.78123936398,200.529599932369
"ind","region","Total","South",3574.69574757962,122.300456760611
"ind","region","Total","West",3471.69360476054,171.801424092757
"ind","married","Total","Married",4669.77003053864,146.723087060773
"ind","married","Total","Widowed",9321.38500296182,460.752228125027
"ind","married","Total","Divorced",5289.91918661504,290.955489432032
"ind","married","Total","Separated",4924.21332739525,682.346008102867
"ind","married","Total","Never married",2387.26189331438,106.058881666736
"ind","married","Total","Inapplicable (age < 16)",1479.92549821852,93.6822842955027
"ind","race","Total","Hispanic",2150.42861734004,127.582206616682
"ind","race","Total","White",4384.19452308188,115.667438094477
"ind","race","Total","Black",3156.37831468598,152.537581595707
"ind","race","Total","Amer. Indian, AK Native, or mult. races",4083.5822488137,482.531296836434
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",2083.44947350443,176.229459590931
"ind","sex","Total","Male",3299.62771823691,105.261091210999
"ind","sex","Total","Female",4228.7936485326,113.736850457502
"ind","education","Total","Less than high school",4350.68637344955,195.065009282662
"ind","education","Total","High school",4508.60892697007,203.084427088165
"ind","education","Total","Some college",4549.64310100022,136.387550063041
"ind","education","Total","Inapplicable (age < 18)",1540.57654441433,86.8234531158858
"ind","education","Total","Missing",3494.82543213412,757.344740916441
"ind","employed","Total","Employed",2844.26024637116,88.9426619223978
"ind","employed","Total","Not employed",6852.07457475469,198.753147843988
"ind","employed","Total","Inapplicable (age < 16)",1479.92549821852,93.6822842955027
"ind","employed","Total","Missing",10508.859362666,7631.25041226419
"ind","insurance","Total","Any private, all ages",3766.91787240989,100.733192996656
"ind","insurance","Total","Public only, all ages",5597.60880428296,204.553693491196
"ind","insurance","Total","Uninsured, all ages",1038.90575390586,68.6157256410139
"ind","poverty","Total","Negative or poor",3636.56915225921,191.146943907192
"ind","poverty","Total","Near-poor",4347.47983648477,399.897885691235
"ind","poverty","Total","Low income",3865.38621763274,202.037829855827
"ind","poverty","Total","Middle income",3416.76658939923,134.56574397512
"ind","poverty","Total","High income",4015.29018401322,147.370110649766
"ind","health","Total","Excellent",1734.14909074418,71.4359385142687
"ind","health","Total","Very good",2761.47447101714,96.3080237460432
"ind","health","Total","Good",4226.79217323362,154.678268784295
"ind","health","Total","Fair",9043.76694338779,398.875418168305
"ind","health","Total","Poor",18498.292381374,1273.15497828338
"ind","health","Total","Missing",16560.9541357664,4000.9059373368
"ind","mnhlth","Total","Excellent",2714.37031390859,122.974867959412
"ind","mnhlth","Total","Very good",3254.02024796384,111.028648895818
"ind","mnhlth","Total","Good",4688.72294626629,141.867417079544
"ind","mnhlth","Total","Fair",9310.86677267187,675.037409997289
"ind","mnhlth","Total","Poor",12002.9489884711,848.430932828822
"ind","mnhlth","Total","Missing",16308.905195476,3945.09605020517
"ind","agegrps_v2X","Total","Under 18",1540.57654441433,86.8234531158858
"ind","agegrps_v2X","Total","18-64",3498.00635985865,96.6288256407395
"ind","agegrps_v2X","Total","65+",9262.02530523682,282.838546704171
"ind","insurance_v2X","Total","<65, Any private",3162.47292432124,94.0463411763251
"ind","insurance_v2X","Total","<65, Public only",3863.14881181757,215.452723307208
"ind","insurance_v2X","Total","<65, Uninsured",1040.84363048012,68.8056574695115
"ind","insurance_v2X","Total","65+, Medicare only",8442.87981645005,417.237231490511
"ind","insurance_v2X","Total","65+, Medicare and private",9257.04918096628,386.427338087597
"ind","insurance_v2X","Total","65+, Medicare and other public",12483.3566658816,751.187623604264
"ind","insurance_v2X","Total","65+, No medicare",6527.66514383258,2250.19961074097
"event","sop","TOT","EXP",3772.83690254833,83.0612606715536
"event","sop","TOT","SLF",629.271161034206,13.4060000197271
"event","sop","TOT","PTR",1582.57512384454,57.1516360791034
"event","sop","TOT","MCR",895.572163699326,42.5219404137695
"event","sop","TOT","MCD",383.560055517412,27.4931584269217
"event","sop","TOT","OTZ",281.874206821463,17.2935305917918
"event","sop","DVT","EXP",276.25312292537,8.09132577768333
"event","sop","DVT","SLF",137.165072357032,5.48935719796971
"event","sop","DVT","PTR",115.387330663864,4.2591097859551
"event","sop","DVT","MCR",2.97051460122087,0.68544319375929
"event","sop","DVT","MCD",12.7322870894971,1.21791624882114
"event","sop","DVT","OTZ",8.00124022257156,1.22530821563327
"event","sop","RX","EXP",812.929714280863,20.3692189458828
"event","sop","RX","SLF",211.954008120135,6.37661257862722
"event","sop","RX","PTR",316.807179196006,12.288030240743
"event","sop","RX","MCR",169.398043417614,7.6971270872831
"event","sop","RX","MCD",69.6354874298697,5.99848848788525
"event","sop","RX","OTZ",45.1423602834101,4.61382259654618
"event","sop","OBV","EXP",891.336335158298,19.369555900878
"event","sop","OBV","SLF",144.819404854025,4.28436739864277
"event","sop","OBV","PTR",416.412699303188,13.2973910159223
"event","sop","OBV","MCR",184.9714604438,9.64169314050268
"event","sop","OBV","MCD",60.5682319122933,4.11736975991548
"event","sop","OBV","OTZ",84.5659266974673,5.28310897551971
"event","sop","OBD","EXP",644.881032287705,14.6441640381659
"event","sop","OBD","SLF",90.6995696523128,3.01545115033045
"event","sop","OBD","PTR",314.333253122454,10.5836501473904
