"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"ind","ind","Total","Total",5216265825.15579,129980931.42029
"ind","event","Total","DVT",297756017.818284,8846097.92466471
"ind","event","Total","ERT",56752792.086398,1685568.74024545
"ind","event","Total","HHT",35764484.159617,3053055.67388947
"ind","event","Total","IPT",29071358.560467,1202575.65652065
"ind","event","Total","OBV",1523677029.31751,41393434.9074817
"ind","event","Total","OPT",123329180.393935,6580604.15908974
"ind","event","Total","RX",3149914962.81958,85732655.2877897
"ind","sop","Total","XP",5096504446.53815,127523588.926255
"ind","sop","Total","SF",3822161561.14648,96575971.2414559
"ind","sop","Total","PR",2128864834.72813,61934218.5339919
"ind","sop","Total","MR",1127934393.96961,48340143.9032944
"ind","sop","Total","MD",497884840.702485,24598066.0460494
"ind","sop","Total","OZ",407752144.121742,25280351.5373607
"ind","agegrps","Total","Under 5",128680338.865675,6499574.48334196
"ind","agegrps","Total","5-17",351888073.202313,18065418.3442437
"ind","agegrps","Total","18-44",1099768676.39251,35834239.9141719
"ind","agegrps","Total","45-64",1972342518.30756,55545711.6977783
"ind","agegrps","Total","65+",1663586218.38773,72046369.2884739
"ind","region","Total","Northeast",990141390.462301,55079564.3445984
"ind","region","Total","Midwest",1237018822.61419,60864657.7986522
"ind","region","Total","South",1906984402.43024,74417778.9031849
"ind","region","Total","West",1082121209.64907,45858196.1963971
"ind","married","Total","Married",2582075546.21002,87084073.7978542
"ind","married","Total","Widowed",659955237.675858,31402529.3969648
"ind","married","Total","Divorced",704945484.115583,33714034.1500452
"ind","married","Total","Separated",126154626.044586,13317699.3210978
"ind","married","Total","Never married",732865011.354945,26829794.3692673
"ind","married","Total","Inapplicable (age < 16)",410269919.754802,18172703.1429627
"ind","race","Total","Hispanic",447721313.300599,29147978.7764896
"ind","race","Total","White",4007207764.09516,122865902.404067
"ind","race","Total","Black",497181052.998937,35370298.9578561
"ind","race","Total","Amer. Indian, AK Native, or mult. races",129165245.228515,20657729.1333722
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",134990449.532584,16924891.6447196
"ind","sex","Total","Male",2115415066.61301,59214294.8231706
"ind","sex","Total","Female",3100850758.54278,83692320.0684898
"ind","education","Total","Less than high school",869614693.610553,32907058.6154222
"ind","education","Total","High school",1515971428.72249,60549729.3592027
"ind","education","Total","Some college",2320724022.70092,73171431.5098652
"ind","education","Total","Inapplicable (age < 18)",480568412.067988,21147298.3112593
"ind","education","Total","Missing",29387268.053842,6304570.28226804
"ind","employed","Total","Employed",2035888014.2038,55831424.3248362
"ind","employed","Total","Not employed",2769837037.86782,93754725.6932154
"ind","employed","Total","Inapplicable (age < 16)",410269919.754802,18172703.1429627
"ind","insurance","Total","Any private, all ages",3350394417.91685,95464543.7797403
"ind","insurance","Total","Public only, all ages",1596983750.95879,61933773.1257516
"ind","insurance","Total","Uninsured, all ages",268887656.28016,14094827.2715463
"ind","poverty","Total","Negative or poor",653076523.858528,31150707.8910754
"ind","poverty","Total","Near-poor",286774343.466688,22750999.0738517
