"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"ind","ind","Total","Total",25202,0
"ind","event","Total","TOT",25202,0
"ind","event","Total","DVT",11332,0
"ind","event","Total","RX",17966,0
"ind","event","Total","OBV",21012,0
"ind","event","Total","OBD",19600,0
"ind","event","Total","OBO",8142,0
"ind","event","Total","OPT",3887,0
"ind","event","Total","OPY",2214,0
"ind","event","Total","OPZ",2226,0
"ind","event","Total","ERT",3839,0
"ind","event","Total","IPT",2066,0
"ind","event","Total","HHT",609,0
"ind","event","Total","OMA",5115,0
"ind","sop","Total","EXP",25202,0
"ind","sop","Total","SLF",21460,0
"ind","sop","Total","PTR",14236,0
"ind","sop","Total","MCR",4146,0
"ind","sop","Total","MCD",6495,0
"ind","sop","Total","OTZ",5433,0
"ind","agegrps","Total","Under 5",2212,0
"ind","agegrps","Total","5-17",5261,0
"ind","agegrps","Total","18-44",8134,0
"ind","agegrps","Total","45-64",6347,0
"ind","agegrps","Total","65+",3248,0
"ind","region","Total","Northeast",4025,0
"ind","region","Total","Midwest",5269,0
"ind","region","Total","South",9319,0
"ind","region","Total","West",6589,0
"ind","married","Total","Married",9817,0
"ind","married","Total","Widowed",1291,0
"ind","married","Total","Divorced",1953,0
"ind","married","Total","Separated",458,0
"ind","married","Total","Never married",5040,0
"ind","married","Total","Inapplicable (age < 16)",6643,0
"ind","race","Total","Hispanic",6294,0
"ind","race","Total","White",11963,0
"ind","race","Total","Black",4688,0
"ind","race","Total","Amer. Indian, AK Native, or mult. races",647,0
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",1610,0
"ind","sex","Total","Male",11331,0
"ind","sex","Total","Female",13871,0
"ind","education","Total","Less than high school",3882,0
"ind","education","Total","High school",5290,0
"ind","education","Total","Some college",8416,0
"ind","education","Total","Inapplicable (age < 18)",7473,0
"ind","education","Total","Missing",141,0
"ind","employed","Total","Employed",10623,0
"ind","employed","Total","Not employed",7929,0
"ind","employed","Total","Inapplicable (age < 16)",6643,0
"ind","employed","Total","Missing",7,0
"ind","insurance","Total","Any private, all ages",15254,0
"ind","insurance","Total","Public only, all ages",7327,0
"ind","insurance","Total","Uninsured, all ages",2621,0
"ind","poverty","Total","Negative or poor",4862,0
"ind","poverty","Total","Near-poor",1523,0
"ind","poverty","Total","Low income",4063,0
"ind","poverty","Total","Middle income",7333,0
"ind","poverty","Total","High income",7421,0
"ind","health","Total","Excellent",7591,0
"ind","health","Total","Very good",7652,0
"ind","health","Total","Good",6575,0
"ind","health","Total","Fair",2527,0
"ind","health","Total","Poor",830,0
"ind","health","Total","Missing",27,0
"ind","mnhlth","Total","Excellent",10315,0
"ind","mnhlth","Total","Very good",7116,0
"ind","mnhlth","Total","Good",5933,0
"ind","mnhlth","Total","Fair",1414,0
"ind","mnhlth","Total","Poor",397,0
"ind","mnhlth","Total","Missing",27,0
"ind","agegrps_v2X","Total","Under 18",7473,0
"ind","agegrps_v2X","Total","18-64",14481,0
"ind","agegrps_v2X","Total","65+",3248,0
"ind","insurance_v2X","Total","<65, Any private",13729,0
"ind","insurance_v2X","Total","<65, Public only",5613,0
"ind","insurance_v2X","Total","<65, Uninsured",2612,0
"ind","insurance_v2X","Total","65+, Medicare only",1193,0
"ind","insurance_v2X","Total","65+, Medicare and private",1500,0
"ind","insurance_v2X","Total","65+, Medicare and other public",520,0
"ind","insurance_v2X","Total","65+, No medicare",35,0
"event","sop","TOT","EXP",25202,0
"event","sop","TOT","SLF",21460,0
"event","sop","TOT","PTR",14236,0
"event","sop","TOT","MCR",4146,0
"event","sop","TOT","MCD",6495,0
"event","sop","TOT","OTZ",5433,0
"event","sop","DVT","EXP",11332,0
"event","sop","DVT","SLF",6905,0
"event","sop","DVT","PTR",6414,0
"event","sop","DVT","MCR",119,0
"event","sop","DVT","MCD",2013,0
"event","sop","DVT","OTZ",608,0
"event","sop","RX","EXP",17966,0
"event","sop","RX","SLF",16133,0
"event","sop","RX","PTR",8336,0
"event","sop","RX","MCR",2874,0
"event","sop","RX","MCD",3515,0
"event","sop","RX","OTZ",1807,0
"event","sop","OBV","EXP",21012,0
"event","sop","OBV","SLF",14734,0
"event","sop","OBV","PTR",11793,0
"event","sop","OBV","MCR",3598,0
"event","sop","OBV","MCD",4874,0
"event","sop","OBV","OTZ",3714,0
"event","sop","OBD","EXP",19600,0
"event","sop","OBD","SLF",13358,0
"event","sop","OBD","PTR",10958,0
"event","sop","OBD","MCR",3472,0
"event","sop","OBD","MCD",4579,0
"event","sop","OBD","OTZ",3277,0
"event","sop","OBO","EXP",8142,0
"event","sop","OBO","SLF",4995,0
"event","sop","OBO","PTR",4642,0
"event","sop","OBO","MCR",1416,0
"event","sop","OBO","MCD",1130,0
"event","sop","OBO","OTZ",1077,0
"event","sop","OPT","EXP",3887,0
"event","sop","OPT","SLF",1850,0
"event","sop","OPT","PTR",2285,0
"event","sop","OPT","MCR",1066,0
"event","sop","OPT","MCD",712,0
"event","sop","OPT","OTZ",623,0
"event","sop","OPY","EXP",2214,0
"event","sop","OPY","SLF",1144,0
"event","sop","OPY","PTR",1245,0
"event","sop","OPY","MCR",575,0
"event","sop","OPY","MCD",440,0
"event","sop","OPY","OTZ",398,0
"event","sop","OPZ","EXP",2226,0
"event","sop","OPZ","SLF",872,0
"event","sop","OPZ","PTR",1355,0
"event","sop","OPZ","MCR",680,0
"event","sop","OPZ","MCD",341,0
"event","sop","OPZ","OTZ",287,0
"event","sop","ERT","EXP",3839,0
"event","sop","ERT","SLF",1674,0
"event","sop","ERT","PTR",1725,0
"event","sop","ERT","MCR",706,0
"event","sop","ERT","MCD",1213,0
"event","sop","ERT","OTZ",643,0
"event","sop","IPT","EXP",2066,0
"event","sop","IPT","SLF",880,0
"event","sop","IPT","PTR",943,0
"event","sop","IPT","MCR",686,0
"event","sop","IPT","MCD",702,0
"event","sop","IPT","OTZ",406,0
"event","sop","HHT","EXP",609,0
"event","sop","HHT","SLF",112,0
"event","sop","HHT","PTR",70,0
"event","sop","HHT","MCR",284,0
"event","sop","HHT","MCD",256,0
"event","sop","HHT","OTZ",159,0
"event","sop","OMA","EXP",5115,0
"event","sop","OMA","SLF",4057,0
"event","sop","OMA","PTR",1350,0
"event","sop","OMA","MCR",209,0
"event","sop","OMA","MCD",714,0
"event","sop","OMA","OTZ",236,0
"event","agegrps","TOT","Under 5",2212,0
"event","agegrps","TOT","5-17",5261,0
"event","agegrps","TOT","18-44",8134,0
"event","agegrps","TOT","45-64",6347,0
"event","agegrps","TOT","65+",3248,0
"event","agegrps","DVT","Under 5",503,0
"event","agegrps","DVT","5-17",3125,0
