"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"ind","ind","Total","Total",4411210511.05565,97840887.4202705
"ind","event","Total","DVT",300797175.221477,8263599.003062
"ind","event","Total","ERT",55005259.156772,1637697.10274848
"ind","event","Total","HHT",27453470.819079,2169715.23606842
"ind","event","Total","IPT",30172114.595568,997662.204035297
"ind","event","Total","OBV",1354573765.27986,30643997.8392015
"ind","event","Total","OPT",149459731.630459,7845808.62156679
"ind","event","Total","RX",2493748994.35244,63414556.9722146
"ind","sop","Total","XP",4257967318.38636,95497684.7377105
"ind","sop","Total","SF",3285042696.01851,77502815.9954308
"ind","sop","Total","PR",1999221965.95926,55154186.3628112
"ind","sop","Total","MR",488201856.585713,19044667.2434955
"ind","sop","Total","MD",423196733.822504,22090464.6004572
"ind","sop","Total","OZ",307603858.790467,13075175.9325406
"ind","agegrps","Total","Under 5",125749576.201585,6121693.4766722
"ind","agegrps","Total","5-17",358210232.194267,12448327.4177132
"ind","agegrps","Total","18-44",1097174484.67573,34315176.7555163
"ind","agegrps","Total","45-64",1522539698.4949,44077385.7118644
"ind","agegrps","Total","65+",1307536519.48917,45841836.7553101
"ind","region","Total","Northeast",864398274.284808,32768920.1746979
"ind","region","Total","Midwest",1128390987.46738,47690138.5024048
"ind","region","Total","South",1591451704.96465,59919279.4891165
"ind","region","Total","West",826969544.338808,56156898.6571922
"ind","married","Total","Married",2222866908.86419,58795540.783089
"ind","married","Total","Widowed",589229332.53641,26514653.061707
"ind","married","Total","Divorced",517351656.900263,24877116.4106536
"ind","married","Total","Separated",75803794.106353,8059263.70055707
"ind","married","Total","Never married",586365206.102016,24137913.1006884
"ind","married","Total","Inapplicable (age < 16)",419591881.412889,13527071.4608072
"ind","race","Total","Hispanic",319588861.747101,16837926.4861707
"ind","race","Total","Black",415241661.340645,20988278.0903739
"ind","race","Total","White and other",3676379987.9679,93065103.9976767
"ind","sex","Total","Male",1732329230.47468,47227961.1730447
"ind","sex","Total","Female",2678881280.58097,61560873.602397
"ind","education","Total","Less than high school",927790592.753753,33786369.4202253
"ind","education","Total","High school",1295013587.65072,39838287.3549375
"ind","education","Total","Some college",1682601668.01744,52150991.9760188
"ind","education","Total","Inapplicable (age < 18)",483959808.395852,15228057.7267322
"ind","education","Total","Missing",21844854.237888,5134946.2029721
"ind","employed","Total","Employed",1756166382.795,48458873.5911508
"ind","employed","Total","Not employed",2235172802.38528,63771173.7204305
"ind","employed","Total","Inapplicable (age < 16)",419591881.412889,13527071.4608072
"ind","insurance","Total","Any private, all ages",3110427269.72438,78127166.0034835
"ind","insurance","Total","Public only, all ages",1096027027.78781,42123244.220483
"ind","insurance","Total","Uninsured, all ages",204756213.543462,10907302.2670772
"ind","poverty","Total","Negative or poor",533251536.901429,27759414.9815663
