"rowGrp","colGrp","rowLevels","colLevels","medEXP","medEXP_se"
"ind","ind","Total","Total",856,17.0921508069759
"ind","event","Total","TOT",856,17.0921508069759
"ind","event","Total","DVT",180,2.8061740130856
"ind","event","Total","RX",240,5.10213456924654
"ind","event","Total","OBV",280,5.10213456924654
"ind","event","Total","OBD",238,3.57149419847258
"ind","event","Total","OBO",150,4.33681438385956
"ind","event","Total","OPT",594,26.2759930316197
"ind","event","Total","OPY",919,53.5724129770887
"ind","event","Total","OPZ",295,10.9695893238801
"ind","event","Total","ERT",349,7.65320185386981
"ind","event","Total","IPT",5799,117.093988364208
"ind","event","Total","HHT",1565,157.400851461256
"ind","event","Total","OMA",189,5.10213456924654
"ind","sop","Total","EXP",856,17.0921508069759
"ind","sop","Total","SLF",250,4.84702784078421
"ind","sop","Total","PTR",520,10.4593758669554
"ind","sop","Total","MCR",808,32.9087679716402
"ind","sop","Total","MCD",316,14.5410835223526
"ind","sop","Total","OTZ",231,8.16341531079446
"ind","agegrps","Total","Under 5",340,15.5615104362019
"ind","agegrps","Total","5-17",366,9.18384222464377
"ind","agegrps","Total","18-44",681,16.3268306215889
"ind","agegrps","Total","45-64",1566,41.8375034678216
"ind","agegrps","Total","65+",3049,91.5833155179754
"event","sop","TOT","EXP",856,17.0921508069759
"event","sop","TOT","SLF",250,4.84702784078421
"event","sop","TOT","PTR",520,10.4593758669554
"event","sop","TOT","MCR",808,32.9087679716402
"event","sop","TOT","MCD",316,14.5410835223526
"event","sop","TOT","OTZ",231,8.16341531079446
"event","sop","DVT","EXP",180,2.8061740130856
"event","sop","DVT","SLF",112,3.31638747001025
"event","sop","DVT","PTR",146,2.55106728462327
"event","sop","DVT","MCR",133,20.1534315485238
"event","sop","DVT","MCD",80,3.57149419847258
"event","sop","DVT","OTZ",138,8.92873549618145
"event","sop","RX","EXP",240,5.10213456924654
"event","sop","RX","SLF",98,2.55106728462327
"event","sop","RX","PTR",149,4.08170765539723
"event","sop","RX","MCR",295,21.4289651908355
"event","sop","RX","MCD",115,8.16341531079446
"event","sop","RX","OTZ",205,16.5819373500513
"event","sop","OBV","EXP",280,5.10213456924654
"event","sop","OBV","SLF",53,1.27553364231164
"event","sop","OBV","PTR",194,3.57149419847258
