"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"ind","ind","Total","Total",26602,0
"ind","event","Total","TOT",26602,0
"ind","event","Total","DVT",12070,0
"ind","event","Total","RX",20093,0
"ind","event","Total","OBV",22059,0
"ind","event","Total","OBD",20924,0
"ind","event","Total","OBO",7409,0
"ind","event","Total","OPT",4380,0
"ind","event","Total","OPY",2515,0
"ind","event","Total","OPZ",2594,0
"ind","event","Total","ERT",4207,0
"ind","event","Total","IPT",2411,0
"ind","event","Total","HHT",628,0
"ind","event","Total","OMA",5686,0
"ind","sop","Total","EXP",26602,0
"ind","sop","Total","SLF",24254,0
"ind","sop","Total","PTR",17133,0
"ind","sop","Total","MCR",4036,0
"ind","sop","Total","MCD",4799,0
"ind","sop","Total","OTZ",5451,0
"ind","agegrps","Total","Under 5",2125,0
"ind","agegrps","Total","5-17",5442,0
"ind","agegrps","Total","18-44",9014,0
"ind","agegrps","Total","45-64",6362,0
"ind","agegrps","Total","65+",3659,0
"event","sop","TOT","EXP",26602,0
"event","sop","TOT","SLF",24254,0
"event","sop","TOT","PTR",17133,0
"event","sop","TOT","MCR",4036,0
"event","sop","TOT","MCD",4799,0
"event","sop","TOT","OTZ",5451,0
"event","sop","DVT","EXP",12070,0
"event","sop","DVT","SLF",8334,0
"event","sop","DVT","PTR",7042,0
"event","sop","DVT","MCR",114,0
"event","sop","DVT","MCD",1205,0
"event","sop","DVT","OTZ",807,0
"event","sop","RX","EXP",20093,0
"event","sop","RX","SLF",19167,0
"event","sop","RX","PTR",10984,0
"event","sop","RX","MCR",998,0
"event","sop","RX","MCD",2858,0
"event","sop","RX","OTZ",1061,0
"event","sop","OBV","EXP",22059,0
"event","sop","OBV","SLF",16945,0
"event","sop","OBV","PTR",13925,0
"event","sop","OBV","MCR",3645,0
"event","sop","OBV","MCD",3529,0
"event","sop","OBV","OTZ",3665,0
"event","sop","OBD","EXP",20924,0
"event","sop","OBD","SLF",15760,0
"event","sop","OBD","PTR",13242,0
"event","sop","OBD","MCR",3558,0
"event","sop","OBD","MCD",3323,0
"event","sop","OBD","OTZ",3194,0
"event","sop","OBO","EXP",7409,0
"event","sop","OBO","SLF",4765,0
"event","sop","OBO","PTR",4309,0
"event","sop","OBO","MCR",1273,0
"event","sop","OBO","MCD",761,0
"event","sop","OBO","OTZ",1086,0
"event","sop","OPT","EXP",4380,0
"event","sop","OPT","SLF",2076,0
"event","sop","OPT","PTR",2913,0
"event","sop","OPT","MCR",1262,0
"event","sop","OPT","MCD",590,0
"event","sop","OPT","OTZ",798,0
"event","sop","OPY","EXP",2515,0
"event","sop","OPY","SLF",1181,0
"event","sop","OPY","PTR",1581,0
"event","sop","OPY","MCR",658,0
"event","sop","OPY","MCD",398,0
"event","sop","OPY","OTZ",493,0
"event","sop","OPZ","EXP",2594,0
"event","sop","OPZ","SLF",1086,0
"event","sop","OPZ","PTR",1799,0
"event","sop","OPZ","MCR",838,0
"event","sop","OPZ","MCD",256,0
"event","sop","OPZ","OTZ",407,0
"event","sop","ERT","EXP",4207,0
"event","sop","ERT","SLF",2022,0
"event","sop","ERT","PTR",2328,0
"event","sop","ERT","MCR",807,0
"event","sop","ERT","MCD",903,0
"event","sop","ERT","OTZ",710,0
"event","sop","IPT","EXP",2411,0
"event","sop","IPT","SLF",1079,0
"event","sop","IPT","PTR",1407,0
"event","sop","IPT","MCR",853,0
"event","sop","IPT","MCD",584,0
"event","sop","IPT","OTZ",458,0
"event","sop","HHT","EXP",628,0
"event","sop","HHT","SLF",137,0
"event","sop","HHT","PTR",102,0
"event","sop","HHT","MCR",292,0
"event","sop","HHT","MCD",207,0
"event","sop","HHT","OTZ",130,0
"event","sop","OMA","EXP",5686,0
"event","sop","OMA","SLF",4641,0
"event","sop","OMA","PTR",1460,0
"event","sop","OMA","MCR",270,0
"event","sop","OMA","MCD",541,0
"event","sop","OMA","OTZ",273,0
"event","agegrps","TOT","Under 5",2125,0
"event","agegrps","TOT","5-17",5442,0
"event","agegrps","TOT","18-44",9014,0
"event","agegrps","TOT","45-64",6362,0
"event","agegrps","TOT","65+",3659,0
"event","agegrps","DVT","Under 5",319,0
"event","agegrps","DVT","5-17",3131,0
"event","agegrps","DVT","18-44",4057,0
"event","agegrps","DVT","45-64",3129,0
"event","agegrps","DVT","65+",1434,0
"event","agegrps","RX","Under 5",1404,0
"event","agegrps","RX","5-17",3222,0
"event","agegrps","RX","18-44",6676,0
"event","agegrps","RX","45-64",5371,0
"event","agegrps","RX","65+",3420,0
"event","agegrps","OBV","Under 5",1949,0
"event","agegrps","OBV","5-17",4178,0
"event","agegrps","OBV","18-44",7043,0
"event","agegrps","OBV","45-64",5482,0
"event","agegrps","OBV","65+",3407,0
"event","agegrps","OBD","Under 5",1888,0
"event","agegrps","OBD","5-17",3922,0
"event","agegrps","OBD","18-44",6541,0
"event","agegrps","OBD","45-64",5228,0
"event","agegrps","OBD","65+",3345,0
