"rowGrp","colGrp","rowLevels","n","n_se"
"ind","insurance","Total",23839,0
"ind","ins_lt65","Total",20943,0
"ind","ins_ge65","Total",2896,0
"agegrps","insurance","Under 5",1803,0
"agegrps","insurance","5-17",5127,0
"agegrps","insurance","18-44",8795,0
"agegrps","insurance","45-64",5218,0
"agegrps","insurance","65+",2896,0
"agegrps","ins_lt65","Under 5",1803,0
"agegrps","ins_lt65","5-17",5127,0
"agegrps","ins_lt65","18-44",8795,0
"agegrps","ins_lt65","45-64",5218,0
"agegrps","ins_ge65","65+",2896,0
"region","insurance","Northeast",3746,0
"region","insurance","Midwest",4951,0
"region","insurance","South",8901,0
"region","insurance","West",6241,0
"region","ins_lt65","Northeast",3195,0
"region","ins_lt65","Midwest",4326,0
"region","ins_lt65","South",7794,0
"region","ins_lt65","West",5628,0
"region","ins_ge65","Northeast",551,0
"region","ins_ge65","Midwest",625,0
"region","ins_ge65","South",1107,0
"region","ins_ge65","West",613,0
"married","insurance","Married",9824,0
"married","insurance","Widowed",1267,0
"married","insurance","Divorced",1750,0
"married","insurance","Separated",339,0
"married","insurance","Never married",4451,0
"married","insurance","Inapplicable (age < 16)",6207,0
"married","insurance","Missing",1,0
"married","ins_lt65","Married",8257,0
"married","ins_lt65","Widowed",274,0
"married","ins_lt65","Divorced",1540,0
"married","ins_lt65","Separated",308,0
"married","ins_lt65","Never married",4357,0
"married","ins_lt65","Inapplicable (age < 16)",6207,0
"married","ins_ge65","Married",1567,0
"married","ins_ge65","Widowed",993,0
"married","ins_ge65","Divorced",210,0
"married","ins_ge65","Separated",31,0
"married","ins_ge65","Never married",94,0
"married","ins_ge65","Missing",1,0
"race","insurance","Hispanic",5936,0
"race","insurance","Black",3471,0
"race","insurance","White and other",14432,0
"race","ins_lt65","Hispanic",5616,0
"race","ins_lt65","Black",3123,0
"race","ins_lt65","White and other",12204,0
"race","ins_ge65","Hispanic",320,0
"race","ins_ge65","Black",348,0
"race","ins_ge65","White and other",2228,0
"sex","insurance","Male",11445,0
"sex","insurance","Female",12394,0
"sex","ins_lt65","Male",10192,0
"sex","ins_lt65","Female",10751,0
"sex","ins_ge65","Male",1253,0
"sex","ins_ge65","Female",1643,0
"racesex","insurance","Female, Black",1914,0
"racesex","insurance","Female, Hispanic",3036,0
"racesex","insurance","Female, White and other",7444,0
"racesex","insurance","Male, Black",1557,0
"racesex","insurance","Male, Hispanic",2900,0
"racesex","insurance","Male, White and other",6988,0
"racesex","ins_lt65","Female, Black",1719,0
"racesex","ins_lt65","Female, Hispanic",2851,0
"racesex","ins_lt65","Female, White and other",6181,0
"racesex","ins_lt65","Male, Black",1404,0
"racesex","ins_lt65","Male, Hispanic",2765,0
"racesex","ins_lt65","Male, White and other",6023,0
"racesex","ins_ge65","Female, Black",195,0
"racesex","ins_ge65","Female, Hispanic",185,0
"racesex","ins_ge65","Female, White and other",1263,0
"racesex","ins_ge65","Male, Black",153,0
"racesex","ins_ge65","Male, Hispanic",135,0
"racesex","ins_ge65","Male, White and other",965,0
"education","insurance","Less than high school",4513,0
"education","insurance","High school",5383,0
"education","insurance","Some college",6865,0
"education","insurance","Inapplicable (age < 18)",6930,0
"education","insurance","Missing",148,0
"education","ins_lt65","Less than high school",3390,0
"education","ins_lt65","High school",4504,0
"education","ins_lt65","Some college",6020,0
"education","ins_lt65","Inapplicable (age < 18)",6930,0
"education","ins_lt65","Missing",99,0
"education","ins_ge65","Less than high school",1123,0
"education","ins_ge65","High school",879,0
"education","ins_ge65","Some college",845,0
"education","ins_ge65","Missing",49,0
"employed","insurance","Employed",11068,0
"employed","insurance","Not employed",6558,0
"employed","insurance","Inapplicable (age < 16)",6207,0
