"rowGrp","colGrp","rowLevels","colLevels","meanEVT","meanEVT_se"
"ind","ind","Total","Total",234.546211869179,5.58848354029627
"ind","event","Total","DVT",283.02998404239,6.15758267531413
"ind","event","Total","ERT",914.743313832625,28.8625525421167
"ind","event","Total","HHT",1565.69038368192,117.014739502492
"ind","event","Total","IPT",12817.5638633335,757.451869844346
"ind","event","Total","OBV",196.950859404303,4.05384185671706
"ind","event","Total","OPT",908.16903505283,53.0599308766149
"ind","event","Total","RX",80.8586281783318,1.48351702232791
"ind","sop","Total","XP",234.546211869179,5.58848354029627
"ind","sop","Total","SF",32.5143650524055,0.647790932378674
"ind","sop","Total","PR",100.747185456764,5.39201743337809
"ind","sop","Total","MR",56.5643882691615,2.11354913070795
"ind","sop","Total","MD",22.829811226321,1.62848333304586
"ind","sop","Total","OZ",21.8904618645267,1.34630675544751
"ind","agegrps","Total","Under 5",410.304070748538,141.058222879069
"ind","agegrps","Total","5-17",234.112546635429,15.939043033522
"ind","agegrps","Total","18-44",241.272534647759,6.18661890199332
"ind","agegrps","Total","45-64",225.69175621897,6.45751258050037
"ind","agegrps","Total","65+",227.09127680322,6.11878323150361
"ind","region","Total","Northeast",242.747525098424,9.65442263922499
"ind","region","Total","Midwest",252.519434926801,19.042581004211
"ind","region","Total","South",216.460287271437,5.27614477035648
"ind","region","Total","West",238.885967378588,6.87400055881278
"ind","married","Total","Married",231.704938343077,5.15360014417292
"ind","married","Total","Widowed",237.742786681722,10.1068683562517
"ind","married","Total","Divorced",209.609568170129,7.71881358742805
"ind","married","Total","Separated",202.839605505964,17.5038949218355
"ind","married","Total","Never married",237.61623763798,8.9662249484216
"ind","married","Total","Inapplicable (age < 16)",290.730353658179,44.3683398424035
"ind","race","Total","Hispanic",226.637183969251,6.79102760183506
"ind","race","Total","White",235.533644171098,7.2045481514796
"ind","race","Total","Black",243.441752244212,9.11480725402154
"ind","race","Total","Amer. Indian, AK Native, or mult. races",201.465124561856,13.6688155420215
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",226.44374778295,13.1882131645522
"ind","sex","Total","Male",244.302408894168,6.85001738301775
"ind","sex","Total","Female",227.808137478903,7.92202733691535
"ind","education","Total","Less than high school",220.249648812946,9.01289741538024
"ind","education","Total","High school",236.127284912468,8.94551336894681
"ind","education","Total","Some college",229.455521873306,4.95457294903873
"ind","education","Total","Inapplicable (age < 18)",278.180869189348,37.9865198005839
"ind","education","Total","Missing",224.791810420612,43.6342521937407
"ind","employed","Total","Employed",214.984768230597,4.56664204616867
"ind","employed","Total","Not employed",239.785382957437,5.9784237582503
"ind","employed","Total","Inapplicable (age < 16)",290.730353658179,44.3683398424035
"ind","insurance","Total","Any private, all ages",244.599477491304,7.87435578989172
"ind","insurance","Total","Public only, all ages",223.446353363125,7.35623523177123
"ind","insurance","Total","Uninsured, all ages",177.701950548994,14.2643389930678
"ind","poverty","Total","Negative or poor",229.693679816675,10.797074764441
"ind","poverty","Total","Near-poor",215.423668876709,11.6039253731941
"ind","poverty","Total","Low income",241.32262595781,10.585136204741
"ind","poverty","Total","Middle income",239.984971584364,13.8008294548173
"ind","poverty","Total","High income",232.425291240123,5.79820645106329
"ind","health","Total","Excellent",221.157874849801,7.20374922188272
"ind","health","Total","Very good",225.526210435703,14.1203274783388
"ind","health","Total","Good",215.781483647063,6.12645895113093
"ind","health","Total","Fair",251.581037249365,11.7746651947731
"ind","health","Total","Poor",297.986814247402,14.2894781646593
"ind","mnhlth","Total","Excellent",235.068188470157,6.75861343066259
"ind","mnhlth","Total","Very good",225.294910022297,15.4526099203912
"ind","mnhlth","Total","Good",231.096236358057,8.17137472943886
"ind","mnhlth","Total","Fair",239.873347907953,10.786619753004
"ind","mnhlth","Total","Poor",292.185258681962,24.6249241795648
"ind","agegrps_v2X","Total","Under 18",278.180869189348,37.9865198005839
"ind","agegrps_v2X","Total","18-64",231.445344233821,4.74028700666841
"ind","agegrps_v2X","Total","65+",227.09127680322,6.11878323150361
"ind","insurance_v2X","Total","<65, Any private",248.320858189122,10.1031309284409
"ind","insurance_v2X","Total","<65, Public only",225.724966056413,11.1002002437369
"ind","insurance_v2X","Total","<65, Uninsured",177.843545783412,14.3225985747716
"ind","insurance_v2X","Total","65+, Medicare only",214.587250609545,9.00168264956743
"ind","insurance_v2X","Total","65+, Medicare and private",234.07220896467,9.51127228110545
"ind","insurance_v2X","Total","65+, Medicare and other public",241.237113053588,21.0642114421741
"ind","insurance_v2X","Total","65+, No medicare",142.537431286175,16.9843839427225
"ind","event_v2X","Total","Missing",230.314497562749,24.8466599720799
"ind","event_v2X","Total","OBD",218.080788949813,5.09057823138311
"ind","event_v2X","Total","OBO",159.832172816652,5.9416635816478
"ind","event_v2X","Total","OPY",1490.35243537516,111.193701496372
"ind","event_v2X","Total","OPZ",517.354191993271,23.5617450475465
"event","sop","DVT","XP",283.02998404239,6.15758267531413
"event","sop","ERT","XP",914.743313832625,28.8625525421167
