"rowGrp","colGrp","rowLevels","colLevels","avgEVT","avgEVT_se"
"ind","ind","Total","Total",17.2744284726804,0.284830760187451
"ind","event","Total","DVT",1.02175953343254,0.0177056715238175
"ind","event","Total","RX",10.350554284406,0.206746176859249
"ind","event","Total","OBV",5.0755758174675,0.0992506624091009
"ind","event","Total","OBD",3.26972589195423,0.0543928726377413
"ind","event","Total","OBO",1.76303830659413,0.0584745258678267
"ind","event","Total","OPT",0.434022250210861,0.0200442792500253
"ind","event","Total","OPY",0.168832139318157,0.00844212430749062
"ind","event","Total","OPZ",0.249288669420737,0.0131073847578156
"ind","event","Total","ERT",0.182310606631453,0.00471530736524831
"ind","event","Total","IPT",0.0973083563832801,0.00320092104530679
"ind","event","Total","HHT",0.112897624148707,0.00788746208158836
"ind","sop","Total","EXP",16.8046857352226,0.279549978213162
"ind","sop","Total","SLF",12.7968278398644,0.21922135258651
"ind","sop","Total","MCR",3.83264412834244,0.130417458043884
"ind","sop","Total","MCD",1.45939008147013,0.0666968862356248
"ind","sop","Total","PTR",7.16257313359079,0.144581508027843
"ind","sop","Total","OTZ",1.14254244874383,0.0466132175889785
"ind","agegrps","Total","Under 5",6.60328437758944,0.251946983336415
"ind","agegrps","Total","5-17",7.11187315954255,0.183068716523441
"ind","agegrps","Total","18-44",9.96762228559503,0.208052607924602
"ind","agegrps","Total","45-64",24.866254604217,0.503141002602206
"ind","agegrps","Total","65+",43.5312954120376,0.803961771928357
"ind","region","Total","Northeast",18.7246828916052,0.60146602237239
"ind","region","Total","Midwest",18.701175429971,0.623402758657674
"ind","region","Total","South",17.3262879800165,0.522180111455167
"ind","region","Total","West",14.6973502271372,0.519917847735569
"ind","married","Total","Married",21.0409486015025,0.377765834522101
"ind","married","Total","Widowed",44.198785112324,1.2632978187543
"ind","married","Total","Divorced",24.6822892548364,0.851002016510951
"ind","married","Total","Separated",22.3265641917133,1.83675672681122
"ind","married","Total","Never married",10.9742726710089,0.353025721560371
"ind","married","Total","Inapplicable (age < 16)",6.89533727185194,0.174143095119857
"ind","race","Total","Hispanic",9.74533902541821,0.370737193307613
"ind","race","Total","White",20.0844005071297,0.356735590485513
"ind","race","Total","Black",14.5584977009406,0.557640919746279
"ind","race","Total","Amer. Indian, AK Native, or mult. races",16.8559217652239,1.37997786777414
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",9.28847409866675,0.610813385072936
"ind","sex","Total","Male",14.106952357817,0.315010914276414
"ind","sex","Total","Female",20.3299866773649,0.342023944134126
"ind","education","Total","Less than high school",22.5984803427916,0.648386901826205
"ind","education","Total","High school",20.9677186648258,0.508905650348665
"ind","education","Total","Some college",19.764313434132,0.387192816433994
"ind","education","Total","Inapplicable (age < 18)",6.97322594520235,0.164969808880918
"ind","education","Total","Missing",18.6916690614104,2.88891813230069
"ind","employed","Total","Employed",13.7901597648531,0.255280823985982
"ind","employed","Total","Not employed",31.0604291031458,0.586221579225602
"ind","employed","Total","Inapplicable (age < 16)",6.89533727185194,0.174143095119857
"ind","insurance","Total","Any private, all ages",17.189217011015,0.303608455720589
"ind","insurance","Total","Public only, all ages",24.8309296688946,0.665330774523742
"ind","insurance","Total","Uninsured, all ages",6.58036825536861,0.308028602027743
"ind","poverty","Total","Negative or poor",17.5366828421089,0.716072535496514
"ind","poverty","Total","Near-poor",21.454650733839,1.21875566055149
"ind","poverty","Total","Low income",16.4242918844127,0.590445890165292
"ind","poverty","Total","Middle income",15.8184679306899,0.41776796644462
"ind","poverty","Total","High income",18.1799431268186,0.347508710911401
"ind","health","Total","Excellent",8.16610490468095,0.19459603365792
"ind","health","Total","Very good",13.7968868090008,0.314404661830235
"ind","health","Total","Good",20.761673239899,0.456584659061981
"ind","health","Total","Fair",40.8188197144036,1.13981899330696
"ind","health","Total","Poor",63.4192279859902,1.93461064806875
"ind","mnhlth","Total","Excellent",11.4852121530289,0.24040802471714
"ind","mnhlth","Total","Very good",15.7509495062391,0.348598808607478
"ind","mnhlth","Total","Good",22.6295125651314,0.558996315492396
"ind","mnhlth","Total","Fair",40.7800743606911,1.3141290128638
"ind","mnhlth","Total","Poor",49.0984483544104,2.35396397916569
"ind","agegrps_v2X","Total","Under 18",6.97322594520235,0.164969808880918
"ind","agegrps_v2X","Total","18-64",16.0250307067412,0.284245185705921
"ind","agegrps_v2X","Total","65+",43.5312954120376,0.803961771928357
"ind","insurance_v2X","Total","<65, Any private",14.0411131065898,0.254975411056867
"ind","insurance_v2X","Total","<65, Public only",17.234545974949,0.647912854973924
"ind","insurance_v2X","Total","<65, Uninsured",6.56780261077921,0.312766235432535
"ind","insurance_v2X","Total","65+, Medicare only",42.0303849421771,1.46790189438719
"ind","insurance_v2X","Total","65+, Medicare and private",43.964876543378,1.02810918715986
"ind","insurance_v2X","Total","65+, Medicare and other public",49.3673213972512,2.02976574770207
"ind","insurance_v2X","Total","65+, No medicare",16.1883866569628,3.88742040348499
"event","sop","DVT","EXP",0.859968198491603,0.0143839463753992
"event","sop","DVT","SLF",0.530166673580948,0.0113888141400578
"event","sop","DVT","MCR",0.00504556262226637,0.000756556856869252
"event","sop","DVT","MCD",0.0719239920322716,0.00385466015415498
"event","sop","DVT","PTR",0.494268920990093,0.0111797907632277
"event","sop","DVT","OTZ",0.0310916028087778,0.00217553731001409
"event","sop","RX","EXP",10.350554284406,0.206746176859249
"event","sop","RX","SLF",9.19609552320038,0.182766771143096
"event","sop","RX","MCR",2.42578389751231,0.0959280120100908
"event","sop","RX","MCD",0.733907088205431,0.0419478289522479
"event","sop","RX","PTR",3.5011657060426,0.0828157244940435
"event","sop","RX","OTZ",0.492340876443558,0.0300027371095762
"event","sop","OBV","EXP",4.80228108603029,0.0932952306037038
"event","sop","OBV","SLF",2.75835226361878,0.0625656941064441
"event","sop","OBV","MCR",1.1307726475649,0.0378374499829116
"event","sop","OBV","MCD",0.523150068365574,0.0246350854466614
"event","sop","OBV","PTR",2.76797057224546,0.0717061348910087
"event","sop","OBV","OTZ",0.51174685832759,0.0217689827259734
"event","sop","OBD","EXP",3.13742314502743,0.0527329131783489
"event","sop","OBD","SLF",1.82917172145981,0.0341668353699524
"event","sop","OBD","MCR",0.839987579322697,0.0271533894025936
"event","sop","OBD","MCD",0.382945838919734,0.0172264494262669
"event","sop","OBD","PTR",1.84406478570108,0.0404284508687897
"event","sop","OBD","OTZ",0.330024559009036,0.0154076487009071
"event","sop","OBO","EXP",1.62354379829765,0.0543514724542649
"event","sop","OBO","SLF",0.903051067566964,0.0386005904904737
"event","sop","OBO","MCR",0.283738405896724,0.0170771858136094
"event","sop","OBO","MCD",0.135619203958072,0.01229843996266
"event","sop","OBO","PTR",0.905868895013736,0.0392953435697529
"event","sop","OBO","OTZ",0.178244133064965,0.0126341633285589
"event","sop","OPT","EXP",0.417652519258212,0.0192226312607169
"event","sop","OPT","SLF",0.168043418081571,0.013212785388398
"event","sop","OPT","MCR",0.146176694057609,0.0100751457956092
"event","sop","OPT","MCD",0.0459022690755412,0.00515202974420313
"event","sop","OPT","PTR",0.238123367962272,0.0121936178075256
"event","sop","OPT","OTZ",0.0529627721631268,0.0060476358054327
"event","sop","OPY","EXP",0.16255105230105,0.00820506413384673
"event","sop","OPY","SLF",0.0702663863377057,0.00434830636411533
"event","sop","OPY","MCR",0.0545627877651557,0.00504017431848127
"event","sop","OPY","MCD",0.0209369131741607,0.00286766781100144
"event","sop","OPY","PTR",0.0948996269610206,0.00621801705002419
"event","sop","OPY","OTZ",0.0230590133433435,0.0024305895632555
"event","sop","OPZ","EXP",0.239476843319965,0.0121002244931016
"event","sop","OPZ","SLF",0.085582179138444,0.006942893450659
"event","sop","OPZ","MCR",0.0906565486067481,0.00698596370540077
"event","sop","OPZ","MCD",0.023591116345397,0.0035427446314708
"event","sop","OPZ","PTR",0.139415091130076,0.00840387064232103
"event","sop","OPZ","OTZ",0.0290740550393776,0.00513879452404221
"event","sop","ERT","EXP",0.168558782340108,0.00434543012047363
"event","sop","ERT","SLF",0.0768160883404983,0.00255077905580389
"event","sop","ERT","MCR",0.0423374146186888,0.0021981407428142
"event","sop","ERT","MCD",0.0357749716751293,0.00188427874484568
"event","sop","ERT","PTR",0.0946150523843527,0.00324983323175972
"event","sop","ERT","OTZ",0.0228956764872719,0.00127332838899976
"event","sop","IPT","EXP",0.0954692194669092,0.00314892525258233
"event","sop","IPT","SLF",0.0423513642431413,0.00175636580498357
"event","sop","IPT","MCR",0.0403618590749902,0.00227761643214393
"event","sop","IPT","MCD",0.0207353684308312,0.00119179426756552
"event","sop","IPT","PTR",0.0568377745463106,0.00239838096915626
"event","sop","IPT","OTZ",0.0150377814913349,0.000985310222235062
"event","sop","HHT","EXP",0.110201645229401,0.007630605241728
"event","sop","HHT","SLF",0.0250025087990373,0.00331492619474117
"event","sop","HHT","MCR",0.0421660528916787,0.00400602354255818
"event","sop","HHT","MCD",0.0279963236853492,0.00333177904729651
"event","sop","HHT","PTR",0.00959173941969844,0.00154403780503464
"event","sop","HHT","OTZ",0.016466881022174,0.00204208770125622
"event","agegrps","DVT","Under 5",0.292997118113316,0.0180025191181756
"event","agegrps","DVT","5-17",1.48340269117007,0.0433389727966561
"event","agegrps","DVT","18-44",0.769467259898616,0.021338719818259
"event","agegrps","DVT","45-64",1.18814534819392,0.0269745928008028
"event","agegrps","DVT","65+",1.1586692119236,0.0415075846943433
"event","agegrps","RX","Under 5",2.14210504694155,0.144071728459963
"event","agegrps","RX","5-17",2.74263031052564,0.110101337577375
"event","agegrps","RX","18-44",5.01174772991428,0.128682233912279
"event","agegrps","RX","45-64",15.9795292483719,0.378614444277146
"event","agegrps","RX","65+",29.8492253659429,0.666491364122708
"event","agegrps","OBV","Under 5",3.71760699520902,0.154863603234401
"event","agegrps","OBV","5-17",2.62790888859169,0.0967655038209559
"event","agegrps","OBV","18-44",3.69411846554895,0.109969819425819
"event","agegrps","OBV","45-64",6.6530873218973,0.174734529258397
"event","agegrps","OBV","65+",10.151057837999,0.247122949921497
"event","agegrps","OBD","Under 5",3.12273555524332,0.0923823561809439
"event","agegrps","OBD","5-17",1.73543518679792,0.0528183285019305
"event","agegrps","OBD","18-44",2.30397648756845,0.0618348816934053
"event","agegrps","OBD","45-64",3.9686825769467,0.0886329519747239
"event","agegrps","OBD","65+",6.94937781515673,0.147249319647215
"event","agegrps","OBO","Under 5",0.582403463582794,0.104451052982042
"event","agegrps","OBO","5-17",0.85792120616958,0.0714028533149574
"event","agegrps","OBO","18-44",1.3568367211257,0.0676160437898585
"event","agegrps","OBO","45-64",2.63323042256966,0.125117697921525
"event","agegrps","OBO","65+",3.11996076099507,0.159924835723325
"event","agegrps","OPT","Under 5",0.141265296239519,0.01805127044423
"event","agegrps","OPT","5-17",0.105926418564181,0.013405064525419
"event","agegrps","OPT","18-44",0.211672226897967,0.0164544705910601
"event","agegrps","OPT","45-64",0.677313694697058,0.0429115709025092
"event","agegrps","OPT","65+",1.21818867389279,0.112173421796461
"event","agegrps","OPY","Under 5",0.0930763695881885,0.012849411454651
"event","agegrps","OPY","5-17",0.0633269060504657,0.0110866729769817
