"rowGrp","colGrp","rowLevels","colLevels","pctEXP","pctEXP_se"
"ind","ind","Total","Total",0.846382624076421,0.00368759968273269
"ind","event","Total","TOT",0.846382624076421,0.00368759968273269
"ind","event","Total","DVT",0.420071911844417,0.00535204474554711
"ind","event","Total","RX",0.626452628209526,0.00480407031769603
"ind","event","Total","OBV",0.716441080836627,0.00474011755852774
"ind","event","Total","OBD",0.666841366728337,0.00448296935631036
"ind","event","Total","OBO",0.309234556346305,0.0056732552888159
"ind","event","Total","OPT",0.14856101351419,0.00374589496463739
"ind","event","Total","OPY",0.0800815575963982,0.00232890220789601
"ind","event","Total","OPZ",0.0906751018075131,0.00306165098419393
"ind","event","Total","ERT",0.126280406892615,0.00276491085613142
"ind","event","Total","IPT",0.0720568346296714,0.00188209133548529
"ind","event","Total","HHT",0.021704049122198,0.00112229205475775
"ind","event","Total","OMA",0.189766430766217,0.00377949146578972
"ind","sop","Total","EXP",0.846382624076421,0.00368759968273269
"ind","sop","Total","SLF",0.772342816735403,0.00442946828064352
"ind","sop","Total","PTR",0.576527857133131,0.0064563106723498
"ind","sop","Total","MCR",0.143652042993828,0.00341939089665424
"ind","sop","Total","MCD",0.132805826382133,0.00363053104356439
"ind","sop","Total","OTZ",0.152775623576065,0.00338859401499308
"ind","agegrps","Total","Under 5",0.895360791376775,0.00791614480351255
"ind","agegrps","Total","5-17",0.839134526460011,0.00709810265657232
"ind","agegrps","Total","18-44",0.768968214577543,0.00583641723692714
"ind","agegrps","Total","45-64",0.891525942705903,0.00462189441942307
"ind","agegrps","Total","65+",0.966569202384743,0.00329496636391513
"event","sop","TOT","EXP",0.846382624076421,0.00368759968273269
"event","sop","TOT","SLF",0.772342816735403,0.00442946828064352
"event","sop","TOT","PTR",0.576527857133131,0.0064563106723498
"event","sop","TOT","MCR",0.143652042993828,0.00341939089665424
"event","sop","TOT","MCD",0.132805826382133,0.00363053104356439
"event","sop","TOT","OTZ",0.152775623576065,0.00338859401499308
"event","sop","DVT","EXP",0.420071911844417,0.00535204474554711
"event","sop","DVT","SLF",0.290442227149713,0.00488113132404512
"event","sop","DVT","PTR",0.266402957357277,0.00519271594973458
"event","sop","DVT","MCR",0.00324940294496453,0.000458973819421266
"event","sop","DVT","MCD",0.038254242336601,0.00176603069119149
"event","sop","DVT","OTZ",0.019324133110114,0.00115778790202973
"event","sop","RX","EXP",0.626452628209526,0.00480407031769603
"event","sop","RX","SLF",0.595798002060422,0.00489389213595185
"event","sop","RX","PTR",0.356766440996663,0.00488245674191962
"event","sop","RX","MCR",0.101839388756412,0.00278044163517421
"event","sop","RX","MCD",0.0715007679172079,0.00235263702961685
"event","sop","RX","OTZ",0.0409559058669079,0.00163611867863292
"event","sop","OBV","EXP",0.716441080836627,0.00474011755852774
"event","sop","OBV","SLF",0.560015393821817,0.00531674740084179
"event","sop","OBV","PTR",0.479432502876168,0.00619686294263031
"event","sop","OBV","MCR",0.126888384434765,0.00307633471276939
"event","sop","OBV","MCD",0.101620946881172,0.00298643335161548
"event","sop","OBV","OTZ",0.106966414064149,0.0028567427348373
"event","sop","OBD","EXP",0.666841366728337,0.00448296935631036
"event","sop","OBD","SLF",0.508806036848696,0.00507764913435963
"event","sop","OBD","PTR",0.445959654835458,0.00588693552717065
"event","sop","OBD","MCR",0.122838848048334,0.00292208587233133
"event","sop","OBD","MCD",0.0938132461918372,0.0028304742175784
"event","sop","OBD","OTZ",0.0918138830261363,0.00262712041953156
"event","sop","OBO","EXP",0.309234556346305,0.0056732552888159
"event","sop","OBO","SLF",0.205690402167053,0.00495050239864388
