"rowGrp","colGrp","rowLevels","colLevels","medEXP","medEXP_se"
"ind","ind","Total","Total",1185,22.9596055616094
"ind","event","Total","TOT",1185,22.9596055616094
"ind","event","Total","DVT",219,3.57149419847258
"ind","event","Total","RX",364,10.4593758669554
"ind","event","Total","OBV",364,6.12256148309585
"ind","event","Total","OBD",293,4.59192111232189
"ind","event","Total","OBO",212,6.37766821155818
"ind","event","Total","OPT",700,33.6740881570272
"ind","event","Total","OPY",1163,80.358619465633
"ind","event","Total","OPZ",348,18.6227911777499
"ind","event","Total","ERT",511,12.7553364231164
"ind","event","Total","IPT",7677,250.00459389308
"ind","event","Total","HHT",2470,200.768995299851
"ind","event","Total","OMA",206,5.10213456924654
"ind","sop","Total","EXP",1185,22.9596055616094
"ind","sop","Total","SLF",340,6.12256148309585
"ind","sop","Total","PTR",679,14.796190250815
"ind","sop","Total","MCR",1774,75.5115916248488
"ind","sop","Total","MCD",383,17.8574709923629
"ind","sop","Total","OTZ",290,11.4798027808047
"ind","agegrps","Total","Under 5",432,17.6023642639006
"ind","agegrps","Total","5-17",477,16.0717238931266
"ind","agegrps","Total","18-44",846,26.2759930316197
"ind","agegrps","Total","45-64",2054,59.9500811886468
"ind","agegrps","Total","65+",4215,97.9609837295336
"ind","region","Total","Northeast",1272,55.358160076325
"ind","region","Total","Midwest",1288,61.4807215594208
"ind","region","Total","South",1162,47.1947447655305
"ind","region","Total","West",1051,43.8783572955202
"ind","married","Total","Married",1758,48.2151716793798
"ind","married","Total","Widowed",4172,208.422197153721
"ind","married","Total","Divorced",2000,88.5220347764275
"ind","married","Total","Separated",1788,245.412672780759
"ind","married","Total","Never married",815,30.6128074154792
"ind","married","Total","Inapplicable (age < 16)",449,12.2451229661917
"ind","married","Total","Missing",1845,3791.65130513557
"ind","race","Total","Hispanic",564,30.8679141439416
"ind","race","Total","White",1442,41.327290010897
"ind","race","Total","Black",756,40.56196982551
"ind","race","Total","Amer. Indian, AK Native, or mult. races",1061,153.064037077396
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",744,62.7562552017324
"ind","sex","Total","Male",963,27.0413132170067
"ind","sex","Total","Female",1412,38.0109025408867
"ind","education","Total","Less than high school",1805,82.6545800217939
"ind","education","Total","High school",1739,60.7154013740338
"ind","education","Total","Some college",1607,45.6641043947565
"ind","education","Total","Inapplicable (age < 18)",462,13.0104431515787
"ind","education","Total","Missing",1469,442.8652806106
"ind","employed","Total","Employed",1168,23.9800324754587
"ind","employed","Total","Not employed",2830,82.9096867502563
"ind","employed","Total","Inapplicable (age < 16)",449,12.2451229661917
"ind","employed","Total","Missing",400,0
"ind","insurance","Total","Any private, all ages",1251,25.5106728462327
"ind","insurance","Total","Public only, all ages",1423,86.2260742202665
"ind","insurance","Total","Uninsured, all ages",438,20.1534315485238
"ind","poverty","Total","Negative or poor",898,63.2664686586571
"ind","poverty","Total","Near-poor",1161,140.30870065428
"ind","poverty","Total","Low income",1044,61.4807215594208
"ind","poverty","Total","Middle income",1067,34.9496217993388
"ind","poverty","Total","High income",1372,40.0517563685853
"ind","health","Total","Excellent",630,15.5615104362019
"ind","health","Total","Very good",1060,33.6740881570272
"ind","health","Total","Good",1781,70.1543503271399
"ind","health","Total","Fair",3750,180.615563751328
"ind","health","Total","Poor",9140,478.835329323788
"ind","health","Total","Missing",7467,3068.67883667333
"ind","mnhlth","Total","Excellent",807,20.1534315485238
"ind","mnhlth","Total","Very good",1114,33.1638747001025
"ind","mnhlth","Total","Good",1736,79.0830858233214
"ind","mnhlth","Total","Fair",3903,183.931951221338
"ind","mnhlth","Total","Poor",6136,608.174440654188
"ind","mnhlth","Total","Missing",7467,3068.67883667333
"ind","agegrps_v2X","Total","Under 18",462,13.0104431515787
"ind","agegrps_v2X","Total","18-64",1265,23.7249257469964
"ind","agegrps_v2X","Total","65+",4215,97.9609837295336
"ind","insurance_v2X","Total","<65, Any private",1038,22.7044988331471
"ind","insurance_v2X","Total","<65, Public only",645,35.4598352562635
"ind","insurance_v2X","Total","<65, Uninsured",438,19.6432180915992
"ind","insurance_v2X","Total","65+, Medicare only",3768,161.992772573578
"ind","insurance_v2X","Total","65+, Medicare and private",4372,138.522953555044
"ind","insurance_v2X","Total","65+, Medicare and other public",5095,359.445380403419
"ind","insurance_v2X","Total","65+, No medicare",1693,476.284262039165
"event","sop","TOT","EXP",1185,22.9596055616094
"event","sop","TOT","SLF",340,6.12256148309585
"event","sop","TOT","PTR",679,14.796190250815
"event","sop","TOT","MCR",1774,75.5115916248488
"event","sop","TOT","MCD",383,17.8574709923629
"event","sop","TOT","OTZ",290,11.4798027808047
"event","sop","DVT","EXP",219,3.57149419847258
"event","sop","DVT","SLF",131,3.82660092693491
"event","sop","DVT","PTR",180,3.31638747001025
"event","sop","DVT","MCR",167,28.061740130856
"event","sop","DVT","MCD",94,3.57149419847258
"event","sop","DVT","OTZ",147,9.4389489531061
"event","sop","RX","EXP",364,10.4593758669554
"event","sop","RX","SLF",140,4.08170765539723
"event","sop","RX","PTR",188,6.12256148309585
"event","sop","RX","MCR",736,28.061740130856
"event","sop","RX","MCD",92,7.14298839694516
"event","sop","RX","OTZ",248,23.9800324754587
"event","sop","OBV","EXP",364,6.12256148309585
"event","sop","OBV","SLF",79,1.27553364231164
"event","sop","OBV","PTR",252,4.59192111232189
"event","sop","OBV","MCR",495,15.8166171646643
"event","sop","OBV","MCD",190,7.39809512540748
"event","sop","OBV","OTZ",180,8.92873549618145
"event","sop","OBD","EXP",293,4.59192111232189
"event","sop","OBD","SLF",60,0
"event","sop","OBD","PTR",204,4.08170765539723
"event","sop","OBD","MCR",402,13.7757633369657
"event","sop","OBD","MCD",172,5.61234802617119
"event","sop","OBD","OTZ",146,6.6327749400205
"event","sop","OBO","EXP",212,6.37766821155818
"event","sop","OBO","SLF",69,2.55106728462327
"event","sop","OBO","PTR",156,4.84702784078421
"event","sop","OBO","MCR",175,7.39809512540748
"event","sop","OBO","MCD",150,9.94916241003075
"event","sop","OBO","OTZ",152,10.2042691384931
"event","sop","OPT","EXP",700,33.6740881570272
"event","sop","OPT","SLF",84,6.37766821155818
"event","sop","OPT","PTR",518,30.1025939585546
"event","sop","OPT","MCR",454,33.4189814285648
"event","sop","OPT","MCD",189,17.8574709923629
"event","sop","OPT","OTZ",292,34.6945150708765
"event","sop","OPY","EXP",1163,80.358619465633
"event","sop","OPY","SLF",100,4.84702784078421
"event","sop","OPY","PTR",994,77.2973387240851
"event","sop","OPY","MCR",694,47.7049582224551
"event","sop","OPY","MCD",189,35.9700487131881
"event","sop","OPY","OTZ",397,54.0826264340133
"event","sop","OPZ","EXP",348,18.6227911777499
"event","sop","OPZ","SLF",60,4.84702784078421
"event","sop","OPZ","PTR",260,17.6023642639006
"event","sop","OPZ","MCR",245,21.6840719192978
"event","sop","OPZ","MCD",156,14.030870065428
"event","sop","OPZ","OTZ",152,18.6227911777499
"event","sop","ERT","EXP",511,12.7553364231164
"event","sop","ERT","SLF",100,0.255106728462327
"event","sop","ERT","PTR",405,17.0921508069759
"event","sop","ERT","MCR",328,16.3268306215889
"event","sop","ERT","MCD",191,9.69405568156843
"event","sop","ERT","OTZ",228,26.2759930316197
"event","sop","IPT","EXP",7677,250.00459389308
"event","sop","IPT","SLF",313,25.2555661177704
"event","sop","IPT","PTR",5235,234.443083456879
"event","sop","IPT","MCR",7883,586.235262006427
"event","sop","IPT","MCD",3219,179.084923380554
"event","sop","IPT","OTZ",1160,92.3486357033624
"event","sop","HHT","EXP",2470,200.768995299851
"event","sop","HHT","SLF",600,144.645515038139
"event","sop","HHT","PTR",520,139.288273740431
"event","sop","HHT","MCR",2317,231.381802715331
"event","sop","HHT","MCD",2627,313.271062551738
"event","sop","HHT","OTZ",895,142.349554481978
"event","sop","OMA","EXP",206,5.10213456924654
"event","sop","OMA","SLF",150,2.29596055616094
"event","sop","OMA","PTR",165,6.6327749400205
"event","sop","OMA","MCR",254,16.0717238931266
"event","sop","OMA","MCD",148,10.4593758669554
"event","sop","OMA","OTZ",200,22.9596055616094
"event","agegrps","TOT","Under 5",432,17.6023642639006
"event","agegrps","TOT","5-17",477,16.0717238931266
"event","agegrps","TOT","18-44",846,26.2759930316197
"event","agegrps","TOT","45-64",2054,59.9500811886468
"event","agegrps","TOT","65+",4215,97.9609837295336
"event","agegrps","DVT","Under 5",118,7.14298839694516
"event","agegrps","DVT","5-17",199,5.35724129770887
"event","agegrps","DVT","18-44",206,4.59192111232189
"event","agegrps","DVT","45-64",251,5.35724129770887
