"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"ind","ind","Total","Total",1033056420278.58,31186947306.5869
"ind","event","Total","TOT",1033056420278.58,31186947306.5869
"ind","event","Total","DVT",76322384792.6976,2680173149.7058
"ind","event","Total","RX",223330492655.259,8372027908.1794
"ind","event","Total","OBV",244783884027.503,7626142698.8415
"ind","event","Total","OBD",176410297096.312,5548893446.98358
"ind","event","Total","OBO",66720987266.2844,3201418589.00966
"ind","event","Total","OPT",89578364427.1454,4457393093.50763
"ind","event","Total","OPY",61413247365.593,3382717525.17394
"ind","event","Total","OPZ",27205180500.3757,1639453637.66353
"ind","event","Total","ERT",37515180924.2228,1613372734.48066
"ind","event","Total","IPT",307241079345.335,15828112042.7935
"ind","event","Total","HHT",33833176027.6463,2971841720.67167
"ind","event","Total","OMA",20453186398.8293,938076902.010891
"ind","sop","Total","EXP",1033056420278.58,31186947306.5869
"ind","sop","Total","SLF",195807536933.721,7302645178.54387
"ind","sop","Total","PTR",431077787753.516,16534688352.1486
"ind","sop","Total","MCR",243115326687.744,10197260600.1034
"ind","sop","Total","MCD",89592910159.8695,6111172727.78128
"ind","sop","Total","OTZ",73470135476.9234,5665657646.86957
"ind","agegrps","Total","Under 5",30468511689.011,4730719732.02524
"ind","agegrps","Total","5-17",68320615320.8349,4026162620.58251
"ind","agegrps","Total","18-44",230870678203.473,9197236152.80153
"ind","agegrps","Total","45-64",370076380311.862,16625550286.4243
"ind","agegrps","Total","65+",333320234753.401,15170827474.7005
"event","sop","TOT","EXP",1033056420278.58,31186947306.5869
"event","sop","TOT","SLF",195807536933.721,7302645178.54387
"event","sop","TOT","PTR",431077787753.516,16534688352.1486
"event","sop","TOT","MCR",243115326687.744,10197260600.1034
"event","sop","TOT","MCD",89592910159.8695,6111172727.78128
"event","sop","TOT","OTZ",73470135476.9234,5665657646.86957
"event","sop","DVT","EXP",76322384792.6976,2680173149.7058
"event","sop","DVT","SLF",37577679578.3474,1691928230.38764
"event","sop","DVT","PTR",32748114156.1426,1221867840.18719
"event","sop","DVT","MCR",382392096.056299,74359306.7362592
"event","sop","DVT","MCD",3418026762.85017,336051662.570257
"event","sop","DVT","OTZ",2197805301.73091,255446132.220063
"event","sop","RX","EXP",223330492655.259,8372027908.1794
"event","sop","RX","SLF",77902831690.5694,3013440697.8051
"event","sop","RX","PTR",75847121089.3924,5760269145.97009
