"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"ind","ind","Total","Total",37182,0
"ind","event","Total","TOT",29084,0
"ind","event","Total","DVT",12928,0
"ind","event","Total","RX",19833,0
"ind","event","Total","OBT",23907,0
"ind","event","Total","OBD",22268,0
"ind","event","Total","OBO",8937,0
"ind","event","Total","OPT",4041,0
"ind","event","Total","OPD",2453,0
"ind","event","Total","OPO",2119,0
"ind","event","Total","ERT",4714,0
"ind","event","Total","IPD",2288,0
"ind","event","Total","HHT",714,0
"ind","event","Total","OMA",4928,0
"ind","sop","Total","EXP",28853,0
"ind","sop","Total","SLF",23312,0
"ind","sop","Total","PTR",14825,0
"ind","sop","Total","MCR",5220,0
"ind","sop","Total","MCD",8528,0
"ind","sop","Total","OTZ",6208,0
"ind","agegrps","Total","Under 5",2723,0
"ind","agegrps","Total","5-17",7697,0
"ind","agegrps","Total","18-44",13506,0
"ind","agegrps","Total","45-64",8937,0
"ind","agegrps","Total","65+",4319,0
"ind","region","Total","Northeast",6052,0
"ind","region","Total","Midwest",6817,0
"ind","region","Total","South",14004,0
"ind","region","Total","West",10309,0
"ind","married","Total","Married",13001,0
"ind","married","Total","Widowed",1619,0
"ind","married","Total","Divorced",2942,0
"ind","married","Total","Separated",866,0
"ind","married","Total","Never married",9482,0
"ind","married","Total","Inapplicable (age < 16)",9272,0
"ind","race","Total","Hispanic",11862,0
"ind","race","Total","White",14099,0
"ind","race","Total","Black",7589,0
"ind","race","Total","Amer. Indian, AK Native, or mult. races",822,0
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",2810,0
"ind","sex","Total","Male",17822,0
"ind","sex","Total","Female",19360,0
"ind","education","Total","Less than high school",5865,0
"ind","education","Total","High school",7928,0
"ind","education","Total","Some college",12674,0
"ind","education","Total","Inapplicable (age < 18)",10420,0
"ind","education","Total","Missing",295,0
"ind","employed","Total","Employed",15949,0
"ind","employed","Total","Not employed",11936,0
"ind","employed","Total","Inapplicable (age < 16)",9274,0
"ind","employed","Total","Missing",23,0
"ind","insurance","Total","Any private, all ages",19066,0
"ind","insurance","Total","Public only, all ages",11599,0
"ind","insurance","Total","Uninsured, all ages",6517,0
"ind","poverty","Total","Negative or poor",8738,0
"ind","poverty","Total","Near-poor",2578,0
"ind","poverty","Total","Low income",6403,0
"ind","poverty","Total","Middle income",10317,0
"ind","poverty","Total","High income",9146,0
"ind","health","Total","Excellent",11955,0
"ind","health","Total","Very good",11277,0
"ind","health","Total","Good",9611,0
"ind","health","Total","Fair",3292,0
"ind","health","Total","Poor",997,0
"ind","health","Total","Missing",50,0
"ind","mnhlth","Total","Excellent",15535,0
"ind","mnhlth","Total","Very good",10385,0
"ind","mnhlth","Total","Good",8637,0
"ind","mnhlth","Total","Fair",2052,0
"ind","mnhlth","Total","Poor",522,0
"ind","mnhlth","Total","Missing",51,0
"ind","agegrps_v2X","Total","Under 18",10420,0
"ind","agegrps_v2X","Total","18-64",22443,0
"ind","agegrps_v2X","Total","65+",4319,0
"ind","insurance_v2X","Total","<65, Any private",17108,0
"ind","insurance_v2X","Total","<65, Public only",9288,0
"ind","insurance_v2X","Total","<65, Uninsured",6467,0
"ind","insurance_v2X","Total","65+, Medicare only",1582,0
"ind","insurance_v2X","Total","65+, Medicare and private",1912,0
"ind","insurance_v2X","Total","65+, Medicare and other public",729,0
"ind","insurance_v2X","Total","65+, No medicare",96,0
"event","sop","TOT","EXP",28853,0
"event","sop","TOT","SLF",23312,0
"event","sop","TOT","PTR",14825,0
"event","sop","TOT","MCR",5220,0
"event","sop","TOT","MCD",8528,0
"event","sop","TOT","OTZ",6208,0
"event","sop","DVT","EXP",12576,0
"event","sop","DVT","SLF",6973,0
"event","sop","DVT","PTR",6532,0
"event","sop","DVT","MCR",201,0
"event","sop","DVT","MCD",2817,0
"event","sop","DVT","OTZ",661,0
"event","sop","RX","EXP",19778,0
"event","sop","RX","SLF",17278,0
"event","sop","RX","PTR",7299,0
"event","sop","RX","MCR",3994,0
"event","sop","RX","MCD",4522,0
"event","sop","RX","OTZ",2421,0
"event","sop","OBV","EXP",23583,0
"event","sop","OBV","SLF",14918,0
"event","sop","OBV","PTR",12163,0
"event","sop","OBV","MCR",4135,0
"event","sop","OBV","MCD",6229,0
"event","sop","OBV","OTZ",3787,0
"event","sop","OBD","EXP",22001,0
"event","sop","OBD","SLF",13347,0
"event","sop","OBD","PTR",11289,0
"event","sop","OBD","MCR",3984,0
"event","sop","OBD","MCD",5827,0
"event","sop","OBD","OTZ",3320,0
"event","sop","OBO","EXP",8698,0
"event","sop","OBO","SLF",5068,0
"event","sop","OBO","PTR",4707,0
"event","sop","OBO","MCR",1670,0
"event","sop","OBO","MCD",1420,0
"event","sop","OBO","OTZ",1120,0
"event","sop","OPT","EXP",3961,0
"event","sop","OPT","SLF",1755,0
"event","sop","OPT","PTR",2124,0
"event","sop","OPT","MCR",1186,0
"event","sop","OPT","MCD",851,0
"event","sop","OPT","OTZ",629,0
"event","sop","OPY","EXP",2395,0
"event","sop","OPY","SLF",1073,0
"event","sop","OPY","PTR",1201,0
"event","sop","OPY","MCR",644,0
"event","sop","OPY","MCD",591,0
"event","sop","OPY","OTZ",431,0
"event","sop","OPZ","EXP",2075,0
"event","sop","OPZ","SLF",807,0
"event","sop","OPZ","PTR",1192,0
"event","sop","OPZ","MCR",719,0
"event","sop","OPZ","MCD",327,0
"event","sop","OPZ","OTZ",272,0
"event","sop","ERT","EXP",4460,0
"event","sop","ERT","SLF",1773,0
"event","sop","ERT","PTR",1739,0
"event","sop","ERT","MCR",929,0
"event","sop","ERT","MCD",1546,0
"event","sop","ERT","OTZ",756,0
"event","sop","IPT","EXP",2269,0
