"rowGrp","colGrp","rowLevels","colLevels","pctEXP","pctEXP_se"
"ind","ind","Total","Total",0.846717782981284,0.00381901354763532
"ind","event","Total","TOT",0.846717782981284,0.00381901354763532
"ind","event","Total","DVT",0.403626944903691,0.00625454572578956
"ind","event","Total","RX",0.623749906717872,0.0049082536312345
"ind","event","Total","OBV",0.723590619888239,0.00482026378737882
"ind","event","Total","OBD",0.673176418304968,0.00461329639577136
"ind","event","Total","OBO",0.317263467600334,0.00688696710370207
"ind","event","Total","OPT",0.137964927940955,0.00448146014154481
"ind","event","Total","OPY",0.0780882030240107,0.00265206264152777
"ind","event","Total","OPZ",0.0795322540203138,0.00385741241448854
"ind","event","Total","ERT",0.128191503393688,0.00307816297121324
"ind","event","Total","IPT",0.0724436269127545,0.00211864900307793
"ind","event","Total","HHT",0.0221308835163951,0.001289978722245
"ind","event","Total","OMA",0.165840249935266,0.00480846629320646
"ind","sop","Total","EXP",0.846717782981284,0.00381901354763532
"ind","sop","Total","SLF",0.743199176864952,0.00563690216097168
"ind","sop","Total","PTR",0.535179194593288,0.00858686018959434
"ind","sop","Total","MCR",0.170954042392639,0.00461496498943828
"ind","sop","Total","MCD",0.169574254898424,0.00538313645605285
"ind","sop","Total","OTZ",0.168315739453742,0.00394086088480717
"ind","agegrps","Total","Under 5",0.886774621899811,0.00965900518332041
"ind","agegrps","Total","5-17",0.859223169957061,0.00693139499019311
"ind","agegrps","Total","18-44",0.755372560210876,0.00642745634835947
"ind","agegrps","Total","45-64",0.888831747901316,0.00443504272058364
"ind","agegrps","Total","65+",0.963457809471477,0.0037150992575941
"ind","region","Total","Northeast",0.857586439655383,0.00859406208369943
"ind","region","Total","Midwest",0.892018053635174,0.00648928177476805
"ind","region","Total","South",0.830581640743149,0.00637652360199019
"ind","region","Total","West",0.823105324963476,0.00800281260403028
"ind","married","Total","Married",0.87745014982356,0.00462291052827416
"ind","married","Total","Widowed",0.94473215183399,0.00642179731875777
"ind","married","Total","Divorced",0.885929996318609,0.00772142899828428
"ind","married","Total","Separated",0.811383019280825,0.0153695450989686
"ind","married","Total","Never married",0.741229540866253,0.00673545577796087
"ind","married","Total","Inapplicable (age < 16)",0.871772280981603,0.0059726282401505
"ind","race","Total","Hispanic",0.738210160472641,0.00748786443194449
"ind","race","Total","White",0.893077437487102,0.00416685160815227
"ind","race","Total","Black",0.792881229294733,0.00668189096600556
"ind","race","Total","Amer. Indian, AK Native, or mult. races",0.870473220211426,0.0143896558824057
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",0.759795826021095,0.0123663133685834
"ind","sex","Total","Male",0.800091021012176,0.00518182902119206
"ind","sex","Total","Female",0.891276942860579,0.00338843137289693
"ind","education","Total","Less than high school",0.756547521560553,0.00810018794603398
"ind","education","Total","High school",0.816435990486607,0.00607731280716408
"ind","education","Total","Some college",0.876415969031315,0.00427310213566631
"ind","education","Total","Inapplicable (age < 18)",0.866657969719563,0.00600360307761508
"ind","education","Total","Missing",0.638517657003149,0.0456067031098214
"ind","employed","Total","Employed",0.819569290088674,0.00498680393089409
"ind","employed","Total","Not employed",0.871145252572972,0.00466140627600393
"ind","employed","Total","Inapplicable (age < 16)",0.871625670934671,0.00597453578139237
"ind","employed","Total","Missing",0.522058381151625,0.155453091819045
"ind","insurance","Total","Any private, all ages",0.889616264899615,0.00383902100357461
"ind","insurance","Total","Public only, all ages",0.886103930522079,0.00464271272085513
"ind","insurance","Total","Uninsured, all ages",0.558439455377274,0.0106980310695232
"ind","poverty","Total","Negative or poor",0.796122612237849,0.00789593606183942
"ind","poverty","Total","Near-poor",0.804841101980913,0.0103676814692246
"ind","poverty","Total","Low income",0.805192906820252,0.00817326849897173
"ind","poverty","Total","Middle income",0.838120651541085,0.00737989395063158
"ind","poverty","Total","High income",0.897695700301691,0.00508956806297623
"ind","health","Total","Excellent",0.802953462861797,0.00681354059513949
"ind","health","Total","Very good",0.845527053784376,0.00593568271755812
"ind","health","Total","Good",0.865083734363478,0.00582039134483774
"ind","health","Total","Fair",0.922194807576955,0.00538288859805167
"ind","health","Total","Poor",0.974404562756809,0.00593067090766912
"ind","health","Total","Missing",0.743289022967731,0.069107496528704
"ind","mnhlth","Total","Excellent",0.824738395511211,0.005477685928224
"ind","mnhlth","Total","Very good",0.843931023585883,0.00615667257771405
"ind","mnhlth","Total","Good",0.866974245148212,0.00609552918040356
"ind","mnhlth","Total","Fair",0.918448540276402,0.00825124040861064
"ind","mnhlth","Total","Poor",0.946096940751745,0.00950260833180063
"ind","mnhlth","Total","Missing",0.747172969691151,0.0680189340535207
"ind","agegrps_v2X","Total","Under 18",0.866657969719563,0.00600360307761508
"ind","agegrps_v2X","Total","18-64",0.811933828177558,0.00479402717936136
"ind","agegrps_v2X","Total","65+",0.963457809471477,0.0037150992575941
"ind","insurance_v2X","Total","<65, Any private",0.87840079252304,0.00432666002245153
"ind","insurance_v2X","Total","<65, Public only",0.856849700939273,0.00560054436293486
"ind","insurance_v2X","Total","<65, Uninsured",0.557877913714091,0.010757343751178
"ind","insurance_v2X","Total","65+, Medicare only",0.951258235923869,0.00748346670074484
"ind","insurance_v2X","Total","65+, Medicare and private",0.973998007983419,0.00454056837657469
"ind","insurance_v2X","Total","65+, Medicare and other public",0.971931551326266,0.00769900097826914
"ind","insurance_v2X","Total","65+, No medicare",0.839504125147629,0.0355153740247388
"event","sop","TOT","EXP",0.846717782981284,0.00381901354763532
"event","sop","TOT","SLF",0.743199176864952,0.00563690216097168
"event","sop","TOT","PTR",0.535179194593288,0.00858686018959434
"event","sop","TOT","MCR",0.170954042392639,0.00461496498943828
"event","sop","TOT","MCD",0.169574254898424,0.00538313645605285
"event","sop","TOT","OTZ",0.168315739453742,0.00394086088480717
"event","sop","DVT","EXP",0.403626944903691,0.00625454572578956
"event","sop","DVT","SLF",0.252917944613745,0.00593024983047479
"event","sop","DVT","PTR",0.245173978284248,0.00617394373199856
"event","sop","DVT","MCR",0.00682555448967022,0.000771454153337404
"event","sop","DVT","MCD",0.0479858173910927,0.0022822268541836
"event","sop","DVT","OTZ",0.0181557684752872,0.00123739275742752
"event","sop","RX","EXP",0.623749906717872,0.0049082536312345
"event","sop","RX","SLF",0.572193622731184,0.00561536107463319
"event","sop","RX","PTR",0.282996376645535,0.00656457768460289
"event","sop","RX","MCR",0.127113252932741,0.00369805154875636
"event","sop","RX","MCD",0.0967824342872976,0.00351900876081102
"event","sop","RX","OTZ",0.0695896523526916,0.00221078267919467
"event","sop","OBV","EXP",0.723590619888239,0.00482026378737882
"event","sop","OBV","SLF",0.522218035874944,0.00680938949794879
"event","sop","OBV","PTR",0.452644356655102,0.00780959650496138
"event","sop","OBV","MCR",0.140344548528408,0.00431705782390751
"event","sop","OBV","MCD",0.123258577271798,0.00448380302711172
"event","sop","OBV","OTZ",0.104446553394468,0.00307908626753367
"event","sop","OBD","EXP",0.673176418304968,0.00461329639577136
"event","sop","OBD","SLF",0.466097197550644,0.00630894911579052
"event","sop","OBD","PTR",0.420346941249859,0.00723014026478512
"event","sop","OBD","MCR",0.135268304124984,0.00423660705340886
"event","sop","OBD","MCD",0.113442539868567,0.00432226527392264
"event","sop","OBD","OTZ",0.0894859123166461,0.00292938998260138
"event","sop","OBO","EXP",0.317263467600334,0.00688696710370207
"event","sop","OBO","SLF",0.199948431075006,0.00536826912350129
"event","sop","OBO","PTR",0.193557116135698,0.00620798326578156
"event","sop","OBO","MCR",0.0639431758865159,0.00293688160022602
"event","sop","OBO","MCD",0.0346491561227754,0.00169907500775291
"event","sop","OBO","OTZ",0.0378539435179717,0.00161840300989351
"event","sop","OPT","EXP",0.137964927940955,0.00448146014154481
"event","sop","OPT","SLF",0.0667662466340407,0.00283793969592133
"event","sop","OPT","PTR",0.085131540530457,0.00353387853937316
"event","sop","OPT","MCR",0.0435957606836454,0.00208680566094919
"event","sop","OPT","MCD",0.0197507761958985,0.00108813339094958
"event","sop","OPT","OTZ",0.0201017227653032,0.00133131507625965
"event","sop","OPY","EXP",0.0780882030240107,0.00265206264152777
"event","sop","OPY","SLF",0.0389910791973365,0.00166054602948448
"event","sop","OPY","PTR",0.0458466175650065,0.00202814807191417
"event","sop","OPY","MCR",0.0228081332962231,0.00117705274895265
"event","sop","OPY","MCD",0.0127365696731952,0.000823647780881261
"event","sop","OPY","OTZ",0.0136279411389406,0.00100456450004951
"event","sop","OPZ","EXP",0.0795322540203138,0.00385741241448854
"event","sop","OPZ","SLF",0.0332748789123493,0.0021591257606829
"event","sop","OPZ","PTR",0.0507667329959988,0.00301215408170698
"event","sop","OPZ","MCR",0.0277449813975422,0.00171824973022009
"event","sop","OPZ","MCD",0.00875644761047272,0.000690279861253267
"event","sop","OPZ","OTZ",0.00895033582176246,0.000778659702162283
"event","sop","ERT","EXP",0.128191503393688,0.00307816297121324
"event","sop","ERT","SLF",0.0583663449670425,0.0021277183361894
"event","sop","ERT","PTR",0.06317205323336,0.00224820790000205
"event","sop","ERT","MCR",0.0303274064209317,0.0014413317742206
"event","sop","ERT","MCD",0.0320805811538358,0.00145732497280719
"event","sop","ERT","OTZ",0.0210784306874401,0.00112571436946053
"event","sop","IPT","EXP",0.0724436269127545,0.00211864900307793
"event","sop","IPT","SLF",0.034659461304841,0.00155373813355081
"event","sop","IPT","PTR",0.0396477813923602,0.00169920124283884
