"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"ind","ind","Total","Total",28853,0
"ind","event","Total","TOT",28853,0
"ind","event","Total","DVT",12576,0
"ind","event","Total","RX",19778,0
"ind","event","Total","OBV",23583,0
"ind","event","Total","OBD",22001,0
"ind","event","Total","OBO",8698,0
"ind","event","Total","OPT",3961,0
"ind","event","Total","OPY",2395,0
"ind","event","Total","OPZ",2075,0
"ind","event","Total","ERT",4460,0
"ind","event","Total","IPT",2269,0
"ind","event","Total","HHT",689,0
"ind","event","Total","OMA",4928,0
"ind","sop","Total","EXP",28853,0
"ind","sop","Total","SLF",23312,0
"ind","sop","Total","PTR",14825,0
"ind","sop","Total","MCR",5220,0
"ind","sop","Total","MCD",8528,0
"ind","sop","Total","OTZ",6208,0
"ind","agegrps","Total","Under 5",2339,0
"ind","agegrps","Total","5-17",6120,0
"ind","agegrps","Total","18-44",8942,0
"ind","agegrps","Total","45-64",7358,0
"ind","agegrps","Total","65+",4094,0
"ind","region","Total","Northeast",4761,0
"ind","region","Total","Midwest",5770,0
"ind","region","Total","South",10593,0
"ind","region","Total","West",7729,0
"ind","married","Total","Married",10440,0
"ind","married","Total","Widowed",1487,0
"ind","married","Total","Divorced",2471,0
"ind","married","Total","Separated",660,0
"ind","married","Total","Never married",6188,0
"ind","married","Total","Inapplicable (age < 16)",7607,0
"ind","race","Total","Hispanic",8158,0
"ind","race","Total","White",12280,0
"ind","race","Total","Black",5712,0
"ind","race","Total","Amer. Indian, AK Native, or mult. races",694,0
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",2009,0
"ind","sex","Total","Male",12864,0
"ind","sex","Total","Female",15989,0
"ind","education","Total","Less than high school",3969,0
"ind","education","Total","High school",5822,0
"ind","education","Total","Some college",10440,0
"ind","education","Total","Inapplicable (age < 18)",8459,0
"ind","education","Total","Missing",163,0
"ind","employed","Total","Employed",11730,0
"ind","employed","Total","Not employed",9510,0
"ind","employed","Total","Inapplicable (age < 16)",7607,0
"ind","employed","Total","Missing",6,0
"ind","insurance","Total","Any private, all ages",16116,0
"ind","insurance","Total","Public only, all ages",9683,0
"ind","insurance","Total","Uninsured, all ages",3054,0
"ind","poverty","Total","Negative or poor",6473,0
"ind","poverty","Total","Near-poor",1862,0
"ind","poverty","Total","Low income",4669,0
"ind","poverty","Total","Middle income",7972,0
"ind","poverty","Total","High income",7877,0
"ind","health","Total","Excellent",8628,0
"ind","health","Total","Very good",8655,0
"ind","health","Total","Good",7674,0
"ind","health","Total","Fair",2900,0
"ind","health","Total","Poor",962,0
"ind","health","Total","Missing",34,0
"ind","mnhlth","Total","Excellent",11626,0
"ind","mnhlth","Total","Very good",8019,0
"ind","mnhlth","Total","Good",6880,0
"ind","mnhlth","Total","Fair",1820,0
"ind","mnhlth","Total","Poor",473,0
"ind","mnhlth","Total","Missing",35,0
"ind","agegrps_v2X","Total","Under 18",8459,0
"ind","agegrps_v2X","Total","18-64",16300,0
"ind","agegrps_v2X","Total","65+",4094,0
"ind","insurance_v2X","Total","<65, Any private",14224,0
"ind","insurance_v2X","Total","<65, Public only",7509,0
"ind","insurance_v2X","Total","<65, Uninsured",3026,0
"ind","insurance_v2X","Total","65+, Medicare only",1473,0
"ind","insurance_v2X","Total","65+, Medicare and private",1852,0
"ind","insurance_v2X","Total","65+, Medicare and other public",701,0
"ind","insurance_v2X","Total","65+, No medicare",68,0
"event","sop","TOT","EXP",28853,0
"event","sop","TOT","SLF",23312,0
"event","sop","TOT","PTR",14825,0
"event","sop","TOT","MCR",5220,0
"event","sop","TOT","MCD",8528,0
"event","sop","TOT","OTZ",6208,0
"event","sop","DVT","EXP",12576,0
"event","sop","DVT","SLF",6973,0
"event","sop","DVT","PTR",6532,0
"event","sop","DVT","MCR",201,0
"event","sop","DVT","MCD",2817,0
"event","sop","DVT","OTZ",661,0
"event","sop","RX","EXP",19778,0
"event","sop","RX","SLF",17278,0
"event","sop","RX","PTR",7299,0
"event","sop","RX","MCR",3994,0
"event","sop","RX","MCD",4522,0
"event","sop","RX","OTZ",2421,0
"event","sop","OBV","EXP",23583,0
"event","sop","OBV","SLF",14918,0
"event","sop","OBV","PTR",12163,0
"event","sop","OBV","MCR",4135,0
"event","sop","OBV","MCD",6229,0
"event","sop","OBV","OTZ",3787,0
"event","sop","OBD","EXP",22001,0
"event","sop","OBD","SLF",13347,0
"event","sop","OBD","PTR",11289,0
"event","sop","OBD","MCR",3984,0
"event","sop","OBD","MCD",5827,0
"event","sop","OBD","OTZ",3320,0
"event","sop","OBO","EXP",8698,0
"event","sop","OBO","SLF",5068,0
"event","sop","OBO","PTR",4707,0
"event","sop","OBO","MCR",1670,0
"event","sop","OBO","MCD",1420,0
"event","sop","OBO","OTZ",1120,0
"event","sop","OPT","EXP",3961,0
"event","sop","OPT","SLF",1755,0
"event","sop","OPT","PTR",2124,0
"event","sop","OPT","MCR",1186,0
"event","sop","OPT","MCD",851,0
"event","sop","OPT","OTZ",629,0
"event","sop","OPY","EXP",2395,0
"event","sop","OPY","SLF",1073,0
"event","sop","OPY","PTR",1201,0
"event","sop","OPY","MCR",644,0
"event","sop","OPY","MCD",591,0
"event","sop","OPY","OTZ",431,0
"event","sop","OPZ","EXP",2075,0
"event","sop","OPZ","SLF",807,0
"event","sop","OPZ","PTR",1192,0
"event","sop","OPZ","MCR",719,0
"event","sop","OPZ","MCD",327,0
"event","sop","OPZ","OTZ",272,0
"event","sop","ERT","EXP",4460,0
"event","sop","ERT","SLF",1773,0
"event","sop","ERT","PTR",1739,0
"event","sop","ERT","MCR",929,0
"event","sop","ERT","MCD",1546,0
"event","sop","ERT","OTZ",756,0
"event","sop","IPT","EXP",2269,0
"event","sop","IPT","SLF",942,0
"event","sop","IPT","PTR",1007,0
"event","sop","IPT","MCR",824,0
"event","sop","IPT","MCD",803,0
"event","sop","IPT","OTZ",422,0
"event","sop","HHT","EXP",689,0
"event","sop","HHT","SLF",66,0
"event","sop","HHT","PTR",103,0
"event","sop","HHT","MCR",343,0
"event","sop","HHT","MCD",248,0
"event","sop","HHT","OTZ",77,0
"event","sop","OMA","EXP",4928,0
"event","sop","OMA","SLF",3928,0
"event","sop","OMA","PTR",1423,0
"event","sop","OMA","MCR",276,0
"event","sop","OMA","MCD",654,0
"event","sop","OMA","OTZ",235,0
"event","agegrps","TOT","Under 5",2339,0
"event","agegrps","TOT","5-17",6120,0
"event","agegrps","TOT","18-44",8942,0
"event","agegrps","TOT","45-64",7358,0
"event","agegrps","TOT","65+",4094,0
"event","agegrps","DVT","Under 5",595,0
"event","agegrps","DVT","5-17",3761,0
"event","agegrps","DVT","18-44",3562,0
"event","agegrps","DVT","45-64",3082,0
"event","agegrps","DVT","65+",1576,0
"event","agegrps","RX","Under 5",1211,0
"event","agegrps","RX","5-17",2950,0
"event","agegrps","RX","18-44",5806,0
"event","agegrps","RX","45-64",5999,0
"event","agegrps","RX","65+",3812,0
"event","agegrps","OBV","Under 5",2131,0
"event","agegrps","OBV","5-17",4673,0
"event","agegrps","OBV","18-44",6791,0
"event","agegrps","OBV","45-64",6191,0
"event","agegrps","OBV","65+",3797,0
"event","agegrps","OBD","Under 5",2083,0
"event","agegrps","OBD","5-17",4340,0
"event","agegrps","OBD","18-44",6052,0
"event","agegrps","OBD","45-64",5828,0
"event","agegrps","OBD","65+",3698,0
"event","agegrps","OBO","Under 5",286,0
"event","agegrps","OBO","5-17",1201,0
"event","agegrps","OBO","18-44",2591,0
"event","agegrps","OBO","45-64",2741,0
"event","agegrps","OBO","65+",1879,0
"event","agegrps","OPT","Under 5",172,0
"event","agegrps","OPT","5-17",352,0
"event","agegrps","OPT","18-44",969,0
"event","agegrps","OPT","45-64",1392,0
"event","agegrps","OPT","65+",1076,0
"event","agegrps","OPY","Under 5",136,0
"event","agegrps","OPY","5-17",268,0
"event","agegrps","OPY","18-44",592,0
"event","agegrps","OPY","45-64",797,0
"event","agegrps","OPY","65+",602,0
"event","agegrps","OPZ","Under 5",36,0
"event","agegrps","OPZ","5-17",101,0
"event","agegrps","OPZ","18-44",463,0
"event","agegrps","OPZ","45-64",814,0
"event","agegrps","OPZ","65+",661,0
"event","agegrps","ERT","Under 5",443,0
"event","agegrps","ERT","5-17",688,0
"event","agegrps","ERT","18-44",1517,0
"event","agegrps","ERT","45-64",1070,0
"event","agegrps","ERT","65+",742,0
"event","agegrps","IPT","Under 5",153,0
"event","agegrps","IPT","5-17",108,0
"event","agegrps","IPT","18-44",731,0
"event","agegrps","IPT","45-64",611,0
"event","agegrps","IPT","65+",666,0
"event","agegrps","HHT","Under 5",40,0
"event","agegrps","HHT","5-17",26,0
"event","agegrps","HHT","18-44",55,0
"event","agegrps","HHT","45-64",165,0
"event","agegrps","HHT","65+",403,0
"event","agegrps","OMA","Under 5",58,0
"event","agegrps","OMA","5-17",761,0
"event","agegrps","OMA","18-44",1621,0
"event","agegrps","OMA","45-64",1531,0
"event","agegrps","OMA","65+",957,0
"event","region","TOT","Northeast",4761,0
"event","region","TOT","Midwest",5770,0
"event","region","TOT","South",10593,0
"event","region","TOT","West",7729,0
"event","region","DVT","Northeast",2154,0
"event","region","DVT","Midwest",2754,0
"event","region","DVT","South",4086,0
"event","region","DVT","West",3582,0
"event","region","RX","Northeast",3181,0
"event","region","RX","Midwest",4088,0
"event","region","RX","South",7565,0
"event","region","RX","West",4944,0
"event","region","OBV","Northeast",3978,0
"event","region","OBV","Midwest",4778,0
"event","region","OBV","South",8569,0
"event","region","OBV","West",6258,0
"event","region","OBD","Northeast",3780,0
"event","region","OBD","Midwest",4409,0
"event","region","OBD","South",8106,0
"event","region","OBD","West",5706,0
"event","region","OBO","Northeast",1419,0
"event","region","OBO","Midwest",2087,0
"event","region","OBO","South",2583,0
"event","region","OBO","West",2609,0
"event","region","OPT","Northeast",846,0
"event","region","OPT","Midwest",1109,0
"event","region","OPT","South",1261,0
"event","region","OPT","West",745,0
"event","region","OPY","Northeast",503,0
"event","region","OPY","Midwest",592,0
"event","region","OPY","South",805,0
"event","region","OPY","West",495,0
"event","region","OPZ","Northeast",454,0
"event","region","OPZ","Midwest",681,0
"event","region","OPZ","South",590,0
"event","region","OPZ","West",350,0
"event","region","ERT","Northeast",743,0
"event","region","ERT","Midwest",984,0
"event","region","ERT","South",1719,0
"event","region","ERT","West",1014,0
"event","region","IPT","Northeast",383,0
"event","region","IPT","Midwest",483,0
"event","region","IPT","South",920,0
"event","region","IPT","West",483,0
"event","region","HHT","Northeast",149,0
"event","region","HHT","Midwest",138,0
"event","region","HHT","South",295,0
"event","region","HHT","West",107,0
"event","region","OMA","Northeast",775,0
"event","region","OMA","Midwest",1163,0
"event","region","OMA","South",1683,0
"event","region","OMA","West",1307,0
"event","married","TOT","Married",10440,0
"event","married","TOT","Widowed",1487,0
"event","married","TOT","Divorced",2471,0
"event","married","TOT","Separated",660,0
"event","married","TOT","Never married",6188,0
"event","married","TOT","Inapplicable (age < 16)",7607,0
"event","married","DVT","Married",4672,0
"event","married","DVT","Widowed",452,0
"event","married","DVT","Divorced",919,0
"event","married","DVT","Separated",183,0
"event","married","DVT","Never married",2470,0
"event","married","DVT","Inapplicable (age < 16)",3880,0
"event","married","RX","Married",8020,0
"event","married","RX","Widowed",1394,0
"event","married","RX","Divorced",2070,0
"event","married","RX","Separated",544,0
"event","married","RX","Never married",4050,0
"event","married","RX","Inapplicable (age < 16)",3700,0
"event","married","OBV","Married",8790,0
"event","married","OBV","Widowed",1369,0
"event","married","OBV","Divorced",2108,0
"event","married","OBV","Separated",535,0
"event","married","OBV","Never married",4602,0
"event","married","OBV","Inapplicable (age < 16)",6179,0
"event","married","OBD","Married",8210,0
"event","married","OBD","Widowed",1330,0
"event","married","OBD","Divorced",1973,0
"event","married","OBD","Separated",508,0
"event","married","OBD","Never married",4128,0
"event","married","OBD","Inapplicable (age < 16)",5852,0
"event","married","OBO","Married",3865,0
"event","married","OBO","Widowed",620,0
"event","married","OBO","Divorced",1039,0
"event","married","OBO","Separated",182,0
"event","married","OBO","Never married",1704,0
"event","married","OBO","Inapplicable (age < 16)",1288,0
"event","married","OPT","Married",1842,0
"event","married","OPT","Widowed",355,0
"event","married","OPT","Divorced",519,0
"event","married","OPT","Separated",94,0
"event","married","OPT","Never married",686,0
"event","married","OPT","Inapplicable (age < 16)",465,0
"event","married","OPY","Married",1027,0
"event","married","OPY","Widowed",194,0
"event","married","OPY","Divorced",320,0
"event","married","OPY","Separated",64,0
"event","married","OPY","Never married",430,0
"event","married","OPY","Inapplicable (age < 16)",360,0
"event","married","OPZ","Married",1087,0
"event","married","OPZ","Widowed",225,0
"event","married","OPZ","Divorced",287,0
"event","married","OPZ","Separated",39,0
"event","married","OPZ","Never married",320,0
"event","married","OPZ","Inapplicable (age < 16)",117,0
"event","married","ERT","Married",1397,0
"event","married","ERT","Widowed",317,0
"event","married","ERT","Divorced",469,0
"event","married","ERT","Separated",155,0
"event","married","ERT","Never married",1091,0
"event","married","ERT","Inapplicable (age < 16)",1031,0
"event","married","IPT","Married",957,0
"event","married","IPT","Widowed",265,0
"event","married","IPT","Divorced",281,0
"event","married","IPT","Separated",78,0
"event","married","IPT","Never married",459,0
"event","married","IPT","Inapplicable (age < 16)",229,0
"event","married","HHT","Married",226,0
"event","married","HHT","Widowed",197,0
"event","married","HHT","Divorced",101,0
"event","married","HHT","Separated",18,0
"event","married","HHT","Never married",89,0
"event","married","HHT","Inapplicable (age < 16)",58,0
"event","married","OMA","Married",2072,0
"event","married","OMA","Widowed",371,0
"event","married","OMA","Divorced",557,0
"event","married","OMA","Separated",115,0
"event","married","OMA","Never married",1159,0
"event","married","OMA","Inapplicable (age < 16)",654,0
"event","race","TOT","Hispanic",8158,0
"event","race","TOT","White",12280,0
"event","race","TOT","Black",5712,0
"event","race","TOT","Amer. Indian, AK Native, or mult. races",694,0
"event","race","TOT","Asian, Hawaiian, or Pacific Islander",2009,0
"event","race","DVT","Hispanic",3253,0
"event","race","DVT","White",6154,0
"event","race","DVT","Black",1971,0
"event","race","DVT","Amer. Indian, AK Native, or mult. races",291,0
"event","race","DVT","Asian, Hawaiian, or Pacific Islander",907,0
"event","race","RX","Hispanic",4972,0
"event","race","RX","White",9208,0
"event","race","RX","Black",3962,0
"event","race","RX","Amer. Indian, AK Native, or mult. races",459,0
"event","race","RX","Asian, Hawaiian, or Pacific Islander",1177,0
"event","race","OBV","Hispanic",6419,0
"event","race","OBV","White",10457,0
"event","race","OBV","Black",4509,0
"event","race","OBV","Amer. Indian, AK Native, or mult. races",586,0
"event","race","OBV","Asian, Hawaiian, or Pacific Islander",1612,0
