"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"TC1name","ind","Alternative Medicines","Total",699436878.472736,147441124.122609
"TC1name","ind","Anti-Infectives","Total",14076419863.3669,1335692341.12548
"TC1name","ind","Antineoplastics","Total",9538736577.22613,2875197756.16615
"TC1name","ind","Cardiovascular Agents","Total",28356664914.2815,1389845446.01618
"TC1name","ind","Central Nervous System Agents","Total",43238283320.8612,2490749543.91597
"TC1name","ind","Coagulation Modifiers","Total",7188446553.94228,597768204.210047
"TC1name","ind","Gastrointestinal Agents","Total",16804226669.4861,1294574835.41529
"TC1name","ind","Genitourinary Tract Agents","Total",2493420401.5557,305064096.917457
"TC1name","ind","Hormones/Hormone Modifiers","Total",15009343650.3436,1426961700.88816
"TC1name","ind","Immunologic Agents","Total",17718002354.4252,4365127123.46651
"TC1name","ind","Metabolic Agents","Total",56580526944.5782,2474540694.58897
"TC1name","ind","Miscellaneous Agents","Total",20192439586.2047,4235174222.78443
"TC1name","ind","Not Ascertained","Total",9000067308.24539,770835976.961335
"TC1name","ind","Nutritional Products","Total",2935242466.55432,275564740.976624
"TC1name","ind","Psychotherapeutic Agents","Total",26994825793.0995,1865352288.40973
"TC1name","ind","Respiratory Agents","Total",25352900681.4552,1804276641.55304
"TC1name","ind","Topical Agents","Total",11613850229.1612,661902522.966247
"RXDRGNAM","ind","ACETAMINOPHEN","Total",26442768.5218258,3093819.10537054
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",70072438.1402837,8048447.33422589
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",1311440948.52576,110035475.843053
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",1939054557.63136,482136429.960806
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",53899907.1281775,21650910.2676106
"RXDRGNAM","ind","ACETAMINOPHEN/BUTALBITAL/CAFFEINE","Total",60153705.2724108,17203683.7200973
"RXDRGNAM","ind","ACETAMINOPHEN/CHLORPHENIRAMINE/PHENYLEPHRINE","Total",1141244.7501,882574.123964157
"RXDRGNAM","ind","ACETAMINOPHEN/DM/GUAIFENESIN/PSEUDOEPHEDRINE","Total",2910441.1397959,2506570.69821129
"RXDRGNAM","ind","ACYCLOVIR","Total",92134958.0829571,16313244.2178923
"RXDRGNAM","ind","ADALIMUMAB","Total",9557761503.97096,3626949168.23035
"RXDRGNAM","ind","ADAPALENE-BENZOYL PEROXIDE TOPICAL","Total",119814311.944889,32818030.1502934
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",95298362.1992941,26580479.8232391
