"rowGrp","colGrp","rowLevels","colLevels","meanEXP","meanEXP_se"
"Condition","ind","Acute Bronchitis and URI","Total",266.39962179817,18.1589109335012
"Condition","ind","Allergic reactions","Total",276.120825696001,25.4410629429769
"Condition","ind","Anemia and other deficiencies","Total",1131.18376415179,187.895143570771
"Condition","ind","Appendicitis","Total",8057.36726341795,1083.92669741641
"Condition","ind","Back problems","Total",1256.32847169021,74.5257051537002
"Condition","ind","Cancer","Total",4462.39464489079,402.639991322751
"Condition","ind","Cataract","Total",1508.8674170358,127.951591059447
"Condition","ind","Cerebrovascular disease","Total",5114.35791806271,595.008739811147
"Condition","ind","CNS infection","Total",7151.42307249033,3293.18736319657
"Condition","ind","Coma, brain damage","Total",8810.34960452879,2805.74399601503
"Condition","ind","Complications of pregnancy and birth","Total",1151.23426924107,225.8370717739
"Condition","ind","Complications of surgery or device","Total",1825.64015561395,478.121695852269
"Condition","ind","Congenital anomalies","Total",3425.61881790657,681.850541591458
"Condition","ind","COPD, asthma","Total",901.115881791194,57.6892398625389
"Condition","ind","Diabetes mellitus","Total",1945.05882985081,105.147487299122
"Condition","ind","Disorders of mouth and esophagus","Total",250.750581953432,80.8789750433688
"Condition","ind","Disorders of teeth and jaws","Total",162.458617474985,41.2080864446201
"Condition","ind","Disorders of the upper GI","Total",923.048402235103,62.5717609912925
"Condition","ind","Epilepsy and convulsions","Total",2929.38262309668,721.443130393216
"Condition","ind","Female genital disorders, and contraception","Total",555.455267100982,31.1382662516298
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",4803.3964648323,766.884874032842
"Condition","ind","Glaucoma","Total",773.135946149305,68.3563250853782
"Condition","ind","Headache","Total",600.945425383373,51.5167223838961
"Condition","ind","Heart disease","Total",3437.03243981814,223.920457261407
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",2214.06910999848,699.196539766055
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",3939.6362950499,737.495781967835
"Condition","ind","Hernias","Total",1765.01618612144,203.547370164425
"Condition","ind","Hyperlipidemia","Total",700.650153504972,21.7299096840203
"Condition","ind","Hypertension","Total",877.916875337603,32.5355359216082
"Condition","ind","Infectious diseases","Total",960.056126916247,137.89643182341
"Condition","ind","Influenza","Total",197.755929915536,21.5628489558146
"Condition","ind","Intestinal infection","Total",272.907535120824,40.7800959877665
"Condition","ind","Kidney Disease","Total",5152.22897762102,492.73927898996
"Condition","ind","Male genital disorders","Total",1069.80576768926,203.479960989405
"Condition","ind","Mental disorders","Total",1528.17734113625,83.8098641436303
"Condition","ind","Non-malignant breast disease","Total",766.683966292882,99.4457055849101
"Condition","ind","Non-malignant neoplasm","Total",888.906090183329,112.61118148573
"Condition","ind","Normal birth/live born","Total",3800.84322466438,175.522644076634
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",1373.92628550594,95.6817117890218
"Condition","ind","Other bone and musculoskeletal disease","Total",848.211027397287,72.7957652176497
"Condition","ind","Other care and screening","Total",554.558143484146,27.0003043953597
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",2670.49468793389,332.833027317762
"Condition","ind","Other CNS disorders","Total",1194.45627283202,116.027166845196
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",785.804103349888,72.3192334373584
"Condition","ind","Other eye disorders","Total",654.384473194106,83.498564388846
"Condition","ind","Other GI","Total",1063.61789645206,121.990819033539
"Condition","ind","Other stomach and intestinal disorders","Total",4201.12756060697,1257.62680155222
"Condition","ind","Other urinary","Total",801.764946323417,109.330224825802
"Condition","ind","Otitis media","Total",270.537508494299,15.3275347533344
"Condition","ind","Paralysis","Total",7605.02113130994,2361.46240340159
"Condition","ind","Perinatal Conditions","Total",23861.1763186267,14761.4958896242
"Condition","ind","Pneumonia","Total",2837.88951290758,324.922601813054
"Condition","ind","Poisoning by medical and non-medical substances","Total",1036.83362973911,288.063289093236
"Condition","ind","Residual Codes","Total",806.643073417629,70.9938949806057
"Condition","ind","Skin disorders","Total",637.838560308527,53.2617997193621
"Condition","ind","Symptoms","Total",1092.16220368104,222.183590953839
"Condition","ind","Systemic lupus and connective tissues disorders","Total",1046.58994619683,78.9508942367628
"Condition","ind","Thyroid disease","Total",381.129288527983,36.2571825909111
"Condition","ind","Tonsillitis","Total",486.897662308184,68.5421832652964
"Condition","ind","Trauma-related disorders","Total",1565.60579556436,112.511180855422
"Condition","ind","Urinary tract infections","Total",696.33291168227,180.613487164725
"Condition","event","Acute Bronchitis and URI","ERT",318.473299073785,31.7178256761885
"Condition","event","Allergic reactions","ERT",385.739327439521,74.1323430819259
"Condition","event","Anemia and other deficiencies","ERT",720.051348726018,392.621755964316
"Condition","event","Appendicitis","ERT",992.387723622275,247.260072718897
"Condition","event","Back problems","ERT",636.320445623714,97.4592086250448
"Condition","event","Cancer","ERT",876.17523583774,267.772206874541
"Condition","event","Cataract","ERT",84.51,0
"Condition","event","Cerebrovascular disease","ERT",537.43215416922,118.822276131431
"Condition","event","CNS infection","ERT",397.091055519153,195.49858419604
"Condition","event","Coma, brain damage","ERT",200.47,0
"Condition","event","Complications of pregnancy and birth","ERT",684.882483510579,188.452502484274
"Condition","event","Complications of surgery or device","ERT",394.555036229368,145.296757292313
"Condition","event","Congenital anomalies","ERT",410.15696590702,131.286837229237
"Condition","event","COPD, asthma","ERT",508.060473820452,37.0978117103126
"Condition","event","Diabetes mellitus","ERT",331.560143280635,46.0701524385683
"Condition","event","Disorders of mouth and esophagus","ERT",368.550279312367,103.590569071091
"Condition","event","Disorders of teeth and jaws","ERT",192.797099328076,39.5717559766791
"Condition","event","Disorders of the upper GI","ERT",578.527988220016,75.7389438088833
"Condition","event","Epilepsy and convulsions","ERT",697.827530602671,165.635354083535
"Condition","event","Female genital disorders, and contraception","ERT",731.50534703789,185.568135510635
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",541.768954601542,84.9898260532816
"Condition","event","Glaucoma","ERT",245.29,0
"Condition","event","Headache","ERT",641.714179692106,97.3353893673599
"Condition","event","Heart disease","ERT",862.334582156074,81.3724767036029
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",614.062435669881,237.210483695948
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",527.171032942439,241.512781657993
"Condition","event","Hernias","ERT",542.026342979188,182.672901550147
"Condition","event","Hyperlipidemia","ERT",892.169806038528,366.281620212396
"Condition","event","Hypertension","ERT",841.756892072421,186.667757578833
"Condition","event","Infectious diseases","ERT",435.222966802419,64.5602031231987
"Condition","event","Influenza","ERT",383.495378320915,76.3246457197559
"Condition","event","Intestinal infection","ERT",416.223514398786,56.7712521108069
"Condition","event","Kidney Disease","ERT",1100.9587624026,114.871171092516
"Condition","event","Male genital disorders","ERT",2002.5764199471,1599.93404982645
"Condition","event","Mental disorders","ERT",714.655681997142,165.319657412657
"Condition","event","Non-malignant breast disease","ERT",143.895702854217,67.310711968529
"Condition","event","Non-malignant neoplasm","ERT",653.309310126579,198.984636670528
"Condition","event","Normal birth/live born","ERT",603.640622795938,104.114498246261
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",605.870025890858,141.162475136112
"Condition","event","Other bone and musculoskeletal disease","ERT",520.974957478683,156.864107356989
"Condition","event","Other care and screening","ERT",469.863600815618,141.352729102866
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",818.066448531599,224.71830086758
"Condition","event","Other CNS disorders","ERT",544.037638935554,91.2651994276578
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",588.634165233368,114.593141220127
"Condition","event","Other eye disorders","ERT",371.336128405174,75.4921136148844
"Condition","event","Other GI","ERT",906.843590777091,310.324345381736
"Condition","event","Other stomach and intestinal disorders","ERT",431.282539638654,117.635543450163
"Condition","event","Other urinary","ERT",1192.73331638962,803.673731425302
"Condition","event","Otitis media","ERT",203.650818739363,17.2637579717815
"Condition","event","Paralysis","ERT",211.346098542024,14.9144195623511
"Condition","event","Perinatal Conditions","ERT",192.16,0
"Condition","event","Pneumonia","ERT",533.525410809546,111.17629174259
"Condition","event","Poisoning by medical and non-medical substances","ERT",480.408266993508,63.7061473120168
"Condition","event","Residual Codes","ERT",734.177774359508,137.304036056245
"Condition","event","Skin disorders","ERT",459.565286080359,91.9267897248243
"Condition","event","Symptoms","ERT",653.883857876606,134.976353974286
"Condition","event","Systemic lupus and connective tissues disorders","ERT",778.635511269723,213.348521150871
"Condition","event","Thyroid disease","ERT",254.836783802903,110.384896709258
"Condition","event","Tonsillitis","ERT",240.227217790214,56.2892452422424
"Condition","event","Trauma-related disorders","ERT",565.676243481575,25.8674971646112
"Condition","event","Urinary tract infections","ERT",667.802119293258,108.94866935958
"Condition","event","Acute Bronchitis and URI","HHT",3429.68669966846,2171.82819613613
"Condition","event","Allergic reactions","HHT",521.92,0
"Condition","event","Anemia and other deficiencies","HHT",1785.9269696707,543.213067284124
"Condition","event","Back problems","HHT",4499.71367038291,1005.10371414903
"Condition","event","Cancer","HHT",3380.04667279903,654.457005109062
"Condition","event","Cataract","HHT",1270.92616927265,414.714408156854
"Condition","event","Cerebrovascular disease","HHT",5939.5934765836,1059.21512752581
"Condition","event","CNS infection","HHT",2026.38399454008,1573.3753521815
"Condition","event","Coma, brain damage","HHT",11698.988511024,4046.56372495497
"Condition","event","Complications of pregnancy and birth","HHT",600,0
"Condition","event","Complications of surgery or device","HHT",1016.54682415986,325.310076652999
"Condition","event","Congenital anomalies","HHT",9947.58998811191,2953.13010509843
"Condition","event","COPD, asthma","HHT",6544.33852300083,2325.82051395726
"Condition","event","Diabetes mellitus","HHT",5024.30170250042,785.326906659668
"Condition","event","Disorders of the upper GI","HHT",3677.64382237407,843.283103900668
"Condition","event","Epilepsy and convulsions","HHT",12567.846146486,9216.86495955644
"Condition","event","Female genital disorders, and contraception","HHT",57.2,0
"Condition","event","Gallbladder, pancreatic, and liver disease","HHT",17882.7202376991,8891.18664286571
"Condition","event","Glaucoma","HHT",2736.00401591509,1499.01462705873
"Condition","event","Headache","HHT",7680.61840322018,2731.66695310355
"Condition","event","Heart disease","HHT",4464.96915233792,644.67989651362
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","HHT",1221.52438843747,316.928527111563
"Condition","event","Hereditary, degenerative and other nervous system disorders","HHT",8873.71632677761,1699.59499183206
"Condition","event","Hernias","HHT",1798.47471813314,1219.74226035516
"Condition","event","Hyperlipidemia","HHT",3214.43216576676,1280.02803880617
"Condition","event","Hypertension","HHT",6129.26365180387,968.911372131033
"Condition","event","Infectious diseases","HHT",10834.7533993534,6198.14161673754
"Condition","event","Intestinal infection","HHT",2494.8833574912,335.242569555219
"Condition","event","Kidney Disease","HHT",2633.42882974631,469.245405174318
"Condition","event","Male genital disorders","HHT",674.597582596743,170.245897838788
"Condition","event","Mental disorders","HHT",5771.21252562836,889.59506893576
"Condition","event","Non-malignant breast disease","HHT",1181.34824838644,892.08011724873
"Condition","event","Non-malignant neoplasm","HHT",1602,0
"Condition","event","Normal birth/live born","HHT",459.949907048681,223.910133479785
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","HHT",4748.55498405205,521.523669862828
"Condition","event","Other bone and musculoskeletal disease","HHT",3388.25030184158,1137.91370293331
"Condition","event","Other care and screening","HHT",3757.63060623973,1214.63484418303
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","HHT",4825.12037753368,1123.6463181813
"Condition","event","Other CNS disorders","HHT",8839.97028317726,3424.12376577992
"Condition","event","Other endocrine, nutritional & immune disorder","HHT",2936.35225836743,692.223629028082
"Condition","event","Other eye disorders","HHT",15198.6016199041,5936.52674239049
"Condition","event","Other GI","HHT",7065.77155267116,4767.5566120692
"Condition","event","Other stomach and intestinal disorders","HHT",1673.04704666265,1145.47855602343
"Condition","event","Other urinary","HHT",8156.85469256505,2582.36688520839
"Condition","event","Otitis media","HHT",454.120971642244,155.380018654016
"Condition","event","Paralysis","HHT",18077.9465118366,5404.05070387913
"Condition","event","Perinatal Conditions","HHT",1395.94156766734,1062.91579385324
"Condition","event","Pneumonia","HHT",3024.17365270847,1059.4708576929
"Condition","event","Poisoning by medical and non-medical substances","HHT",365.4,0
"Condition","event","Residual Codes","HHT",5797.74182857552,1658.25432967077
"Condition","event","Skin disorders","HHT",5538.79136332027,1259.8843712868
"Condition","event","Symptoms","HHT",6512.67677194055,2975.41837383301
"Condition","event","Systemic lupus and connective tissues disorders","HHT",8268.48072187054,2486.15557913016
"Condition","event","Thyroid disease","HHT",4023.60999819919,2237.25714852709
"Condition","event","Trauma-related disorders","HHT",7109.28495705327,1813.58901997083
"Condition","event","Urinary tract infections","HHT",11290.3584195264,7408.02578868092
"Condition","event","Acute Bronchitis and URI","IPT",7042.73540279459,1316.88490578602
"Condition","event","Allergic reactions","IPT",40,0
"Condition","event","Anemia and other deficiencies","IPT",6190.967593921,1557.88628723787
"Condition","event","Appendicitis","IPT",9234.52650981212,1238.20499742455
"Condition","event","Back problems","IPT",10636.0370675581,1292.55497914406
