"rowGrp","colGrp","rowLevels","n","n_se"
"ind","insurance","Total",32320,0
"ind","ins_lt65","Total",28617,0
"ind","ins_ge65","Total",3703,0
"agegrps","insurance","Under 5",2559,0
"agegrps","insurance","5-17",7132,0
"agegrps","insurance","18-44",11586,0
"agegrps","insurance","45-64",7340,0
"agegrps","insurance","65+",3703,0
"agegrps","ins_lt65","Under 5",2559,0
"agegrps","ins_lt65","5-17",7132,0
"agegrps","ins_lt65","18-44",11586,0
"agegrps","ins_lt65","45-64",7340,0
"agegrps","ins_ge65","65+",3703,0
"region","insurance","Northeast",4734,0
"region","insurance","Midwest",6154,0
"region","insurance","South",12656,0
"region","insurance","West",8776,0
"region","ins_lt65","Northeast",4109,0
"region","ins_lt65","Midwest",5350,0
"region","ins_lt65","South",11176,0
"region","ins_lt65","West",7982,0
"region","ins_ge65","Northeast",625,0
"region","ins_ge65","Midwest",804,0
"region","ins_ge65","South",1480,0
"region","ins_ge65","West",794,0
"married","insurance","Married",12368,0
"married","insurance","Widowed",1670,0
"married","insurance","Divorced",2503,0
"married","insurance","Separated",570,0
"married","insurance","Never married",6680,0
"married","insurance","Inapplicable (age < 16)",8527,0
"married","insurance","Missing",2,0
"married","ins_lt65","Married",10512,0
"married","ins_lt65","Widowed",410,0
"married","ins_lt65","Divorced",2120,0
"married","ins_lt65","Separated",516,0
"married","ins_lt65","Never married",6530,0
"married","ins_lt65","Inapplicable (age < 16)",8527,0
"married","ins_lt65","Missing",2,0
"married","ins_ge65","Married",1856,0
"married","ins_ge65","Widowed",1260,0
"married","ins_ge65","Divorced",383,0
"married","ins_ge65","Separated",54,0
"married","ins_ge65","Never married",150,0
"race","insurance","Hispanic",8990,0
"race","insurance","White",15945,0
"race","insurance","Black",5260,0
"race","insurance","Amer. Indian, AK Native, or mult. races",778,0
"race","insurance","Asian, Hawaiian, or Pacific Islander",1347,0
"race","ins_lt65","Hispanic",8533,0
"race","ins_lt65","White",13394,0
"race","ins_lt65","Black",4744,0
"race","ins_lt65","Amer. Indian, AK Native, or mult. races",724,0
"race","ins_lt65","Asian, Hawaiian, or Pacific Islander",1222,0
"race","ins_ge65","Hispanic",457,0
"race","ins_ge65","White",2551,0
"race","ins_ge65","Black",516,0
"race","ins_ge65","Amer. Indian, AK Native, or mult. races",54,0
"race","ins_ge65","Asian, Hawaiian, or Pacific Islander",125,0
"sex","insurance","Male",15251,0
"sex","insurance","Female",17069,0
"sex","ins_lt65","Male",13727,0
"sex","ins_lt65","Female",14890,0
"sex","ins_ge65","Male",1524,0
"sex","ins_ge65","Female",2179,0
