"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",2580,0
"Condition","ind","Allergic reactions","Total",682,0
"Condition","ind","Anemia and other deficiencies","Total",450,0
"Condition","ind","Appendicitis","Total",34,0
"Condition","ind","Back problems","Total",2059,0
"Condition","ind","Cancer","Total",1225,0
"Condition","ind","Cataract","Total",460,0
"Condition","ind","Cerebrovascular disease","Total",334,0
"Condition","ind","Complications of pregnancy and birth","Total",154,0
"Condition","ind","Complications of surgery or device","Total",134,0
"Condition","ind","Congenital anomalies","Total",167,0
"Condition","ind","COPD, asthma","Total",4661,0
"Condition","ind","Diabetes mellitus","Total",2654,0
"Condition","ind","Disorders of mouth and esophagus","Total",95,0
"Condition","ind","Disorders of teeth and jaws","Total",899,0
"Condition","ind","Disorders of the upper GI","Total",2395,0
"Condition","ind","Epilepsy and convulsions","Total",263,0
"Condition","ind","Female genital disorders, and contraception","Total",1225,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",329,0
"Condition","ind","Glaucoma","Total",381,0
"Condition","ind","Headache","Total",793,0
"Condition","ind","Heart disease","Total",2107,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",110,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",255,0
"Condition","ind","Hernias","Total",196,0
"Condition","ind","Hyperlipidemia","Total",4086,0
"Condition","ind","Hypertension","Total",5708,0
"Condition","ind","Infectious diseases","Total",1723,0
"Condition","ind","Influenza","Total",755,0
"Condition","ind","Intestinal infection","Total",324,0
"Condition","ind","Kidney Disease","Total",555,0
"Condition","ind","Male genital disorders","Total",485,0
"Condition","ind","Mental disorders","Total",4094,0
"Condition","ind","Non-malignant breast disease","Total",171,0
"Condition","ind","Non-malignant neoplasm","Total",284,0
"Condition","ind","Normal birth/live born","Total",640,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",3668,0
"Condition","ind","Other bone and musculoskeletal disease","Total",585,0
"Condition","ind","Other care and screening","Total",2406,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",636,0
"Condition","ind","Other CNS disorders","Total",1690,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1588,0
"Condition","ind","Other eye disorders","Total",1706,0
"Condition","ind","Other GI","Total",1004,0
"Condition","ind","Other stomach and intestinal disorders","Total",182,0
"Condition","ind","Other urinary","Total",467,0
"Condition","ind","Otitis media","Total",811,0
"Condition","ind","Paralysis","Total",41,0
"Condition","ind","Perinatal Conditions","Total",23,0
"Condition","ind","Pneumonia","Total",346,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",207,0
"Condition","ind","Residual Codes","Total",2397,0
"Condition","ind","Skin disorders","Total",2235,0
"Condition","ind","Symptoms","Total",1054,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",1796,0
"Condition","ind","Thyroid disease","Total",1432,0
"Condition","ind","Tonsillitis","Total",90,0
"Condition","ind","Trauma-related disorders","Total",3158,0
"Condition","ind","Urinary tract infections","Total",798,0
"Condition","event","Acute Bronchitis and URI","ERT",193,0
"Condition","event","Allergic reactions","ERT",69,0
"Condition","event","Anemia and other deficiencies","ERT",15,0
"Condition","event","Appendicitis","ERT",19,0
"Condition","event","Back problems","ERT",154,0
"Condition","event","Cancer","ERT",41,0
"Condition","event","Cataract","ERT",3,0
"Condition","event","Cerebrovascular disease","ERT",61,0
"Condition","event","Complications of pregnancy and birth","ERT",45,0
"Condition","event","Complications of surgery or device","ERT",18,0
"Condition","event","Congenital anomalies","ERT",10,0
"Condition","event","COPD, asthma","ERT",458,0
"Condition","event","Diabetes mellitus","ERT",63,0
"Condition","event","Disorders of mouth and esophagus","ERT",9,0
"Condition","event","Disorders of teeth and jaws","ERT",45,0
"Condition","event","Disorders of the upper GI","ERT",152,0
"Condition","event","Epilepsy and convulsions","ERT",40,0
"Condition","event","Female genital disorders, and contraception","ERT",65,0
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",77,0
"Condition","event","Glaucoma","ERT",2,0
"Condition","event","Headache","ERT",93,0
"Condition","event","Heart disease","ERT",302,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",13,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",7,0
"Condition","event","Hernias","ERT",21,0
"Condition","event","Hyperlipidemia","ERT",8,0
"Condition","event","Hypertension","ERT",135,0
"Condition","event","Infectious diseases","ERT",140,0
"Condition","event","Influenza","ERT",105,0
"Condition","event","Intestinal infection","ERT",87,0
"Condition","event","Kidney Disease","ERT",98,0
"Condition","event","Male genital disorders","ERT",14,0
"Condition","event","Mental disorders","ERT",161,0
"Condition","event","Non-malignant breast disease","ERT",5,0
"Condition","event","Non-malignant neoplasm","ERT",14,0
"Condition","event","Normal birth/live born","ERT",92,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",120,0
"Condition","event","Other bone and musculoskeletal disease","ERT",24,0
"Condition","event","Other care and screening","ERT",20,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",68,0
"Condition","event","Other CNS disorders","ERT",150,0
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",91,0
"Condition","event","Other eye disorders","ERT",45,0
"Condition","event","Other GI","ERT",94,0
"Condition","event","Other stomach and intestinal disorders","ERT",51,0
"Condition","event","Other urinary","ERT",20,0
"Condition","event","Otitis media","ERT",86,0
"Condition","event","Perinatal Conditions","ERT",2,0
"Condition","event","Pneumonia","ERT",106,0
"Condition","event","Poisoning by medical and non-medical substances","ERT",70,0
"Condition","event","Residual Codes","ERT",62,0
"Condition","event","Skin disorders","ERT",152,0
"Condition","event","Symptoms","ERT",197,0
"Condition","event","Systemic lupus and connective tissues disorders","ERT",120,0
"Condition","event","Thyroid disease","ERT",4,0
"Condition","event","Tonsillitis","ERT",8,0
"Condition","event","Trauma-related disorders","ERT",1119,0
"Condition","event","Urinary tract infections","ERT",140,0
"Condition","event","Allergic reactions","HHT",1,0
"Condition","event","Anemia and other deficiencies","HHT",8,0
"Condition","event","Back problems","HHT",59,0
"Condition","event","Cancer","HHT",48,0
"Condition","event","Cataract","HHT",4,0
"Condition","event","Cerebrovascular disease","HHT",69,0
"Condition","event","Complications of surgery or device","HHT",4,0
"Condition","event","Congenital anomalies","HHT",12,0
"Condition","event","COPD, asthma","HHT",90,0
"Condition","event","Diabetes mellitus","HHT",112,0
"Condition","event","Disorders of mouth and esophagus","HHT",2,0
"Condition","event","Disorders of teeth and jaws","HHT",2,0
"Condition","event","Disorders of the upper GI","HHT",19,0
"Condition","event","Epilepsy and convulsions","HHT",17,0
"Condition","event","Gallbladder, pancreatic, and liver disease","HHT",10,0
"Condition","event","Glaucoma","HHT",6,0
"Condition","event","Headache","HHT",7,0
"Condition","event","Heart disease","HHT",120,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","HHT",5,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","HHT",23,0
"Condition","event","Hernias","HHT",9,0
"Condition","event","Hyperlipidemia","HHT",48,0
"Condition","event","Hypertension","HHT",100,0
"Condition","event","Infectious diseases","HHT",16,0
"Condition","event","Influenza","HHT",2,0
"Condition","event","Intestinal infection","HHT",3,0
"Condition","event","Kidney Disease","HHT",22,0
"Condition","event","Male genital disorders","HHT",4,0
"Condition","event","Mental disorders","HHT",195,0
"Condition","event","Non-malignant breast disease","HHT",1,0
"Condition","event","Non-malignant neoplasm","HHT",1,0
"Condition","event","Normal birth/live born","HHT",8,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","HHT",172,0
"Condition","event","Other bone and musculoskeletal disease","HHT",9,0
"Condition","event","Other care and screening","HHT",35,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","HHT",29,0
"Condition","event","Other CNS disorders","HHT",52,0
"Condition","event","Other endocrine, nutritional & immune disorder","HHT",34,0
"Condition","event","Other eye disorders","HHT",27,0
"Condition","event","Other GI","HHT",17,0
"Condition","event","Other stomach and intestinal disorders","HHT",3,0
"Condition","event","Other urinary","HHT",6,0
"Condition","event","Otitis media","HHT",1,0
"Condition","event","Paralysis","HHT",17,0
"Condition","event","Perinatal Conditions","HHT",1,0
"Condition","event","Pneumonia","HHT",26,0
"Condition","event","Poisoning by medical and non-medical substances","HHT",4,0
"Condition","event","Residual Codes","HHT",45,0
"Condition","event","Skin disorders","HHT",35,0
"Condition","event","Symptoms","HHT",10,0
"Condition","event","Systemic lupus and connective tissues disorders","HHT",68,0
"Condition","event","Thyroid disease","HHT",6,0
"Condition","event","Trauma-related disorders","HHT",91,0
"Condition","event","Urinary tract infections","HHT",9,0
"Condition","event","Acute Bronchitis and URI","IPT",12,0
"Condition","event","Allergic reactions","IPT",7,0
"Condition","event","Anemia and other deficiencies","IPT",13,0
"Condition","event","Appendicitis","IPT",24,0
"Condition","event","Back problems","IPT",52,0
"Condition","event","Cancer","IPT",111,0
"Condition","event","Cataract","IPT",1,0
"Condition","event","Cerebrovascular disease","IPT",66,0
"Condition","event","Complications of pregnancy and birth","IPT",21,0
"Condition","event","Complications of surgery or device","IPT",10,0
"Condition","event","Congenital anomalies","IPT",13,0
"Condition","event","COPD, asthma","IPT",164,0
"Condition","event","Diabetes mellitus","IPT",52,0
"Condition","event","Disorders of mouth and esophagus","IPT",3,0
"Condition","event","Disorders of teeth and jaws","IPT",7,0
"Condition","event","Disorders of the upper GI","IPT",46,0
"Condition","event","Epilepsy and convulsions","IPT",19,0
"Condition","event","Female genital disorders, and contraception","IPT",18,0
"Condition","event","Gallbladder, pancreatic, and liver disease","IPT",77,0
"Condition","event","Headache","IPT",12,0
"Condition","event","Heart disease","IPT",250,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","IPT",18,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","IPT",9,0
"Condition","event","Hernias","IPT",25,0
"Condition","event","Hyperlipidemia","IPT",10,0
"Condition","event","Hypertension","IPT",78,0
"Condition","event","Infectious diseases","IPT",56,0
"Condition","event","Influenza","IPT",9,0
"Condition","event","Intestinal infection","IPT",16,0
"Condition","event","Kidney Disease","IPT",54,0
"Condition","event","Male genital disorders","IPT",6,0
"Condition","event","Mental disorders","IPT",107,0
"Condition","event","Non-malignant breast disease","IPT",3,0
"Condition","event","Non-malignant neoplasm","IPT",17,0
"Condition","event","Normal birth/live born","IPT",314,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","IPT",75,0
"Condition","event","Other bone and musculoskeletal disease","IPT",8,0
"Condition","event","Other care and screening","IPT",19,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","IPT",65,0
"Condition","event","Other CNS disorders","IPT",53,0
"Condition","event","Other endocrine, nutritional & immune disorder","IPT",45,0
"Condition","event","Other eye disorders","IPT",2,0
"Condition","event","Other GI","IPT",52,0
"Condition","event","Other stomach and intestinal disorders","IPT",32,0
"Condition","event","Other urinary","IPT",10,0
"Condition","event","Otitis media","IPT",6,0
"Condition","event","Paralysis","IPT",1,0
"Condition","event","Perinatal Conditions","IPT",7,0
"Condition","event","Pneumonia","IPT",101,0
"Condition","event","Poisoning by medical and non-medical substances","IPT",20,0
"Condition","event","Residual Codes","IPT",67,0
"Condition","event","Skin disorders","IPT",50,0
"Condition","event","Symptoms","IPT",38,0
"Condition","event","Systemic lupus and connective tissues disorders","IPT",47,0
"Condition","event","Thyroid disease","IPT",5,0
"Condition","event","Tonsillitis","IPT",3,0
"Condition","event","Trauma-related disorders","IPT",152,0
"Condition","event","Urinary tract infections","IPT",52,0
"Condition","event","Acute Bronchitis and URI","OBV",1971,0
"Condition","event","Allergic reactions","OBV",402,0
"Condition","event","Anemia and other deficiencies","OBV",196,0
"Condition","event","Appendicitis","OBV",13,0
"Condition","event","Back problems","OBV",1648,0
"Condition","event","Cancer","OBV",1063,0
"Condition","event","Cataract","OBV",431,0
"Condition","event","Cerebrovascular disease","OBV",192,0
"Condition","event","Complications of pregnancy and birth","OBV",67,0
"Condition","event","Complications of surgery or device","OBV",71,0
"Condition","event","Congenital anomalies","OBV",125,0
"Condition","event","COPD, asthma","OBV",2580,0
"Condition","event","Diabetes mellitus","OBV",1766,0
"Condition","event","Disorders of mouth and esophagus","OBV",34,0
"Condition","event","Disorders of teeth and jaws","OBV",122,0
"Condition","event","Disorders of the upper GI","OBV",828,0
"Condition","event","Epilepsy and convulsions","OBV",128,0
"Condition","event","Female genital disorders, and contraception","OBV",510,0
"Condition","event","Gallbladder, pancreatic, and liver disease","OBV",226,0
"Condition","event","Glaucoma","OBV",287,0
"Condition","event","Headache","OBV",444,0
"Condition","event","Heart disease","OBV",1376,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","OBV",66,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","OBV",129,0
"Condition","event","Hernias","OBV",131,0
"Condition","event","Hyperlipidemia","OBV",1893,0
"Condition","event","Hypertension","OBV",2635,0
"Condition","event","Infectious diseases","OBV",1051,0
"Condition","event","Influenza","OBV",557,0
"Condition","event","Intestinal infection","OBV",199,0
"Condition","event","Kidney Disease","OBV",407,0
"Condition","event","Male genital disorders","OBV",227,0
"Condition","event","Mental disorders","OBV",2353,0
"Condition","event","Non-malignant breast disease","OBV",129,0
"Condition","event","Non-malignant neoplasm","OBV",240,0
"Condition","event","Normal birth/live born","OBV",551,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","OBV",2525,0
"Condition","event","Other bone and musculoskeletal disease","OBV",330,0
"Condition","event","Other care and screening","OBV",1342,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","OBV",399,0
"Condition","event","Other CNS disorders","OBV",1194,0
"Condition","event","Other endocrine, nutritional & immune disorder","OBV",635,0
"Condition","event","Other eye disorders","OBV",1422,0
"Condition","event","Other GI","OBV",418,0
"Condition","event","Other stomach and intestinal disorders","OBV",119,0
"Condition","event","Other urinary","OBV",240,0
"Condition","event","Otitis media","OBV",599,0
"Condition","event","Paralysis","OBV",34,0
"Condition","event","Perinatal Conditions","OBV",11,0
"Condition","event","Pneumonia","OBV",197,0
"Condition","event","Poisoning by medical and non-medical substances","OBV",99,0
"Condition","event","Residual Codes","OBV",886,0
"Condition","event","Skin disorders","OBV",1457,0
"Condition","event","Symptoms","OBV",563,0
"Condition","event","Systemic lupus and connective tissues disorders","OBV",1228,0
"Condition","event","Thyroid disease","OBV",632,0
"Condition","event","Tonsillitis","OBV",74,0
"Condition","event","Trauma-related disorders","OBV",2180,0
"Condition","event","Urinary tract infections","OBV",471,0
"Condition","event","Acute Bronchitis and URI","OPT",91,0
"Condition","event","Allergic reactions","OPT",25,0
"Condition","event","Anemia and other deficiencies","OPT",30,0
"Condition","event","Appendicitis","OPT",3,0
"Condition","event","Back problems","OPT",205,0
"Condition","event","Cancer","OPT",269,0
"Condition","event","Cataract","OPT",69,0
"Condition","event","Cerebrovascular disease","OPT",28,0
"Condition","event","Complications of pregnancy and birth","OPT",19,0
"Condition","event","Complications of surgery or device","OPT",12,0
"Condition","event","Congenital anomalies","OPT",32,0
"Condition","event","COPD, asthma","OPT",243,0
"Condition","event","Diabetes mellitus","OPT",204,0
"Condition","event","Disorders of mouth and esophagus","OPT",7,0
"Condition","event","Disorders of teeth and jaws","OPT",25,0
"Condition","event","Disorders of the upper GI","OPT",119,0
"Condition","event","Epilepsy and convulsions","OPT",23,0
"Condition","event","Female genital disorders, and contraception","OPT",86,0
"Condition","event","Gallbladder, pancreatic, and liver disease","OPT",73,0
"Condition","event","Glaucoma","OPT",22,0
"Condition","event","Headache","OPT",34,0
"Condition","event","Heart disease","OPT",267,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","OPT",18,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","OPT",33,0
"Condition","event","Hernias","OPT",70,0
"Condition","event","Hyperlipidemia","OPT",150,0
"Condition","event","Hypertension","OPT",146,0
"Condition","event","Infectious diseases","OPT",73,0
"Condition","event","Influenza","OPT",26,0
"Condition","event","Intestinal infection","OPT",12,0
"Condition","event","Kidney Disease","OPT",108,0
"Condition","event","Male genital disorders","OPT",24,0
"Condition","event","Mental disorders","OPT",153,0
"Condition","event","Non-malignant breast disease","OPT",58,0
"Condition","event","Non-malignant neoplasm","OPT",50,0
"Condition","event","Normal birth/live born","OPT",98,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","OPT",310,0
"Condition","event","Other bone and musculoskeletal disease","OPT",67,0
"Condition","event","Other care and screening","OPT",117,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","OPT",114,0
"Condition","event","Other CNS disorders","OPT",155,0
"Condition","event","Other endocrine, nutritional & immune disorder","OPT",95,0
"Condition","event","Other eye disorders","OPT",68,0
"Condition","event","Other GI","OPT",69,0
"Condition","event","Other stomach and intestinal disorders","OPT",37,0
"Condition","event","Other urinary","OPT",41,0
"Condition","event","Otitis media","OPT",42,0
"Condition","event","Paralysis","OPT",10,0
"Condition","event","Perinatal Conditions","OPT",3,0
"Condition","event","Pneumonia","OPT",34,0
"Condition","event","Poisoning by medical and non-medical substances","OPT",11,0
"Condition","event","Residual Codes","OPT",119,0
"Condition","event","Skin disorders","OPT",120,0
"Condition","event","Symptoms","OPT",58,0
"Condition","event","Systemic lupus and connective tissues disorders","OPT",199,0
"Condition","event","Thyroid disease","OPT",78,0
"Condition","event","Tonsillitis","OPT",15,0
"Condition","event","Trauma-related disorders","OPT",378,0
"Condition","event","Urinary tract infections","OPT",39,0
"Condition","event","Acute Bronchitis and URI","RX",1948,0
"Condition","event","Allergic reactions","RX",557,0
"Condition","event","Anemia and other deficiencies","RX",311,0
"Condition","event","Appendicitis","RX",17,0
"Condition","event","Back problems","RX",1154,0
"Condition","event","Cancer","RX",416,0
"Condition","event","Cataract","RX",202,0
"Condition","event","Cerebrovascular disease","RX",181,0
"Condition","event","Complications of pregnancy and birth","RX",85,0
"Condition","event","Complications of surgery or device","RX",80,0
"Condition","event","Congenital anomalies","RX",45,0
"Condition","event","COPD, asthma","RX",3929,0
"Condition","event","Diabetes mellitus","RX",2452,0
"Condition","event","Disorders of mouth and esophagus","RX",74,0
"Condition","event","Disorders of teeth and jaws","RX",806,0
"Condition","event","Disorders of the upper GI","RX",2119,0
"Condition","event","Epilepsy and convulsions","RX",220,0
"Condition","event","Female genital disorders, and contraception","RX",939,0
"Condition","event","Gallbladder, pancreatic, and liver disease","RX",148,0
"Condition","event","Glaucoma","RX",293,0
"Condition","event","Headache","RX",561,0
"Condition","event","Heart disease","RX",1458,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","RX",58,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","RX",226,0
