"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"Condition","ind","Acute Bronchitis and URI","Total",2597,0
"Condition","ind","Allergic reactions","Total",684,0
"Condition","ind","Anemia and other deficiencies","Total",452,0
"Condition","ind","Appendicitis","Total",34,0
"Condition","ind","Back problems","Total",2073,0
"Condition","ind","Cancer","Total",1233,0
"Condition","ind","Cataract","Total",465,0
"Condition","ind","Cerebrovascular disease","Total",337,0
"Condition","ind","Complications of pregnancy and birth","Total",157,0
"Condition","ind","Complications of surgery or device","Total",134,0
"Condition","ind","Congenital anomalies","Total",169,0
"Condition","ind","COPD, asthma","Total",4674,0
"Condition","ind","Diabetes mellitus","Total",2665,0
"Condition","ind","Disorders of mouth and esophagus","Total",95,0
"Condition","ind","Disorders of teeth and jaws","Total",906,0
"Condition","ind","Disorders of the upper GI","Total",2400,0
"Condition","ind","Epilepsy and convulsions","Total",265,0
"Condition","ind","Female genital disorders, and contraception","Total",1229,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",331,0
"Condition","ind","Glaucoma","Total",382,0
"Condition","ind","Headache","Total",801,0
"Condition","ind","Heart disease","Total",2121,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",112,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",255,0
"Condition","ind","Hernias","Total",198,0
"Condition","ind","Hyperlipidemia","Total",4096,0
"Condition","ind","Hypertension","Total",5724,0
"Condition","ind","Infectious diseases","Total",1737,0
"Condition","ind","Influenza","Total",765,0
"Condition","ind","Intestinal infection","Total",328,0
"Condition","ind","Kidney Disease","Total",561,0
"Condition","ind","Male genital disorders","Total",485,0
"Condition","ind","Mental disorders","Total",4119,0
"Condition","ind","Non-malignant breast disease","Total",172,0
"Condition","ind","Non-malignant neoplasm","Total",285,0
"Condition","ind","Normal birth/live born","Total",644,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",3698,0
"Condition","ind","Other bone and musculoskeletal disease","Total",586,0
"Condition","ind","Other care and screening","Total",2438,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",645,0
"Condition","ind","Other CNS disorders","Total",1715,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1596,0
"Condition","ind","Other eye disorders","Total",1722,0
"Condition","ind","Other GI","Total",1010,0
"Condition","ind","Other stomach and intestinal disorders","Total",182,0
"Condition","ind","Other urinary","Total",470,0
"Condition","ind","Otitis media","Total",815,0
"Condition","ind","Paralysis","Total",42,0
"Condition","ind","Perinatal Conditions","Total",26,0
"Condition","ind","Pneumonia","Total",346,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",209,0
"Condition","ind","Residual Codes","Total",2406,0
"Condition","ind","Skin disorders","Total",2252,0
"Condition","ind","Symptoms","Total",1061,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",1809,0
"Condition","ind","Thyroid disease","Total",1435,0
"Condition","ind","Tonsillitis","Total",90,0
"Condition","ind","Trauma-related disorders","Total",3212,0
"Condition","ind","Urinary tract infections","Total",799,0
"Condition","event","Acute Bronchitis and URI","ERT",208,0
"Condition","event","Allergic reactions","ERT",74,0
"Condition","event","Anemia and other deficiencies","ERT",17,0
"Condition","event","Appendicitis","ERT",21,0
"Condition","event","Back problems","ERT",163,0
"Condition","event","Cancer","ERT",45,0
"Condition","event","Cataract","ERT",3,0
"Condition","event","Cerebrovascular disease","ERT",67,0
"Condition","event","Complications of pregnancy and birth","ERT",46,0
"Condition","event","Complications of surgery or device","ERT",19,0
"Condition","event","Congenital anomalies","ERT",11,0
"Condition","event","COPD, asthma","ERT",487,0
"Condition","event","Diabetes mellitus","ERT",67,0
"Condition","event","Disorders of mouth and esophagus","ERT",10,0
"Condition","event","Disorders of teeth and jaws","ERT",55,0
"Condition","event","Disorders of the upper GI","ERT",159,0
"Condition","event","Epilepsy and convulsions","ERT",43,0
"Condition","event","Female genital disorders, and contraception","ERT",66,0
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",87,0
"Condition","event","Glaucoma","ERT",2,0
"Condition","event","Headache","ERT",99,0
"Condition","event","Heart disease","ERT",328,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",17,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",7,0
"Condition","event","Hernias","ERT",21,0
"Condition","event","Hyperlipidemia","ERT",8,0
"Condition","event","Hypertension","ERT",144,0
"Condition","event","Infectious diseases","ERT",149,0
"Condition","event","Influenza","ERT",111,0
"Condition","event","Intestinal infection","ERT",89,0
"Condition","event","Kidney Disease","ERT",105,0
"Condition","event","Male genital disorders","ERT",15,0
"Condition","event","Mental disorders","ERT",171,0
"Condition","event","Non-malignant breast disease","ERT",6,0
"Condition","event","Non-malignant neoplasm","ERT",14,0
"Condition","event","Normal birth/live born","ERT",100,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",124,0
"Condition","event","Other bone and musculoskeletal disease","ERT",25,0
"Condition","event","Other care and screening","ERT",21,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",78,0
"Condition","event","Other CNS disorders","ERT",155,0
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",97,0
"Condition","event","Other eye disorders","ERT",48,0
"Condition","event","Other GI","ERT",107,0
"Condition","event","Other stomach and intestinal disorders","ERT",51,0
"Condition","event","Other urinary","ERT",20,0
"Condition","event","Otitis media","ERT",88,0
"Condition","event","Perinatal Conditions","ERT",2,0
"Condition","event","Pneumonia","ERT",119,0
"Condition","event","Poisoning by medical and non-medical substances","ERT",80,0
"Condition","event","Residual Codes","ERT",63,0
"Condition","event","Skin disorders","ERT",164,0
"Condition","event","Symptoms","ERT",207,0
"Condition","event","Systemic lupus and connective tissues disorders","ERT",126,0
"Condition","event","Thyroid disease","ERT",5,0
"Condition","event","Tonsillitis","ERT",8,0
"Condition","event","Trauma-related disorders","ERT",1168,0
"Condition","event","Urinary tract infections","ERT",146,0
"Condition","event","Allergic reactions","HHT",1,0
"Condition","event","Anemia and other deficiencies","HHT",8,0
"Condition","event","Back problems","HHT",59,0
"Condition","event","Cancer","HHT",50,0
"Condition","event","Cataract","HHT",4,0
"Condition","event","Cerebrovascular disease","HHT",70,0
"Condition","event","Complications of surgery or device","HHT",4,0
