"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"Condition","ind","Acute Bronchitis and URI","Total",10896975629.1456,2375757940.94307
"Condition","ind","Allergic reactions","Total",2284053238.12417,387853007.424904
"Condition","ind","Anemia and other deficiencies","Total",3669715489.3083,861309195.382575
"Condition","ind","Appendicitis","Total",4430599533.55834,1628483687.1166
"Condition","ind","Back problems","Total",35015848590.6849,4005067111.3192
"Condition","ind","Cancer","Total",57501519430.3816,6491268033.06346
"Condition","ind","Cataract","Total",6589146284.01089,823003607.346742
"Condition","ind","Cerebrovascular disease","Total",13278437191.8918,1828391706.07752
"Condition","ind","CNS infection","Total",434702298.018989,223452764.740584
"Condition","ind","Coma, brain damage","Total",341522228.418901,201654448.327701
"Condition","ind","Complications of pregnancy and birth","Total",1980694921.49945,807302772.184798
"Condition","ind","Complications of surgery or device","Total",3889481050.48626,1987720980.05883
"Condition","ind","Congenital anomalies","Total",4033411051.62043,1665903427.98729
"Condition","ind","COPD, asthma","Total",51320541061.3843,4043234033.83557
"Condition","ind","Diabetes mellitus","Total",48341198486.4754,6023017465.1497
"Condition","ind","Disorders of mouth and esophagus","Total",248464790.814028,58176214.7935171
"Condition","ind","Disorders of teeth and jaws","Total",1386118163.20023,314692147.255473
"Condition","ind","Disorders of the upper GI","Total",20631683116.8298,1344718036.79494
"Condition","ind","Epilepsy and convulsions","Total",6089771932.23465,1384778803.57841
"Condition","ind","Female genital disorders, and contraception","Total",11749780245.2652,985416452.025852
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",15446020515.6154,2300866379.7911
"Condition","ind","Glaucoma","Total",3168335806.18926,336355756.061315
"Condition","ind","Headache","Total",6568699570.81277,578637545.025931
"Condition","ind","Heart disease","Total",78032871787.7909,5417664660.34421
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",7029300836.62811,4705680975.15773
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",11552867869.4618,2421244674.66585
"Condition","ind","Hernias","Total",7996546679.50885,1336263573.62505
"Condition","ind","Hyperlipidemia","Total",26350110002.6831,1275289580.76445
"Condition","ind","Hypertension","Total",48507690267.4722,5588389259.97271
"Condition","ind","Infectious diseases","Total",15736218415.9862,1789213313.3703
"Condition","ind","Influenza","Total",845532128.041962,161499164.251109
"Condition","ind","Intestinal infection","Total",4975780643.75259,1013728019.95116
"Condition","ind","Kidney Disease","Total",26187696310.8298,3708800369.06435
"Condition","ind","Male genital disorders","Total",3948837239.66383,534014129.34207
"Condition","ind","Mental disorders","Total",57452198706.2304,3403153911.82347
"Condition","ind","Non-malignant breast disease","Total",2372864338.5089,422051844.50438
"Condition","ind","Non-malignant neoplasm","Total",6081679255.1922,910475848.264372
"Condition","ind","Normal birth/live born","Total",37499907727.7643,2859862189.03554
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",37538472029.6857,3070995054.27168
"Condition","ind","Other bone and musculoskeletal disease","Total",8989881183.75598,1028886321.56223
"Condition","ind","Other care and screening","Total",15658114609.2393,987404113.704386
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",26282450659.2847,3397725369.61837
"Condition","ind","Other CNS disorders","Total",23768570177.1321,5286463437.85314
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",20399476650.0782,5610432097.36495
"Condition","ind","Other eye disorders","Total",9609221100.7382,1027166109.34102
"Condition","ind","Other GI","Total",10491946773.138,1448213886.56852
"Condition","ind","Other stomach and intestinal disorders","Total",6861135159.9106,1362691995.20087
"Condition","ind","Other urinary","Total",6656471487.63192,1013800095.23482
"Condition","ind","Otitis media","Total",4163014021.38914,546705179.97728
"Condition","ind","Paralysis","Total",1545386079.83497,633840933.104776
"Condition","ind","Perinatal Conditions","Total",3789925510.71193,2472708830.73626
"Condition","ind","Pneumonia","Total",14426499535.7113,3204060961.40884
"Condition","ind","Poisoning by medical and non-medical substances","Total",3761378135.00054,1485152499.56697
"Condition","ind","Residual Codes","Total",15889000114.4526,1173605310.846
"Condition","ind","Skin disorders","Total",16861734760.6126,1917699768.60111
"Condition","ind","Symptoms","Total",7932572919.51764,1661036912.0062
"Condition","ind","Systemic lupus and connective tissues disorders","Total",18567093427.4247,1525053604.73345
"Condition","ind","Thyroid disease","Total",12286126734.3662,5139435554.96497
"Condition","ind","Tonsillitis","Total",1423036059.6083,302441398.352283
"Condition","ind","Trauma-related disorders","Total",68142170115.7222,4544422832.46899
"Condition","ind","Urinary tract infections","Total",5122000550.62843,695816907.920118
"Condition","event","Acute Bronchitis and URI","ERT",694869363.700128,168190742.695133
"Condition","event","Allergic reactions","ERT",253963466.029319,68976661.5368472
"Condition","event","Anemia and other deficiencies","ERT",60785382.4915772,44358084.3413519
"Condition","event","Appendicitis","ERT",508975402.037843,184360337.095712
"Condition","event","Back problems","ERT",862609790.921347,256888293.654106
"Condition","event","Cancer","ERT",283927207.639814,113473295.399927
"Condition","event","Cataract","ERT",7946786.63850876,7946786.63850876
"Condition","event","Cerebrovascular disease","ERT",386894014.021661,79870445.7157511
"Condition","event","CNS infection","ERT",3526336.89852415,2781020.50460822
"Condition","event","Coma, brain damage","ERT",25069207.3531425,17369494.2953972
"Condition","event","Complications of pregnancy and birth","ERT",77644585.0604275,35244128.6324173
"Condition","event","Complications of surgery or device","ERT",51425180.926845,29384305.79178
"Condition","event","Congenital anomalies","ERT",40967338.3032676,18012484.3600911
"Condition","event","COPD, asthma","ERT",2155428404.02031,311814563.819672
"Condition","event","Diabetes mellitus","ERT",333595171.714955,75312863.3197101
"Condition","event","Disorders of mouth and esophagus","ERT",9916751.76800073,5108598.72575681
"Condition","event","Disorders of teeth and jaws","ERT",121551792.240663,30041522.2959655
"Condition","event","Disorders of the upper GI","ERT",882765579.793997,160998109.990668
"Condition","event","Epilepsy and convulsions","ERT",274269404.251687,74588673.8816516
"Condition","event","Female genital disorders, and contraception","ERT",611914001.326122,144520742.20402
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",358537163.284023,81479299.5596096
"Condition","event","Glaucoma","ERT",1247612.5668195,1247612.5668195
"Condition","event","Headache","ERT",1014515345.81475,189192936.326728
"Condition","event","Heart disease","ERT",4269251530.80992,584863295.444257
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",65194943.4336928,38567667.2667725
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",175243358.039114,110880370.289393
"Condition","event","Hernias","ERT",130741823.188682,60508426.7043306
"Condition","event","Hyperlipidemia","ERT",80589475.867423,45931030.3561928
"Condition","event","Hypertension","ERT",809916241.599232,166338365.927146
"Condition","event","Infectious diseases","ERT",585812739.252211,94947433.4561323
"Condition","event","Influenza","ERT",281443144.720839,88867418.419096
"Condition","event","Intestinal infection","ERT",723988485.090607,118286690.935667
"Condition","event","Kidney Disease","ERT",1724062788.57902,349910598.413722
"Condition","event","Male genital disorders","ERT",84704910.8982982,34907442.0754456
"Condition","event","Mental disorders","ERT",949124361.340623,175832143.469888
"Condition","event","Non-malignant breast disease","ERT",66825459.7391196,47046005.1643558
"Condition","event","Non-malignant neoplasm","ERT",29533345.0737651,22498374.4362708
"Condition","event","Normal birth/live born","ERT",706345537.677682,130906413.78401
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",688568203.82824,196004662.86068
"Condition","event","Other bone and musculoskeletal disease","ERT",62091785.8138297,32769796.2656144
"Condition","event","Other care and screening","ERT",73834952.3350312,30228644.1029852
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",300000774.638679,65820147.5331754
"Condition","event","Other CNS disorders","ERT",619001217.934656,135819769.699565
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",1239257302.58724,551747944.869795
"Condition","event","Other eye disorders","ERT",273663620.984499,74402093.3368733
"Condition","event","Other GI","ERT",466598857.447711,108350585.861365
"Condition","event","Other stomach and intestinal disorders","ERT",261820486.973442,78813786.535101
"Condition","event","Other urinary","ERT",61280981.6386651,31056131.3115315
"Condition","event","Otitis media","ERT",280812296.999112,51999740.9579941
"Condition","event","Paralysis","ERT",43909234.7089764,43430362.520456
"Condition","event","Perinatal Conditions","ERT",47973032.7721966,47973032.7721966
"Condition","event","Pneumonia","ERT",867416933.707955,184020127.935105
"Condition","event","Poisoning by medical and non-medical substances","ERT",524929556.743122,125554363.265953
"Condition","event","Residual Codes","ERT",401669477.802307,176718788.64062
"Condition","event","Skin disorders","ERT",563215529.559811,153225704.315998
"Condition","event","Symptoms","ERT",901743892.654217,180738649.093243
"Condition","event","Systemic lupus and connective tissues disorders","ERT",665690139.007841,144246681.814249
"Condition","event","Thyroid disease","ERT",49802304.3811678,41782821.1596393
"Condition","event","Tonsillitis","ERT",44862803.977364,17144083.9564256
"Condition","event","Trauma-related disorders","ERT",9299426914.65679,624402991.058272
"Condition","event","Urinary tract infections","ERT",607895306.293168,111165786.411107
"Condition","event","Acute Bronchitis and URI","HHT",88385257.2286815,64817929.7239762
"Condition","event","Allergic reactions","HHT",328258680.57335,315635870.176557
"Condition","event","Anemia and other deficiencies","HHT",130191783.191247,65511491.8933396
"Condition","event","Appendicitis","HHT",1492954.7937542,1492954.7937542
"Condition","event","Back problems","HHT",1743045672.25802,788128321.5528
"Condition","event","Cancer","HHT",1757748395.33679,396697502.03796
"Condition","event","Cataract","HHT",128020310.345502,122877808.845131
"Condition","event","Cerebrovascular disease","HHT",1984707456.87539,487918574.069994
"Condition","event","CNS infection","HHT",136703833.34788,114606056.177381
"Condition","event","Complications of pregnancy and birth","HHT",38096921.9592808,38096921.9592808
"Condition","event","Complications of surgery or device","HHT",64417993.5015072,38832621.4789544
"Condition","event","Congenital anomalies","HHT",122474097.957734,63096201.3946203
"Condition","event","COPD, asthma","HHT",4418831814.30599,948492275.018485
