"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"Condition","ind","Acute Bronchitis and URI","Total",3264,0
"Condition","ind","Allergic reactions","Total",631,0
"Condition","ind","Anemia and other deficiencies","Total",349,0
"Condition","ind","Appendicitis","Total",30,0
"Condition","ind","Back problems","Total",2016,0
"Condition","ind","Cancer","Total",1024,0
"Condition","ind","Cataract","Total",420,0
"Condition","ind","Cerebrovascular disease","Total",228,0
"Condition","ind","CNS infection","Total",17,0
"Condition","ind","Coma, brain damage","Total",5,0
"Condition","ind","Complications of pregnancy and birth","Total",121,0
"Condition","ind","Complications of surgery or device","Total",82,0
"Condition","ind","Congenital anomalies","Total",155,0
"Condition","ind","COPD, asthma","Total",5023,0
"Condition","ind","Diabetes mellitus","Total",2174,0
"Condition","ind","Disorders of mouth and esophagus","Total",136,0
"Condition","ind","Disorders of teeth and jaws","Total",776,0
"Condition","ind","Disorders of the upper GI","Total",2288,0
"Condition","ind","Epilepsy and convulsions","Total",255,0
"Condition","ind","Female genital disorders, and contraception","Total",1362,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",324,0
"Condition","ind","Glaucoma","Total",337,0
"Condition","ind","Headache","Total",882,0
"Condition","ind","Heart disease","Total",2011,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",107,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",233,0
"Condition","ind","Hernias","Total",242,0
"Condition","ind","Hyperlipidemia","Total",2992,0
"Condition","ind","Hypertension","Total",5014,0
"Condition","ind","Infectious diseases","Total",1567,0
"Condition","ind","Influenza","Total",421,0
"Condition","ind","Intestinal infection","Total",827,0
"Condition","ind","Kidney Disease","Total",444,0
"Condition","ind","Male genital disorders","Total",383,0
"Condition","ind","Mental disorders","Total",3724,0
"Condition","ind","Non-malignant breast disease","Total",218,0
"Condition","ind","Non-malignant neoplasm","Total",436,0
"Condition","ind","Normal birth/live born","Total",769,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",2317,0
"Condition","ind","Other bone and musculoskeletal disease","Total",1010,0
"Condition","ind","Other care and screening","Total",2337,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",727,0
"Condition","ind","Other CNS disorders","Total",1480,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1232,0
"Condition","ind","Other eye disorders","Total",1618,0
"Condition","ind","Other GI","Total",904,0
"Condition","ind","Other stomach and intestinal disorders","Total",198,0
"Condition","ind","Other urinary","Total",504,0
"Condition","ind","Otitis media","Total",1142,0
"Condition","ind","Paralysis","Total",45,0
"Condition","ind","Perinatal Conditions","Total",24,0
"Condition","ind","Pneumonia","Total",418,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",245,0
"Condition","ind","Residual Codes","Total",2021,0
"Condition","ind","Skin disorders","Total",2189,0
"Condition","ind","Symptoms","Total",764,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",1551,0
"Condition","ind","Thyroid disease","Total",1325,0
"Condition","ind","Tonsillitis","Total",136,0
"Condition","ind","Trauma-related disorders","Total",3362,0
"Condition","ind","Urinary tract infections","Total",798,0
"Condition","event","Acute Bronchitis and URI","ERT",199,0
"Condition","event","Allergic reactions","ERT",58,0
"Condition","event","Anemia and other deficiencies","ERT",12,0
"Condition","event","Appendicitis","ERT",21,0
"Condition","event","Back problems","ERT",130,0
"Condition","event","Cancer","ERT",28,0
"Condition","event","Cataract","ERT",1,0
"Condition","event","Cerebrovascular disease","ERT",64,0
"Condition","event","CNS infection","ERT",3,0
"Condition","event","Coma, brain damage","ERT",4,0
"Condition","event","Complications of pregnancy and birth","ERT",26,0
"Condition","event","Complications of surgery or device","ERT",9,0
"Condition","event","Congenital anomalies","ERT",11,0
"Condition","event","COPD, asthma","ERT",360,0
"Condition","event","Diabetes mellitus","ERT",73,0
"Condition","event","Disorders of mouth and esophagus","ERT",5,0
"Condition","event","Disorders of teeth and jaws","ERT",43,0
"Condition","event","Disorders of the upper GI","ERT",138,0
"Condition","event","Epilepsy and convulsions","ERT",44,0
"Condition","event","Female genital disorders, and contraception","ERT",63,0
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",65,0
"Condition","event","Glaucoma","ERT",1,0
"Condition","event","Headache","ERT",103,0
"Condition","event","Heart disease","ERT",329,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",11,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",14,0
"Condition","event","Hernias","ERT",20,0
"Condition","event","Hyperlipidemia","ERT",7,0
"Condition","event","Hypertension","ERT",107,0
"Condition","event","Infectious diseases","ERT",136,0
"Condition","event","Influenza","ERT",36,0
"Condition","event","Intestinal infection","ERT",166,0
"Condition","event","Kidney Disease","ERT",107,0
"Condition","event","Male genital disorders","ERT",10,0
"Condition","event","Mental disorders","ERT",146,0
"Condition","event","Non-malignant breast disease","ERT",8,0
"Condition","event","Non-malignant neoplasm","ERT",5,0
"Condition","event","Normal birth/live born","ERT",105,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",96,0
"Condition","event","Other bone and musculoskeletal disease","ERT",13,0
"Condition","event","Other care and screening","ERT",14,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",68,0
"Condition","event","Other CNS disorders","ERT",94,0
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",95,0
"Condition","event","Other eye disorders","ERT",62,0
"Condition","event","Other GI","ERT",77,0
"Condition","event","Other stomach and intestinal disorders","ERT",37,0
"Condition","event","Other urinary","ERT",11,0
"Condition","event","Otitis media","ERT",124,0
"Condition","event","Paralysis","ERT",2,0
"Condition","event","Perinatal Conditions","ERT",1,0
"Condition","event","Pneumonia","ERT",129,0
"Condition","event","Poisoning by medical and non-medical substances","ERT",86,0
"Condition","event","Residual Codes","ERT",42,0
"Condition","event","Skin disorders","ERT",125,0
"Condition","event","Symptoms","ERT",149,0
"Condition","event","Systemic lupus and connective tissues disorders","ERT",101,0
"Condition","event","Thyroid disease","ERT",6,0
"Condition","event","Tonsillitis","ERT",16,0
"Condition","event","Trauma-related disorders","ERT",1252,0
"Condition","event","Urinary tract infections","ERT",122,0
"Condition","event","Acute Bronchitis and URI","HHT",4,0
"Condition","event","Allergic reactions","HHT",3,0
"Condition","event","Anemia and other deficiencies","HHT",7,0
"Condition","event","Appendicitis","HHT",1,0
"Condition","event","Back problems","HHT",44,0
"Condition","event","Cancer","HHT",51,0
"Condition","event","Cataract","HHT",3,0
"Condition","event","Cerebrovascular disease","HHT",39,0
"Condition","event","CNS infection","HHT",4,0
"Condition","event","Complications of pregnancy and birth","HHT",1,0
"Condition","event","Complications of surgery or device","HHT",4,0
"Condition","event","Congenital anomalies","HHT",7,0
"Condition","event","COPD, asthma","HHT",90,0
"Condition","event","Diabetes mellitus","HHT",94,0
"Condition","event","Disorders of teeth and jaws","HHT",2,0
"Condition","event","Disorders of the upper GI","HHT",26,0
"Condition","event","Epilepsy and convulsions","HHT",15,0
"Condition","event","Female genital disorders, and contraception","HHT",6,0
"Condition","event","Gallbladder, pancreatic, and liver disease","HHT",9,0
"Condition","event","Glaucoma","HHT",9,0
"Condition","event","Headache","HHT",7,0
"Condition","event","Heart disease","HHT",123,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","HHT",5,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","HHT",19,0
"Condition","event","Hernias","HHT",12,0
"Condition","event","Hyperlipidemia","HHT",27,0
"Condition","event","Hypertension","HHT",114,0
"Condition","event","Infectious diseases","HHT",15,0
"Condition","event","Influenza","HHT",2,0
