"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"ind","insurance","Total","Any private, all ages",197041668.225442,4895725.50352691
"ind","insurance","Total","Public only, all ages",38934379.532098,1535469.0594633
"ind","insurance","Total","Uninsured, all ages",32929442.083894,1398595.19221136
"ind","ins_lt65","Total","<65, Any private",174230510.621829,4618046.4647956
"ind","ins_lt65","Total","<65, Public only",27844711.201428,1401252.93743072
"ind","ins_lt65","Total","<65, Uninsured",32780452.803477,1394204.04211212
"ind","ins_lt65","Total","65+, Medicare only",0,0
"ind","ins_lt65","Total","65+, Medicare and private",0,0
"ind","ins_lt65","Total","65+, Medicare and other public",0,0
"ind","ins_lt65","Total","65+, No medicare",0,0
"ind","ins_ge65","Total","<65, Any private",0,0
"ind","ins_ge65","Total","<65, Public only",0,0
"ind","ins_ge65","Total","<65, Uninsured",0,0
"ind","ins_ge65","Total","65+, Medicare only",7535043.68935,479517.397221376
"ind","ins_ge65","Total","65+, Medicare and private",22584622.191486,905781.414581067
"ind","ins_ge65","Total","65+, Medicare and other public",3554624.64132,270950.15681383
"ind","ins_ge65","Total","65+, No medicare",375524.692544,78667.9285728309
"agegrps","insurance","Under 5","Any private, all ages",12638454.652028,576848.951547269
"agegrps","insurance","Under 5","Public only, all ages",5388212.029024,399640.01009716
"agegrps","insurance","Under 5","Uninsured, all ages",1785673.956179,202925.08691215
"agegrps","insurance","5-17","Any private, all ages",36363143.448941,1428726.45240742
"agegrps","insurance","5-17","Public only, all ages",9504627.251966,602159.141014299
"agegrps","insurance","5-17","Uninsured, all ages",5815321.088568,429706.669344607
"agegrps","insurance","18-44","Any private, all ages",81179190.330112,2318208.10830185
"agegrps","insurance","18-44","Public only, all ages",9042687.406095,558630.412388285
"agegrps","insurance","18-44","Uninsured, all ages",18926652.237614,868320.789826755
"agegrps","insurance","45-64","Any private, all ages",44049722.190748,1397098.66713998
"agegrps","insurance","45-64","Public only, all ages",3909184.514343,270215.803479148
"agegrps","insurance","45-64","Uninsured, all ages",6252805.521116,377983.971352982
"agegrps","insurance","65+","Any private, all ages",22811157.603613,905964.576336824
