"rowGrp","colGrp","rowLevels","colLevels","pctPOP","pctPOP_se"
"ind","insurance","Total","Any private, all ages",0.667177609003091,0.00783267196720738
"ind","insurance","Total","Public only, all ages",0.251467549628158,0.00675814769974781
"ind","insurance","Total","Uninsured, all ages",0.081354841368751,0.00300461587693109
"ind","ins_lt65","Total","<65, Any private",0.687974407868174,0.00851769131836252
"ind","ins_lt65","Total","<65, Public only",0.216814525505907,0.00714407748599465
"ind","ins_lt65","Total","<65, Uninsured",0.095211066625919,0.00353306819999685
"ind","ins_lt65","Total","65+, Medicare only",0,0
"ind","ins_lt65","Total","65+, Medicare and private",0,0
"ind","ins_lt65","Total","65+, Medicare and other public",0,0
"ind","ins_lt65","Total","65+, No medicare",0,0
"ind","ins_ge65","Total","<65, Any private",0,0
"ind","ins_ge65","Total","<65, Public only",0,0
"ind","ins_ge65","Total","<65, Uninsured",0,0
"ind","ins_ge65","Total","65+, Medicare only",0.331227603168474,0.0102747564185554
"ind","ins_ge65","Total","65+, Medicare and private",0.542992288297321,0.0111130088744704
"ind","ins_ge65","Total","65+, Medicare and other public",0.110179350455042,0.00627312608022689
"ind","ins_ge65","Total","65+, No medicare",0.0156007580791634,0.00257934272237929
"agegrps","insurance","Under 5","Any private, all ages",0.527219424520494,0.0201209947039679
"agegrps","insurance","Under 5","Public only, all ages",0.433446931793803,0.0197951798378976
"agegrps","insurance","Under 5","Uninsured, all ages",0.0393336436857029,0.00630975889703549
"agegrps","insurance","5-17","Any private, all ages",0.590564831794115,0.0151424338684908
"agegrps","insurance","5-17","Public only, all ages",0.374827054782078,0.0148480818501521
"agegrps","insurance","5-17","Uninsured, all ages",0.0346081134238074,0.00361951027084057
"agegrps","insurance","18-44","Any private, all ages",0.708551233555771,0.00936530874193448
"agegrps","insurance","18-44","Public only, all ages",0.155709620691844,0.00687497693589907
"agegrps","insurance","18-44","Uninsured, all ages",0.135739145752386,0.00560951049885739
"agegrps","insurance","45-64","Any private, all ages",0.761023717116742,0.00738220457950363
"agegrps","insurance","45-64","Public only, all ages",0.146078395682435,0.00622759177345917
"agegrps","insurance","45-64","Uninsured, all ages",0.092897887200823,0.00478311802866107
"agegrps","insurance","65+","Any private, all ages",0.553186646266053,0.0116349325365944
"agegrps","insurance","65+","Public only, all ages",0.441406953623515,0.0115446242544263
"agegrps","insurance","65+","Uninsured, all ages",0.00540640011043169,0.00109087063130163
"agegrps","ins_lt65","Under 5","<65, Any private",0.527219424520494,0.0201209947039679
"agegrps","ins_lt65","Under 5","<65, Public only",0.433446931793803,0.0197951798378976
"agegrps","ins_lt65","Under 5","<65, Uninsured",0.0393336436857029,0.00630975889703549
"agegrps","ins_lt65","Under 5","65+, Medicare only",0,0
"agegrps","ins_lt65","Under 5","65+, Medicare and private",0,0
