"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",2611,0
"Condition","ind","Allergic reactions","Total",425,0
"Condition","ind","Anemia and other deficiencies","Total",195,0
"Condition","ind","Appendicitis","Total",27,0
"Condition","ind","Back problems","Total",1156,0
"Condition","ind","Cancer","Total",750,0
"Condition","ind","Cataract","Total",272,0
"Condition","ind","Cerebrovascular disease","Total",194,0
"Condition","ind","CNS infection","Total",17,0
"Condition","ind","Coma, brain damage","Total",8,0
"Condition","ind","Complications of pregnancy and birth","Total",78,0
"Condition","ind","Complications of surgery or device","Total",80,0
"Condition","ind","Congenital anomalies","Total",99,0
"Condition","ind","COPD, asthma","Total",3589,0
"Condition","ind","Diabetes mellitus","Total",1111,0
"Condition","ind","Disorders of mouth and esophagus","Total",102,0
"Condition","ind","Disorders of teeth and jaws","Total",626,0
"Condition","ind","Disorders of the upper GI","Total",1133,0
"Condition","ind","Epilepsy and convulsions","Total",177,0
"Condition","ind","Female genital disorders, and contraception","Total",1360,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",183,0
"Condition","ind","Glaucoma","Total",237,0
"Condition","ind","Headache","Total",575,0
"Condition","ind","Heart disease","Total",1429,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",114,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",99,0
"Condition","ind","Hernias","Total",209,0
"Condition","ind","Hyperlipidemia","Total",1094,0
"Condition","ind","Hypertension","Total",2698,0
"Condition","ind","Infectious diseases","Total",1252,0
"Condition","ind","Influenza","Total",386,0
"Condition","ind","Intestinal infection","Total",733,0
"Condition","ind","Kidney Disease","Total",218,0
"Condition","ind","Male genital disorders","Total",251,0
"Condition","ind","Mental disorders","Total",1880,0
"Condition","ind","Non-malignant breast disease","Total",198,0
"Condition","ind","Non-malignant neoplasm","Total",271,0
"Condition","ind","Normal birth/live born","Total",553,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",1639,0
"Condition","ind","Other bone and musculoskeletal disease","Total",420,0
"Condition","ind","Other care and screening","Total",1981,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",486,0
"Condition","ind","Other CNS disorders","Total",1005,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",968,0
"Condition","ind","Other eye disorders","Total",1067,0
"Condition","ind","Other GI","Total",632,0
"Condition","ind","Other stomach and intestinal disorders","Total",117,0
"Condition","ind","Other urinary","Total",310,0
"Condition","ind","Otitis media","Total",1036,0
"Condition","ind","Paralysis","Total",34,0
"Condition","ind","Perinatal Conditions","Total",12,0
"Condition","ind","Pneumonia","Total",292,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",129,0
"Condition","ind","Residual Codes","Total",1325,0
"Condition","ind","Skin disorders","Total",1779,0
"Condition","ind","Symptoms","Total",491,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",962,0
"Condition","ind","Thyroid disease","Total",829,0
"Condition","ind","Tonsillitis","Total",122,0
"Condition","ind","Trauma-related disorders","Total",2603,0
"Condition","ind","Urinary tract infections","Total",617,0
"Condition","event","Acute Bronchitis and URI","ERT",96,0
"Condition","event","Allergic reactions","ERT",29,0
"Condition","event","Anemia and other deficiencies","ERT",3,0
"Condition","event","Appendicitis","ERT",13,0
"Condition","event","Back problems","ERT",71,0
"Condition","event","Cancer","ERT",23,0
"Condition","event","Cerebrovascular disease","ERT",47,0
"Condition","event","CNS infection","ERT",2,0
"Condition","event","Coma, brain damage","ERT",2,0
"Condition","event","Complications of pregnancy and birth","ERT",19,0
"Condition","event","Complications of surgery or device","ERT",8,0
"Condition","event","Congenital anomalies","ERT",2,0
"Condition","event","COPD, asthma","ERT",207,0
"Condition","event","Diabetes mellitus","ERT",35,0
"Condition","event","Disorders of mouth and esophagus","ERT",2,0
"Condition","event","Disorders of teeth and jaws","ERT",17,0
"Condition","event","Disorders of the upper GI","ERT",72,0
"Condition","event","Epilepsy and convulsions","ERT",23,0
"Condition","event","Female genital disorders, and contraception","ERT",27,0
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",31,0
"Condition","event","Headache","ERT",41,0
"Condition","event","Heart disease","ERT",206,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",3,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",2,0
"Condition","event","Hernias","ERT",13,0
"Condition","event","Hyperlipidemia","ERT",1,0
"Condition","event","Hypertension","ERT",49,0
"Condition","event","Infectious diseases","ERT",71,0
"Condition","event","Influenza","ERT",19,0
"Condition","event","Intestinal infection","ERT",87,0
"Condition","event","Kidney Disease","ERT",41,0
"Condition","event","Male genital disorders","ERT",13,0
"Condition","event","Mental disorders","ERT",53,0
"Condition","event","Non-malignant neoplasm","ERT",2,0
"Condition","event","Normal birth/live born","ERT",55,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",40,0
"Condition","event","Other bone and musculoskeletal disease","ERT",6,0
"Condition","event","Other care and screening","ERT",10,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",34,0
"Condition","event","Other CNS disorders","ERT",69,0
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",44,0
"Condition","event","Other eye disorders","ERT",33,0
"Condition","event","Other GI","ERT",48,0
"Condition","event","Other stomach and intestinal disorders","ERT",15,0
"Condition","event","Other urinary","ERT",10,0
"Condition","event","Otitis media","ERT",83,0
"Condition","event","Paralysis","ERT",2,0
"Condition","event","Perinatal Conditions","ERT",1,0
"Condition","event","Pneumonia","ERT",74,0
"Condition","event","Poisoning by medical and non-medical substances","ERT",44,0
"Condition","event","Residual Codes","ERT",37,0
"Condition","event","Skin disorders","ERT",61,0
"Condition","event","Symptoms","ERT",77,0
"Condition","event","Systemic lupus and connective tissues disorders","ERT",49,0
"Condition","event","Thyroid disease","ERT",3,0
"Condition","event","Tonsillitis","ERT",8,0
"Condition","event","Trauma-related disorders","ERT",906,0
"Condition","event","Urinary tract infections","ERT",70,0
"Condition","event","Acute Bronchitis and URI","HHT",3,0
"Condition","event","Allergic reactions","HHT",1,0
"Condition","event","Anemia and other deficiencies","HHT",2,0
"Condition","event","Appendicitis","HHT",1,0
"Condition","event","Back problems","HHT",11,0
"Condition","event","Cancer","HHT",37,0
"Condition","event","Cataract","HHT",3,0
"Condition","event","Cerebrovascular disease","HHT",22,0
"Condition","event","CNS infection","HHT",2,0
"Condition","event","Complications of pregnancy and birth","HHT",2,0
"Condition","event","Complications of surgery or device","HHT",3,0
"Condition","event","Congenital anomalies","HHT",4,0
"Condition","event","COPD, asthma","HHT",44,0
"Condition","event","Diabetes mellitus","HHT",32,0
"Condition","event","Disorders of mouth and esophagus","HHT",2,0
"Condition","event","Disorders of the upper GI","HHT",11,0
"Condition","event","Epilepsy and convulsions","HHT",12,0
"Condition","event","Female genital disorders, and contraception","HHT",4,0
"Condition","event","Gallbladder, pancreatic, and liver disease","HHT",5,0
"Condition","event","Glaucoma","HHT",6,0
"Condition","event","Headache","HHT",2,0
"Condition","event","Heart disease","HHT",45,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","HHT",2,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","HHT",12,0
"Condition","event","Hernias","HHT",3,0
"Condition","event","Hyperlipidemia","HHT",6,0
"Condition","event","Hypertension","HHT",38,0
"Condition","event","Infectious diseases","HHT",11,0
"Condition","event","Influenza","HHT",2,0
"Condition","event","Kidney Disease","HHT",2,0
"Condition","event","Male genital disorders","HHT",3,0
"Condition","event","Mental disorders","HHT",74,0
"Condition","event","Non-malignant neoplasm","HHT",1,0
"Condition","event","Normal birth/live born","HHT",7,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","HHT",62,0
"Condition","event","Other bone and musculoskeletal disease","HHT",11,0
"Condition","event","Other care and screening","HHT",16,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","HHT",17,0
"Condition","event","Other CNS disorders","HHT",15,0
"Condition","event","Other endocrine, nutritional & immune disorder","HHT",12,0
"Condition","event","Other eye disorders","HHT",10,0
"Condition","event","Other GI","HHT",13,0
"Condition","event","Other stomach and intestinal disorders","HHT",5,0
"Condition","event","Other urinary","HHT",6,0
"Condition","event","Otitis media","HHT",2,0
"Condition","event","Paralysis","HHT",15,0
"Condition","event","Perinatal Conditions","HHT",3,0
"Condition","event","Pneumonia","HHT",10,0
"Condition","event","Poisoning by medical and non-medical substances","HHT",1,0
"Condition","event","Residual Codes","HHT",21,0
"Condition","event","Skin disorders","HHT",15,0
"Condition","event","Symptoms","HHT",4,0
"Condition","event","Systemic lupus and connective tissues disorders","HHT",19,0
"Condition","event","Thyroid disease","HHT",7,0
"Condition","event","Trauma-related disorders","HHT",64,0
"Condition","event","Urinary tract infections","HHT",7,0
"Condition","event","Acute Bronchitis and URI","IPT",13,0
"Condition","event","Allergic reactions","IPT",2,0
"Condition","event","Anemia and other deficiencies","IPT",6,0
"Condition","event","Appendicitis","IPT",19,0
"Condition","event","Back problems","IPT",42,0
"Condition","event","Cancer","IPT",94,0
"Condition","event","Cataract","IPT",3,0
"Condition","event","Cerebrovascular disease","IPT",52,0
"Condition","event","CNS infection","IPT",2,0
"Condition","event","Coma, brain damage","IPT",3,0
"Condition","event","Complications of pregnancy and birth","IPT",12,0
"Condition","event","Complications of surgery or device","IPT",7,0
"Condition","event","Congenital anomalies","IPT",9,0
"Condition","event","COPD, asthma","IPT",108,0
"Condition","event","Diabetes mellitus","IPT",45,0
"Condition","event","Disorders of mouth and esophagus","IPT",3,0
"Condition","event","Disorders of teeth and jaws","IPT",3,0
"Condition","event","Disorders of the upper GI","IPT",30,0
"Condition","event","Epilepsy and convulsions","IPT",9,0
"Condition","event","Female genital disorders, and contraception","IPT",38,0
"Condition","event","Gallbladder, pancreatic, and liver disease","IPT",51,0
"Condition","event","Headache","IPT",7,0
"Condition","event","Heart disease","IPT",231,0
