"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"Condition","ind","Acute Bronchitis and URI","Total",89229007.785058,4684509.92269842
"Condition","ind","Allergic reactions","Total",17189904.968794,1683626.37813679
"Condition","ind","Anemia and other deficiencies","Total",8233094.002352,1444863.48644496
"Condition","ind","Appendicitis","Total",1173740.446956,267503.6091002
"Condition","ind","Back problems","Total",112200719.736591,8727602.77359893
"Condition","ind","Cancer","Total",63083657.44988,5521302.71872157
"Condition","ind","Cataract","Total",13376385.927208,1021995.47691471
"Condition","ind","Cerebrovascular disease","Total",19616636.219458,4359586.97402086
"Condition","ind","CNS infection","Total",711578.768571,195385.430048743
"Condition","ind","Coma, brain damage","Total",171003.586587,71913.923760295
"Condition","ind","Complications of pregnancy and birth","Total",3716398.936914,882589.640794681
"Condition","ind","Complications of surgery or device","Total",2540801.675126,431549.569016686
"Condition","ind","Congenital anomalies","Total",6248003.470564,1042081.25601268
"Condition","ind","COPD, asthma","Total",187761241.195091,9003546.30885515
"Condition","ind","Diabetes mellitus","Total",103942931.451378,7172982.72629248
"Condition","ind","Disorders of mouth and esophagus","Total",3275362.655107,776065.499539446
"Condition","ind","Disorders of teeth and jaws","Total",11886602.336697,881074.164163616
"Condition","ind","Disorders of the upper GI","Total",38434259.426632,2357731.69707297
"Condition","ind","Epilepsy and convulsions","Total",13206727.996148,2011577.56712742
"Condition","ind","Female genital disorders, and contraception","Total",43652239.200515,3046132.30990647
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",8252565.331705,1091577.51769298
"Condition","ind","Glaucoma","Total",12927794.392496,1453571.99660949
"Condition","ind","Headache","Total",26103755.945998,2314146.58462632
"Condition","ind","Heart disease","Total",118191686.283024,6896433.88647403
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",6892129.61705,1307973.16421129
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",8231890.047577,1070705.89297146
"Condition","ind","Hernias","Total",8166887.93118,921184.289180231
"Condition","ind","Hyperlipidemia","Total",48733455.317316,3072727.69593069
"Condition","ind","Hypertension","Total",156698083.068147,8186858.6541887
"Condition","ind","Infectious diseases","Total",42444967.724136,3229719.73030824
"Condition","ind","Influenza","Total",9170673.78076,841794.871183501
"Condition","ind","Intestinal infection","Total",18009110.442276,1374122.19562
"Condition","ind","Kidney Disease","Total",27817994.176234,5352826.0636362
"Condition","ind","Male genital disorders","Total",10044772.495087,1053117.31145916
"Condition","ind","Mental disorders","Total",181229219.710852,15372542.1466236
"Condition","ind","Non-malignant breast disease","Total",6825720.291928,914036.711507685
"Condition","ind","Non-malignant neoplasm","Total",10027629.163211,1018239.40075398
"Condition","ind","Normal birth/live born","Total",52879078.049777,4201113.30331329
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",95043887.311338,5430368.6652696
"Condition","ind","Other bone and musculoskeletal disease","Total",20923024.116098,1600859.67599272
"Condition","ind","Other care and screening","Total",73817802.372688,5924783.21429707
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",29008654.499372,3076153.56305867
"Condition","ind","Other CNS disorders","Total",51446006.936725,3739399.7588362
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",43221247.833147,5173760.20602641
"Condition","ind","Other eye disorders","Total",31947532.228709,2232687.46426935
"Condition","ind","Other GI","Total",24026272.036463,1537815.51653105
"Condition","ind","Other stomach and intestinal disorders","Total",7607493.529104,1075955.18467233
"Condition","ind","Other urinary","Total",13337066.464419,1795756.48093661
"Condition","ind","Otitis media","Total",40883840.321759,3197422.47371666
"Condition","ind","Paralysis","Total",3629546.709283,1245221.63118031
"Condition","ind","Perinatal Conditions","Total",1036770.295488,823080.505632892
"Condition","ind","Pneumonia","Total",14345141.362885,1300672.62067234
"Condition","ind","Poisoning by medical and non-medical substances","Total",3380951.319174,467810.560658639
"Condition","ind","Residual Codes","Total",54883414.63931,3736970.98348516
"Condition","ind","Skin disorders","Total",69587752.958484,3751067.57524196
"Condition","ind","Symptoms","Total",12443787.622339,1106098.01258354
"Condition","ind","Systemic lupus and connective tissues disorders","Total",61058501.728331,5062258.29682648
"Condition","ind","Thyroid disease","Total",35933273.361424,1974807.12782478
"Condition","ind","Tonsillitis","Total",3891624.087399,616648.139481043
"Condition","ind","Trauma-related disorders","Total",162908224.951228,10940725.0425864
"Condition","ind","Urinary tract infections","Total",21044799.26617,1987014.52886504
"Condition","event","Acute Bronchitis and URI","ERT",1348023.287934,175447.012617726
"Condition","event","Allergic reactions","ERT",422106.883061,103418.740699367
"Condition","event","Anemia and other deficiencies","ERT",30380.529542,18293.2490459575
"Condition","event","Appendicitis","ERT",250316.108764,57667.1433528386
"Condition","event","Back problems","ERT",1197951.692811,230948.145801664
"Condition","event","Cancer","ERT",572322.319445,168508.939194277
"Condition","event","Cerebrovascular disease","ERT",767243.559171,124188.613927632
"Condition","event","CNS infection","ERT",20011.351715,14808.4147787505
