"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"Condition","ind","Acute Bronchitis and URI","Total",35548435.076979,1225954.95021827
"Condition","ind","Allergic reactions","Total",6516087.796979,380064.968933842
"Condition","ind","Anemia and other deficiencies","Total",2508531.08526,178760.222724986
"Condition","ind","Appendicitis","Total",336445.191045,64938.5970861607
"Condition","ind","Back problems","Total",20584742.277488,678777.962644584
"Condition","ind","Cancer","Total",10972245.330983,497210.317739136
"Condition","ind","Cataract","Total",4024521.910758,276446.859503507
"Condition","ind","Cerebrovascular disease","Total",2320993.283165,175425.194174874
"Condition","ind","CNS infection","Total",218652.042111,53667.4144735228
"Condition","ind","Coma, brain damage","Total",184321.86777,64600.2800659182
"Condition","ind","Complications of pregnancy and birth","Total",1009013.858766,114556.097327676
"Condition","ind","Complications of surgery or device","Total",1120319.020351,117877.534586802
"Condition","ind","Congenital anomalies","Total",1560829.847603,161437.570925214
"Condition","ind","COPD, asthma","Total",48676158.445979,1419270.7204651
"Condition","ind","Diabetes mellitus","Total",17019866.655678,599296.349123058
"Condition","ind","Disorders of mouth and esophagus","Total",1130124.58589,129499.623033197
"Condition","ind","Disorders of teeth and jaws","Total",7983064.661383,394296.219298448
"Condition","ind","Disorders of the upper GI","Total",21788846.625091,788566.708520986
"Condition","ind","Epilepsy and convulsions","Total",2308529.761123,188153.251639367
"Condition","ind","Female genital disorders, and contraception","Total",16228468.377599,600226.052227246
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",3369408.264214,220200.317161748
"Condition","ind","Glaucoma","Total",3325473.128896,234930.762347612
"Condition","ind","Headache","Total",7499002.536755,385014.762155024
"Condition","ind","Heart disease","Total",19180368.516276,699824.36772632
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",830446.418782,106617.612639096
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",2193468.235109,183712.899700191
"Condition","ind","Hernias","Total",2299910.8983,174171.169255432
"Condition","ind","Hyperlipidemia","Total",28379557.083131,985109.228100626
"Condition","ind","Hypertension","Total",45191921.401372,1364355.89238112
"Condition","ind","Infectious diseases","Total",17007384.693784,673790.445999763
"Condition","ind","Influenza","Total",5458016.171785,352284.26170018
"Condition","ind","Intestinal infection","Total",7554345.788388,393071.203872741
"Condition","ind","Kidney Disease","Total",3932164.875635,277840.618200743
"Condition","ind","Male genital disorders","Total",3912760.232354,259717.586266011
"Condition","ind","Mental disorders","Total",35869075.527255,1091150.67112331
"Condition","ind","Non-malignant breast disease","Total",2206903.91471,169959.368608124
"Condition","ind","Non-malignant neoplasm","Total",4272633.529122,318378.01867941
"Condition","ind","Normal birth/live born","Total",6910271.958207,337705.250168263
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",22048550.652276,734038.74548046
"Condition","ind","Other bone and musculoskeletal disease","Total",9101497.864324,399103.801386735
"Condition","ind","Other care and screening","Total",24497465.840164,1026022.17998817
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",7542239.041208,386890.096328647
"Condition","ind","Other CNS disorders","Total",14032226.299258,547011.898061033
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",11773016.209105,550409.388945921
"Condition","ind","Other eye disorders","Total",15895807.677515,673179.005474905
"Condition","ind","Other GI","Total",8127704.356199,372561.247761361
"Condition","ind","Other stomach and intestinal disorders","Total",2091264.438734,177165.256817772
"Condition","ind","Other urinary","Total",5002591.649054,309809.351565215
"Condition","ind","Otitis media","Total",10659948.763229,470614.122033957
"Condition","ind","Paralysis","Total",231476.867494,51081.8397302018
"Condition","ind","Perinatal Conditions","Total",160113.695026,44552.7281146145
"Condition","ind","Pneumonia","Total",4386748.661505,263309.893447458
"Condition","ind","Poisoning by medical and non-medical substances","Total",2423563.485065,189050.170949567
"Condition","ind","Residual Codes","Total",18007012.862525,690822.428170475
"Condition","ind","Skin disorders","Total",23404248.220139,814625.545639344
"Condition","ind","Symptoms","Total",7499423.748403,432340.736153228
"Condition","ind","Systemic lupus and connective tissues disorders","Total",14565289.39337,537464.973999516
"Condition","ind","Thyroid disease","Total",13886229.01625,568384.394978112
"Condition","ind","Tonsillitis","Total",1188747.399971,124946.626007973
"Condition","ind","Trauma-related disorders","Total",35843475.130574,1018955.25229843
"Condition","ind","Urinary tract infections","Total",8199562.851672,391219.577181384
"Condition","event","Acute Bronchitis and URI","ERT",1502763.626903,145877.93970805
"Condition","event","Allergic reactions","ERT",583775.573087,80244.327043501
"Condition","event","Anemia and other deficiencies","ERT",82207.647189,29259.2308014829
"Condition","event","Appendicitis","ERT",209065.299045,56166.407771952
"Condition","event","Back problems","ERT",1205913.160697,125984.629460185
"Condition","event","Cancer","ERT",355123.255327,67535.3431202606
"Condition","event","Cerebrovascular disease","ERT",617878.40878,87060.8122461384
"Condition","event","CNS infection","ERT",110331.948718,38564.6374639762
"Condition","event","Coma, brain damage","ERT",52240.513787,24418.5236415046
"Condition","event","Complications of pregnancy and birth","ERT",147920.239705,43615.6365378024
"Condition","event","Complications of surgery or device","ERT",187242.360756,54801.1884025454
"Condition","event","Congenital anomalies","ERT",28279.307969,19048.1429115728
"Condition","event","COPD, asthma","ERT",3444106.824251,250871.235461133
"Condition","event","Diabetes mellitus","ERT",344651.179069,59963.4319167693
"Condition","event","Disorders of mouth and esophagus","ERT",17070.160578,10013.7151479111
"Condition","event","Disorders of teeth and jaws","ERT",419794.098685,70873.4130814702
"Condition","event","Disorders of the upper GI","ERT",1060651.72348,114037.936658778
"Condition","event","Epilepsy and convulsions","ERT",345718.066966,48633.5692229208
"Condition","event","Female genital disorders, and contraception","ERT",578549.015486,96235.5290463966
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",538294.839362,79023.4449164389
"Condition","event","Glaucoma","ERT",3320.790297,3320.790297
"Condition","event","Headache","ERT",743095.101308,100799.536951219
"Condition","event","Heart disease","ERT",2767114.168114,180464.619247417
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",76093.177451,32341.492580345
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",76944.199572,33482.0698001419
"Condition","event","Hernias","ERT",198123.3339,46540.5156549851
"Condition","event","Hyperlipidemia","ERT",30967.246614,12369.3496239873
"Condition","event","Hypertension","ERT",632233.775987,88254.7466459288
"Condition","event","Infectious diseases","ERT",1081194.626434,111448.806455051
"Condition","event","Influenza","ERT",531833.06728,84702.5704973031
"Condition","event","Intestinal infection","ERT",1220654.397932,134200.627555571
"Condition","event","Kidney Disease","ERT",957179.111473,116355.715091003
"Condition","event","Male genital disorders","ERT",120889.364167,39563.7361484501
"Condition","event","Mental disorders","ERT",1104050.9965,137137.139127421
"Condition","event","Non-malignant breast disease","ERT",71723.89207,31911.4204670507
"Condition","event","Non-malignant neoplasm","ERT",31463.177046,20926.1756211914
"Condition","event","Normal birth/live born","ERT",802665.43881,95332.3418139971
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",534741.026718,81392.4731465806
"Condition","event","Other bone and musculoskeletal disease","ERT",76162.434819,28420.8498391499
"Condition","event","Other care and screening","ERT",149536.108251,38724.0893146414
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",520861.130146,73139.2182153643
"Condition","event","Other CNS disorders","ERT",800047.637519,103358.799008061
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",773307.872706,111394.593314407
"Condition","event","Other eye disorders","ERT",404905.53632,70705.1774365825
"Condition","event","Other GI","ERT",572891.619682,81580.8471438243
"Condition","event","Other stomach and intestinal disorders","ERT",359621.361611,75768.0745111918
"Condition","event","Other urinary","ERT",129912.668731,37476.3366081668
"Condition","event","Otitis media","ERT",1074485.032042,119283.259921798
"Condition","event","Paralysis","ERT",24952.095864,17754.4952313902
"Condition","event","Perinatal Conditions","ERT",18399.884757,18399.884757
"Condition","event","Pneumonia","ERT",1210297.133034,129103.764295306
"Condition","event","Poisoning by medical and non-medical substances","ERT",985990.103426,122011.810434934
"Condition","event","Residual Codes","ERT",315041.07159,62509.7950599845
"Condition","event","Skin disorders","ERT",1051261.108772,120886.569848296
"Condition","event","Symptoms","ERT",1381821.592219,151201.638005482
"Condition","event","Systemic lupus and connective tissues disorders","ERT",678929.471616,88856.9580686011
"Condition","event","Thyroid disease","ERT",70648.665227,32479.7187939067
"Condition","event","Tonsillitis","ERT",93472.471207,35984.9073348779
"Condition","event","Trauma-related disorders","ERT",13636635.119196,532190.665577903
"Condition","event","Urinary tract infections","ERT",996899.558355,113429.596208163
"Condition","event","Allergic reactions","HHT",19820.178965,14015.1655708924
"Condition","event","Anemia and other deficiencies","HHT",35841.468566,21001.5516352457
"Condition","event","Back problems","HHT",413064.658744,79261.6087714908
"Condition","event","Cancer","HHT",504818.072696,78211.3454938218
"Condition","event","Cataract","HHT",9902.308757,7543.48427271095
"Condition","event","Cerebrovascular disease","HHT",444386.030637,76366.247244223
"Condition","event","CNS infection","HHT",41542.475846,25796.5585841548
"Condition","event","Coma, brain damage","HHT",56337.687026,48733.3384056386
"Condition","event","Complications of pregnancy and birth","HHT",13065.273286,13065.273286
"Condition","event","Complications of surgery or device","HHT",46687.495564,20254.2938090055
"Condition","event","Congenital anomalies","HHT",102419.371541,31255.4868820902
"Condition","event","COPD, asthma","HHT",678298.68958,100769.796830035
"Condition","event","Diabetes mellitus","HHT",611635.799783,79360.0610123837
"Condition","event","Disorders of mouth and esophagus","HHT",20724.462399,20724.462399
"Condition","event","Disorders of teeth and jaws","HHT",13706.446113,13706.446113
"Condition","event","Disorders of the upper GI","HHT",155602.882003,38898.6120038797
"Condition","event","Epilepsy and convulsions","HHT",152787.722952,59096.163632831
"Condition","event","Female genital disorders, and contraception","HHT",7756.88996,7756.88996
"Condition","event","Gallbladder, pancreatic, and liver disease","HHT",77350.178264,30017.3591381473
"Condition","event","Glaucoma","HHT",44736.555192,17041.0520067442
"Condition","event","Headache","HHT",14622.416748,10505.7656562641
"Condition","event","Heart disease","HHT",962260.486052,120535.582466497
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","HHT",11083.046892,10198.9507028214
"Condition","event","Hereditary, degenerative and other nervous system disorders","HHT",329014.787812,78801.6789116081
"Condition","event","Hernias","HHT",26067.674865,17586.7094016423
"Condition","event","Hyperlipidemia","HHT",117434.737471,36587.0827044148
"Condition","event","Hypertension","HHT",618890.456617,100122.965797201
"Condition","event","Infectious diseases","HHT",82211.412756,29762.1132349262
"Condition","event","Influenza","HHT",23584.677137,18166.2791915403
"Condition","event","Intestinal infection","HHT",27656.240017,17041.2931851796
"Condition","event","Kidney Disease","HHT",177256.91868,45294.7048347307
"Condition","event","Male genital disorders","HHT",4207.326334,4207.326334
"Condition","event","Mental disorders","HHT",1197763.345059,127386.937897498
"Condition","event","Non-malignant breast disease","HHT",3115.170727,3115.170727
"Condition","event","Non-malignant neoplasm","HHT",9962.835283,9962.835283
"Condition","event","Normal birth/live born","HHT",80686.428575,34646.24493756
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","HHT",863071.642205,107678.405894448
"Condition","event","Other bone and musculoskeletal disease","HHT",183242.714738,47965.591254139
"Condition","event","Other care and screening","HHT",257124.747399,50477.1295416794
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","HHT",239680.641274,50431.0574948978
"Condition","event","Other CNS disorders","HHT",277961.566215,53536.0469525484
"Condition","event","Other endocrine, nutritional & immune disorder","HHT",209225.345734,52234.915848302
"Condition","event","Other eye disorders","HHT",125429.907942,39101.3191067502
"Condition","event","Other GI","HHT",83638.489351,25619.996075538
"Condition","event","Other stomach and intestinal disorders","HHT",63952.798612,29498.9846775336
"Condition","event","Other urinary","HHT",119394.991,44977.377439143
"Condition","event","Otitis media","HHT",3864.494747,3864.494747
"Condition","event","Paralysis","HHT",85455.305096,32386.9849458023
"Condition","event","Perinatal Conditions","HHT",21539.36166,12225.5013006637
"Condition","event","Pneumonia","HHT",135222.385801,37279.0863644589
"Condition","event","Poisoning by medical and non-medical substances","HHT",11392.16991,8162.32008858356
"Condition","event","Residual Codes","HHT",431707.260165,67411.4410665742
"Condition","event","Skin disorders","HHT",283303.133373,64756.1055769771
"Condition","event","Symptoms","HHT",124785.942326,36402.2395696681
"Condition","event","Systemic lupus and connective tissues disorders","HHT",315809.428088,66349.9772163244
"Condition","event","Thyroid disease","HHT",112300.054239,41122.3984235146
"Condition","event","Tonsillitis","HHT",7880.652813,7880.652813
"Condition","event","Trauma-related disorders","HHT",875128.891116,108782.001715876
"Condition","event","Urinary tract infections","HHT",45210.856271,17952.688839385
"Condition","event","Acute Bronchitis and URI","IPT",168874.235281,46715.6861269856
"Condition","event","Allergic reactions","IPT",10897.622983,7844.86684243537
"Condition","event","Anemia and other deficiencies","IPT",149281.994014,41363.3787443851
"Condition","event","Appendicitis","IPT",264226.590026,59284.7392393678
"Condition","event","Back problems","IPT",549498.769426,86704.7465890895
"Condition","event","Cancer","IPT",1109002.210886,110136.851437483
"Condition","event","Cataract","IPT",37941.343645,19018.7679995701
