"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",3503,0
"Condition","ind","Allergic reactions","Total",609,0
"Condition","ind","Anemia and other deficiencies","Total",305,0
"Condition","ind","Appendicitis","Total",33,0
"Condition","ind","Back problems","Total",1934,0
"Condition","ind","Cancer","Total",996,0
"Condition","ind","Cataract","Total",382,0
"Condition","ind","Cerebrovascular disease","Total",246,0
"Condition","ind","CNS infection","Total",24,0
"Condition","ind","Coma, brain damage","Total",13,0
"Condition","ind","Complications of pregnancy and birth","Total",105,0
"Condition","ind","Complications of surgery or device","Total",108,0
"Condition","ind","Congenital anomalies","Total",138,0
"Condition","ind","COPD, asthma","Total",5084,0
"Condition","ind","Diabetes mellitus","Total",1951,0
"Condition","ind","Disorders of mouth and esophagus","Total",115,0
"Condition","ind","Disorders of teeth and jaws","Total",790,0
"Condition","ind","Disorders of the upper GI","Total",2222,0
"Condition","ind","Epilepsy and convulsions","Total",246,0
"Condition","ind","Female genital disorders, and contraception","Total",1427,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",325,0
"Condition","ind","Glaucoma","Total",337,0
"Condition","ind","Headache","Total",766,0
"Condition","ind","Heart disease","Total",1956,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",92,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",218,0
"Condition","ind","Hernias","Total",234,0
"Condition","ind","Hyperlipidemia","Total",2681,0
"Condition","ind","Hypertension","Total",4717,0
"Condition","ind","Infectious diseases","Total",1618,0
"Condition","ind","Influenza","Total",655,0
"Condition","ind","Intestinal infection","Total",870,0
"Condition","ind","Kidney Disease","Total",394,0
"Condition","ind","Male genital disorders","Total",345,0
"Condition","ind","Mental disorders","Total",3564,0
"Condition","ind","Non-malignant breast disease","Total",215,0
"Condition","ind","Non-malignant neoplasm","Total",350,0
"Condition","ind","Normal birth/live born","Total",775,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",2290,0
"Condition","ind","Other bone and musculoskeletal disease","Total",865,0
"Condition","ind","Other care and screening","Total",2388,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",738,0
"Condition","ind","Other CNS disorders","Total",1375,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1196,0
"Condition","ind","Other eye disorders","Total",1492,0
"Condition","ind","Other GI","Total",839,0
"Condition","ind","Other stomach and intestinal disorders","Total",186,0
