"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"Condition","ind","Acute Bronchitis and URI","Total",9660177326.61892,819346827.238218
"Condition","ind","Allergic reactions","Total",2109231480.78842,275136634.850122
"Condition","ind","Anemia and other deficiencies","Total",6860805314.38342,2034082641.98843
"Condition","ind","Appendicitis","Total",3198707438.57562,962026686.08976
"Condition","ind","Back problems","Total",38090044289.2907,3189575867.67469
"Condition","ind","Cancer","Total",88667711189.2781,9892465042.98275
"Condition","ind","Cataract","Total",7996424595.27488,988239607.246235
"Condition","ind","Cerebrovascular disease","Total",17528636289.2839,2211348547.8548
"Condition","ind","CNS infection","Total",1839209066.53411,1440264036.90331
"Condition","ind","Coma, brain damage","Total",3047790923.44854,2210359913.50343
"Condition","ind","Complications of pregnancy and birth","Total",2500453971.90658,535385875.685849
"Condition","ind","Complications of surgery or device","Total",3724921830.84679,1274149251.08066
"Condition","ind","Congenital anomalies","Total",3557398763.7889,770663048.7011
"Condition","ind","COPD, asthma","Total",75183128154.9291,5447189299.66887
"Condition","ind","Diabetes mellitus","Total",55224032952.0999,3303823453.27606
"Condition","ind","Disorders of mouth and esophagus","Total",556380185.287475,274690197.768771
"Condition","ind","Disorders of teeth and jaws","Total",2025872986.91825,520639781.308787
"Condition","ind","Disorders of the upper GI","Total",23693828149.0141,1782837696.93513
"Condition","ind","Epilepsy and convulsions","Total",7194176929.80328,1237675193.10593
"Condition","ind","Female genital disorders, and contraception","Total",15278923318.1388,1763747611.21429
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",23148457360.4688,6806344360.89677
"Condition","ind","Glaucoma","Total",3679690852.27966,531539887.352362
"Condition","ind","Headache","Total",8386553383.81442,1374160578.46668
"Condition","ind","Heart disease","Total",116307975017.823,12694302165.2262
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",17510857805.4872,13605721727.0265
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",18915403446.1999,3612402614.04842
"Condition","ind","Hernias","Total",7159630790.57879,1428740751.6143
"Condition","ind","Hyperlipidemia","Total",38905431492.883,1583648653.14363
"Condition","ind","Hypertension","Total",42733736567.648,2525447395.20445
"Condition","ind","Infectious diseases","Total",26866934255.2971,3900173955.90678
"Condition","ind","Influenza","Total",636676305.813012,112798864.17013
"Condition","ind","Intestinal infection","Total",3709809975.48699,882477749.725203
"Condition","ind","Kidney Disease","Total",31988658516.9478,7575479710.21163
"Condition","ind","Male genital disorders","Total",3708537888.84951,546065037.178409
