"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"Condition","ind","Acute Bronchitis and URI","Total",77684232.48047,3866051.33922359
"Condition","ind","Allergic reactions","Total",14501298.382456,1357166.25943136
"Condition","ind","Anemia and other deficiencies","Total",13771507.248775,2899221.27023387
"Condition","ind","Appendicitis","Total",1045381.502153,258164.637782221
"Condition","ind","Back problems","Total",154782765.770479,8177696.49809078
"Condition","ind","Cancer","Total",93552182.50588,6796343.32278505
"Condition","ind","Cataract","Total",18436314.291811,1696495.21476943
"Condition","ind","Cerebrovascular disease","Total",18202000.463189,2497161.32616359
"Condition","ind","CNS infection","Total",903825.012404,462180.158767372
"Condition","ind","Coma, brain damage","Total",333024.54363,197166.349974219
"Condition","ind","Complications of pregnancy and birth","Total",4085150.616381,582697.011378883
"Condition","ind","Complications of surgery or device","Total",4352468.289266,926550.735221078
"Condition","ind","Congenital anomalies","Total",8972225.124569,1956521.62069654
"Condition","ind","COPD, asthma","Total",211830841.663082,10395596.1028314
"Condition","ind","Diabetes mellitus","Total",171628003.722996,6980425.73620571
"Condition","ind","Disorders of mouth and esophagus","Total",1626466.76802,267639.64535929
"Condition","ind","Disorders of teeth and jaws","Total",12629539.004094,810598.411345044
"Condition","ind","Disorders of the upper GI","Total",65663991.778786,2178554.65769139
"Condition","ind","Epilepsy and convulsions","Total",12648392.270267,1424121.95469393
"Condition","ind","Female genital disorders, and contraception","Total",37856572.134212,2481045.05920928
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",13610651.232867,1658553.54119175
"Condition","ind","Glaucoma","Total",14716842.16446,1295543.86597116
"Condition","ind","Headache","Total",30318199.876825,2220240.04351575
"Condition","ind","Heart disease","Total",145730380.051608,6863185.62911615
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",5762712.816755,838833.63078599
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",20141679.012093,4268122.97209094
"Condition","ind","Hernias","Total",6084871.086774,712931.209898279
"Condition","ind","Hyperlipidemia","Total",167851552.60451,5501002.79682483
"Condition","ind","Hypertension","Total",277613631.786702,7851411.36851061
"Condition","ind","Infectious diseases","Total",45258375.654026,2665259.31519112
"Condition","ind","Influenza","Total",4758012.14881,641407.495465216
"Condition","ind","Intestinal infection","Total",14768427.435724,1040402.70953334
"Condition","ind","Kidney Disease","Total",44275882.283789,5416086.52653601
"Condition","ind","Male genital disorders","Total",14041638.955877,1185220.80591577
"Condition","ind","Mental disorders","Total",278691669.437572,11506076.7329331
"Condition","ind","Non-malignant breast disease","Total",3549133.373409,410322.726383633
"Condition","ind","Non-malignant neoplasm","Total",7924817.220681,787305.804413772
"Condition","ind","Normal birth/live born","Total",48419836.798018,3965096.89427729
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",196122395.876673,9975890.54915083
"Condition","ind","Other bone and musculoskeletal disease","Total",31787568.43981,6296641.65479083
"Condition","ind","Other care and screening","Total",71984008.80492,4321673.29471309
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",28489648.41604,2562820.99061254
"Condition","ind","Other CNS disorders","Total",67809220.421407,4225982.3261103
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",50975066.385189,3322991.93240383
"Condition","ind","Other eye disorders","Total",44799121.600942,2505843.93666921
"Condition","ind","Other GI","Total",21648831.356787,1148706.08609524
"Condition","ind","Other stomach and intestinal disorders","Total",10428999.387549,2157775.37982156
"Condition","ind","Other urinary","Total",15502102.275012,1261763.17971309
"Condition","ind","Otitis media","Total",34234938.453136,2721091.0778567
"Condition","ind","Paralysis","Total",2376971.938294,660000.008428518
"Condition","ind","Perinatal Conditions","Total",4177383.686233,1946084.90669589
"Condition","ind","Pneumonia","Total",14206404.02751,1298738.72542589
"Condition","ind","Poisoning by medical and non-medical substances","Total",4108216.653362,601537.487047558
"Condition","ind","Residual Codes","Total",79326560.50551,3998269.15119791
"Condition","ind","Skin disorders","Total",74479659.744426,4695844.41629857
"Condition","ind","Symptoms","Total",18546098.831469,1340563.83714895
"Condition","ind","Systemic lupus and connective tissues disorders","Total",85508738.926417,8569590.90458385
"Condition","ind","Thyroid disease","Total",56517248.354843,3204817.48719657
"Condition","ind","Tonsillitis","Total",2835470.979879,471227.775588971
"Condition","ind","Trauma-related disorders","Total",170441939.149023,8707788.13960125
"Condition","ind","Urinary tract infections","Total",20485620.424327,1206792.13282994
"Condition","event","Acute Bronchitis and URI","ERT",1619638.801848,160780.224336635
"Condition","event","Allergic reactions","ERT",727806.513151,108849.558196725
"Condition","event","Anemia and other deficiencies","ERT",194902.03009,57973.0745907214
"Condition","event","Appendicitis","ERT",259676.597037,70315.7728230803
"Condition","event","Back problems","ERT",1221585.582924,137081.507455145
"Condition","event","Cancer","ERT",397539.808482,107339.894452147
"Condition","event","Cataract","ERT",5083.118168,5083.118168
"Condition","event","Cerebrovascular disease","ERT",667645.251131,97059.5204435451
"Condition","event","CNS infection","ERT",53535.874585,31121.9725664237
"Condition","event","Coma, brain damage","ERT",32484.195841,21859.0751795209
"Condition","event","Complications of pregnancy and birth","ERT",401477.329772,77297.0497820132
"Condition","event","Complications of surgery or device","ERT",192496.050643,78049.4928205861
"Condition","event","Congenital anomalies","ERT",52768.582571,24040.5241183416
"Condition","event","COPD, asthma","ERT",4384660.835715,318309.883700983
"Condition","event","Diabetes mellitus","ERT",1076323.374708,163297.619526659
"Condition","event","Disorders of mouth and esophagus","ERT",40226.365097,21538.853940133
"Condition","event","Disorders of teeth and jaws","ERT",590243.969363,107438.385549656
"Condition","event","Disorders of the upper GI","ERT",1233013.942527,163648.178437073
"Condition","event","Epilepsy and convulsions","ERT",797525.14282,171394.513898394
"Condition","event","Female genital disorders, and contraception","ERT",580047.73173,104668.889697116
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",1026498.049746,187419.041048059
"Condition","event","Glaucoma","ERT",7638.955847,5689.4987961373
"Condition","event","Headache","ERT",950662.674784,162028.826153075
"Condition","event","Heart disease","ERT",3576856.551661,304067.71443688
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",234597.202403,83582.7232510096
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",228866.422857,127305.925226877
"Condition","event","Hernias","ERT",219161.83553,54706.3809014355
"Condition","event","Hyperlipidemia","ERT",95846.472623,35132.8466350089
"Condition","event","Hypertension","ERT",1036903.916346,135587.411299592
"Condition","event","Infectious diseases","ERT",1452869.024266,164075.357214136
"Condition","event","Influenza","ERT",203088.831396,49512.1288226342
"Condition","event","Intestinal infection","ERT",1084019.785868,155488.297926947
"Condition","event","Kidney Disease","ERT",1435297.851706,268338.091668727
"Condition","event","Male genital disorders","ERT",152211.137793,59416.6934199862
"Condition","event","Mental disorders","ERT",1521718.771043,189633.50963942
"Condition","event","Non-malignant breast disease","ERT",47406.603911,20448.3782566311
"Condition","event","Non-malignant neoplasm","ERT",38953.800118,17156.3289236622
"Condition","event","Normal birth/live born","ERT",803823.538319,114981.784300419
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",911913.48672,117210.126548937
"Condition","event","Other bone and musculoskeletal disease","ERT",37488.795102,17476.6841214917
"Condition","event","Other care and screening","ERT",158315.217755,64509.440069484
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",617826.860977,110186.391657198
"Condition","event","Other CNS disorders","ERT",1090159.838625,129992.442561846
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",1062387.007296,129652.159830741
"Condition","event","Other eye disorders","ERT",352724.374999,94024.762969097
"Condition","event","Other GI","ERT",1178839.371471,168040.996096298
"Condition","event","Other stomach and intestinal disorders","ERT",436412.060675,88124.0286075796
"Condition","event","Other urinary","ERT",145588.559531,51016.5136325615
"Condition","event","Otitis media","ERT",885141.538958,113187.173543272
"Condition","event","Paralysis","ERT",27133.975508,22738.4401444864
"Condition","event","Perinatal Conditions","ERT",15689.579456,9468.39896628912
"Condition","event","Pneumonia","ERT",1554098.415534,178030.720471947
"Condition","event","Poisoning by medical and non-medical substances","ERT",670114.755588,106459.772078322
"Condition","event","Residual Codes","ERT",532648.386426,89630.333280729
"Condition","event","Skin disorders","ERT",1326700.847597,193732.107166778
"Condition","event","Symptoms","ERT",1492199.700073,150821.514988612
"Condition","event","Systemic lupus and connective tissues disorders","ERT",1035630.578963,195452.815019516
"Condition","event","Thyroid disease","ERT",63117.074622,27514.5313139282
"Condition","event","Tonsillitis","ERT",167733.243172,56099.4162113298
"Condition","event","Trauma-related disorders","ERT",14013945.343884,658894.971053122
"Condition","event","Urinary tract infections","ERT",1403577.783325,173526.128232993
"Condition","event","Acute Bronchitis and URI","HHT",25778.552196,25778.552196
"Condition","event","Anemia and other deficiencies","HHT",390681.031492,225914.529417672
"Condition","event","Back problems","HHT",1671110.329906,476705.317666464
"Condition","event","Cancer","HHT",1583167.575025,292208.53922213
"Condition","event","Cataract","HHT",62872.13311,44853.3350304661
"Condition","event","Cerebrovascular disease","HHT",2514969.509769,574247.753906954
"Condition","event","CNS infection","HHT",218368.899006,185558.057600912
"Condition","event","Coma, brain damage","HHT",186311.251272,186311.251272
"Condition","event","Complications of surgery or device","HHT",265389.607136,155772.450457896
"Condition","event","Congenital anomalies","HHT",304464.179552,147539.141588773
"Condition","event","COPD, asthma","HHT",3583964.594497,639412.264013468
"Condition","event","Diabetes mellitus","HHT",2866805.194883,461982.627508516
"Condition","event","Disorders of mouth and esophagus","HHT",46008.68976,46008.68976
"Condition","event","Disorders of teeth and jaws","HHT",7507.972549,7507.972549
"Condition","event","Disorders of the upper GI","HHT",805556.048509,431423.257717682
"Condition","event","Epilepsy and convulsions","HHT",460778.94986,166352.304741659
"Condition","event","Female genital disorders, and contraception","HHT",15817.885594,15817.885594
"Condition","event","Gallbladder, pancreatic, and liver disease","HHT",88940.316724,44706.7590761957
"Condition","event","Glaucoma","HHT",130059.539963,107666.752622875
"Condition","event","Headache","HHT",55187.112236,33310.5061358583
"Condition","event","Heart disease","HHT",4814225.373691,802578.761463108
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","HHT",25778.552196,25778.552196
"Condition","event","Hereditary, degenerative and other nervous system disorders","HHT",2137107.935638,664255.301661801
"Condition","event","Hernias","HHT",50347.872054,50347.872054
"Condition","event","Hyperlipidemia","HHT",1572970.188931,447855.803576189
"Condition","event","Hypertension","HHT",3033630.820552,623498.403169492
"Condition","event","Infectious diseases","HHT",457634.411106,171693.10152741
"Condition","event","Intestinal infection","HHT",8100.777616,8100.777616
"Condition","event","Kidney Disease","HHT",796574.990132,249131.667932078
"Condition","event","Male genital disorders","HHT",37935.383136,28565.6275211509
"Condition","event","Mental disorders","HHT",8428556.106427,1117089.85783619
"Condition","event","Non-malignant neoplasm","HHT",15266.691932,15266.691932
"Condition","event","Normal birth/live born","HHT",52264.845325,22748.3912251537
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","HHT",6509210.184118,1142283.51007102
"Condition","event","Other bone and musculoskeletal disease","HHT",848764.808752,509903.461417628
"Condition","event","Other care and screening","HHT",580608.211463,202761.180057474
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","HHT",1119532.552336,310072.280818402
"Condition","event","Other CNS disorders","HHT",1405818.892571,344332.802459054
"Condition","event","Other endocrine, nutritional & immune disorder","HHT",511643.426106,166650.626125836
"Condition","event","Other eye disorders","HHT",1652773.915524,650245.224990612
"Condition","event","Other GI","HHT",259609.566147,128687.923834713
"Condition","event","Other stomach and intestinal disorders","HHT",108463.295171,48215.5911139174
"Condition","event","Other urinary","HHT",440128.326568,290789.933986932
"Condition","event","Otitis media","HHT",5097.046847,5097.046847
"Condition","event","Paralysis","HHT",1151313.253052,413037.447684202
"Condition","event","Perinatal Conditions","HHT",537578.989841,253641.473687808
"Condition","event","Pneumonia","HHT",450535.495124,150714.283850095
"Condition","event","Poisoning by medical and non-medical substances","HHT",26953.117036,26953.117036
"Condition","event","Residual Codes","HHT",929805.765188,194755.745756946
"Condition","event","Skin disorders","HHT",719331.74926,283930.775273624
"Condition","event","Symptoms","HHT",276411.856411,105204.497277876
"Condition","event","Systemic lupus and connective tissues disorders","HHT",1670238.924565,546680.80612525
"Condition","event","Thyroid disease","HHT",771357.630687,371221.073462569
"Condition","event","Trauma-related disorders","HHT",3056283.570853,564117.552070932
"Condition","event","Urinary tract infections","HHT",314481.005888,242913.850244345
"Condition","event","Acute Bronchitis and URI","IPT",108330.977454,36702.7590155009
"Condition","event","Allergic reactions","IPT",45081.426261,23072.4622239482
"Condition","event","Anemia and other deficiencies","IPT",138837.778398,42812.8900648149
"Condition","event","Appendicitis","IPT",204926.687882,54452.846420224
"Condition","event","Back problems","IPT",599377.566182,116443.631475948
"Condition","event","Cancer","IPT",1600773.670698,224434.817817871
"Condition","event","Cataract","IPT",52519.650838,36757.0635820376
"Condition","event","Cerebrovascular disease","IPT",712721.550655,103799.709736461
"Condition","event","CNS infection","IPT",211943.433774,194587.337919619
"Condition","event","Coma, brain damage","IPT",43905.429187,22063.5716580413
"Condition","event","Complications of pregnancy and birth","IPT",245433.512806,68860.5452351132
"Condition","event","Complications of surgery or device","IPT",109952.039854,47096.2239436824
"Condition","event","Congenital anomalies","IPT",51306.640261,22576.2537698713
"Condition","event","COPD, asthma","IPT",1666785.801447,209674.242119314
"Condition","event","Diabetes mellitus","IPT",793356.027322,132364.704783644
"Condition","event","Disorders of mouth and esophagus","IPT",21948.548713,13681.047179295
"Condition","event","Disorders of teeth and jaws","IPT",12282.13315,7653.10609172749
"Condition","event","Disorders of the upper GI","IPT",373984.949551,77518.2414189098
"Condition","event","Epilepsy and convulsions","IPT",222043.216153,59181.8472112214
"Condition","event","Female genital disorders, and contraception","IPT",322999.478984,75845.3389682569
"Condition","event","Gallbladder, pancreatic, and liver disease","IPT",835746.250018,135318.853173619
"Condition","event","Glaucoma","IPT",5083.118168,5083.118168
"Condition","event","Headache","IPT",104081.128577,40526.7546205396
"Condition","event","Heart disease","IPT",3679094.472127,290111.552613308
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","IPT",40081.253699,18423.747540426
"Condition","event","Hereditary, degenerative and other nervous system disorders","IPT",264308.34556,160597.429572423
"Condition","event","Hernias","IPT",168921.901489,51325.2993150083
"Condition","event","Hyperlipidemia","IPT",81828.264543,26778.8624310422
"Condition","event","Hypertension","IPT",524810.652577,104351.933205524
"Condition","event","Infectious diseases","IPT",685972.51624,117306.112142994
"Condition","event","Influenza","IPT",28035.622516,16373.1428787263
"Condition","event","Intestinal infection","IPT",205499.644868,65924.0574075871
"Condition","event","Kidney Disease","IPT",546098.466515,105831.19933903
"Condition","event","Male genital disorders","IPT",88424.733075,41525.7576957624
"Condition","event","Mental disorders","IPT",1193253.181888,136389.396731642
"Condition","event","Non-malignant breast disease","IPT",18651.203313,11231.2615044512
"Condition","event","Non-malignant neoplasm","IPT",122303.788674,45360.7896902878
"Condition","event","Normal birth/live born","IPT",3443039.925829,305702.267423532
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","IPT",830682.600534,131532.530043033
"Condition","event","Other bone and musculoskeletal disease","IPT",92066.372696,39819.5050055725
"Condition","event","Other care and screening","IPT",102244.988743,53269.3770181951
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","IPT",791567.654159,150987.908764063
"Condition","event","Other CNS disorders","IPT",256235.095983,70416.5489750037
"Condition","event","Other endocrine, nutritional & immune disorder","IPT",656477.309205,105803.134862363
"Condition","event","Other eye disorders","IPT",47778.111507,31712.9140434608
"Condition","event","Other GI","IPT",411069.462527,81938.3102258699
"Condition","event","Other stomach and intestinal disorders","IPT",312656.329086,61558.5743962687
"Condition","event","Other urinary","IPT",132290.744831,45364.327076521
"Condition","event","Otitis media","IPT",77175.093686,41187.7727234274
"Condition","event","Paralysis","IPT",34082.943111,25178.4876957875
"Condition","event","Perinatal Conditions","IPT",144820.878762,61375.7516973769
"Condition","event","Pneumonia","IPT",1174678.692513,163729.173577318
"Condition","event","Poisoning by medical and non-medical substances","IPT",182755.211553,55554.4767124233
"Condition","event","Residual Codes","IPT",474754.076224,82475.2522246353
"Condition","event","Skin disorders","IPT",390910.895986,91666.6281444612
"Condition","event","Symptoms","IPT",500912.77596,97277.1528635738
"Condition","event","Systemic lupus and connective tissues disorders","IPT",668973.705191,211455.925783474
"Condition","event","Thyroid disease","IPT",49537.268127,28997.2942661483
"Condition","event","Tonsillitis","IPT",77208.482096,36020.7061414302
"Condition","event","Trauma-related disorders","IPT",2066631.015637,229198.560358691
"Condition","event","Urinary tract infections","IPT",492453.043228,102939.530329505
"Condition","event","Acute Bronchitis and URI","OBV",38534771.201208,2121948.58644213
"Condition","event","Allergic reactions","OBV",6242360.002184,890808.380990762
"Condition","event","Anemia and other deficiencies","OBV",6855997.140725,1127092.32479793
"Condition","event","Appendicitis","OBV",393001.435147,122517.663002028
"Condition","event","Back problems","OBV",121473217.01271,7324342.36254105
"Condition","event","Cancer","OBV",65336891.701816,5089146.9890923
"Condition","event","Cataract","OBV",12569385.580455,1191167.84939543
"Condition","event","Cerebrovascular disease","OBV",8415236.001326,1465472.00289464
"Condition","event","CNS infection","OBV",346119.330665,201434.641802355
"Condition","event","Coma, brain damage","OBV",31943.972512,24745.6168970899
"Condition","event","Complications of pregnancy and birth","OBV",1820001.568692,455613.364758751
"Condition","event","Complications of surgery or device","OBV",1418330.390145,348833.326452454
"Condition","event","Congenital anomalies","OBV",6888672.865944,1842332.0961794
"Condition","event","COPD, asthma","OBV",84113941.822294,5942495.09157838
"Condition","event","Diabetes mellitus","OBV",61083077.157602,2970456.68248401
"Condition","event","Disorders of mouth and esophagus","OBV",515837.717044,148919.625085619
"Condition","event","Disorders of teeth and jaws","OBV",2304301.149747,352627.051163322
"Condition","event","Disorders of the upper GI","OBV",17407656.823281,1029922.29526198
"Condition","event","Epilepsy and convulsions","OBV",4075324.8482,740024.721059601
"Condition","event","Female genital disorders, and contraception","OBV",13444028.452861,1494140.31447636
"Condition","event","Gallbladder, pancreatic, and liver disease","OBV",7512930.029569,1113795.14727563
"Condition","event","Glaucoma","OBV",6083112.051704,668361.505444973
"Condition","event","Headache","OBV",13791172.406019,1265030.81284655
"Condition","event","Heart disease","OBV",59930794.64357,3272412.0007079
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","OBV",3817831.13145,707387.82856691
"Condition","event","Hereditary, degenerative and other nervous system disorders","OBV",6481179.605609,1577197.23776743
"Condition","event","Hernias","OBV",2993452.068557,429937.875306488
"Condition","event","Hyperlipidemia","OBV",58625629.420173,3062323.69626071
"Condition","event","Hypertension","OBV",76163838.743689,3292793.29060598
"Condition","event","Infectious diseases","OBV",22005044.544143,1540368.33440509
"Condition","event","Influenza","OBV",2203264.090897,308194.672514312
"Condition","event","Intestinal infection","OBV",7960780.6082,612979.78427993
"Condition","event","Kidney Disease","OBV",32199225.812763,4988852.61936429
"Condition","event","Male genital disorders","OBV",4700402.736348,597819.855755857
"Condition","event","Mental disorders","OBV",147039952.326425,8951265.40537626
"Condition","event","Non-malignant breast disease","OBV",1993807.898178,238845.298613356
"Condition","event","Non-malignant neoplasm","OBV",6126185.024224,637299.451188817
"Condition","event","Normal birth/live born","OBV",37920658.080508,3350813.6156622
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","OBV",127462272.94413,7413421.74427393
"Condition","event","Other bone and musculoskeletal disease","OBV",18426604.256173,3978017.47196014
