"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",2625,0
"Condition","ind","Allergic reactions","Total",534,0
"Condition","ind","Anemia and other deficiencies","Total",372,0
"Condition","ind","Appendicitis","Total",29,0
"Condition","ind","Back problems","Total",1690,0
"Condition","ind","Cancer","Total",1267,0
"Condition","ind","Cataract","Total",389,0
"Condition","ind","Cerebrovascular disease","Total",359,0
"Condition","ind","CNS infection","Total",13,0
"Condition","ind","Coma, brain damage","Total",8,0
"Condition","ind","Complications of pregnancy and birth","Total",163,0
"Condition","ind","Complications of surgery or device","Total",87,0
"Condition","ind","Congenital anomalies","Total",148,0
"Condition","ind","COPD, asthma","Total",4509,0
"Condition","ind","Diabetes mellitus","Total",2558,0
"Condition","ind","Disorders of mouth and esophagus","Total",82,0
"Condition","ind","Disorders of teeth and jaws","Total",666,0
"Condition","ind","Disorders of the upper GI","Total",2137,0
"Condition","ind","Epilepsy and convulsions","Total",248,0
"Condition","ind","Female genital disorders, and contraception","Total",1182,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",289,0
"Condition","ind","Glaucoma","Total",343,0
"Condition","ind","Headache","Total",755,0
"Condition","ind","Heart disease","Total",2162,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",110,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",240,0
"Condition","ind","Hernias","Total",171,0
"Condition","ind","Hyperlipidemia","Total",4339,0
"Condition","ind","Hypertension","Total",5876,0
"Condition","ind","Infectious diseases","Total",1440,0
"Condition","ind","Influenza","Total",197,0
"Condition","ind","Intestinal infection","Total",739,0
"Condition","ind","Kidney Disease","Total",447,0
"Condition","ind","Male genital disorders","Total",366,0
"Condition","ind","Mental disorders","Total",3671,0
"Condition","ind","Non-malignant breast disease","Total",149,0
"Condition","ind","Non-malignant neoplasm","Total",288,0
"Condition","ind","Normal birth/live born","Total",659,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",3486,0
"Condition","ind","Other bone and musculoskeletal disease","Total",596,0
"Condition","ind","Other care and screening","Total",1894,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",575,0
"Condition","ind","Other CNS disorders","Total",1357,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1335,0
"Condition","ind","Other eye disorders","Total",1396,0
"Condition","ind","Other GI","Total",800,0
"Condition","ind","Other stomach and intestinal disorders","Total",175,0
"Condition","ind","Other urinary","Total",461,0
"Condition","ind","Otitis media","Total",981,0
"Condition","ind","Paralysis","Total",33,0
"Condition","ind","Perinatal Conditions","Total",31,0
"Condition","ind","Pneumonia","Total",380,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",157,0
"Condition","ind","Residual Codes","Total",2084,0
"Condition","ind","Skin disorders","Total",1995,0
"Condition","ind","Symptoms","Total",807,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",1400,0
"Condition","ind","Thyroid disease","Total",1386,0
"Condition","ind","Tonsillitis","Total",101,0
"Condition","ind","Trauma-related disorders","Total",2931,0
"Condition","ind","Urinary tract infections","Total",673,0
"Condition","event","Acute Bronchitis and URI","ERT",170,0
"Condition","event","Allergic reactions","ERT",70,0
"Condition","event","Anemia and other deficiencies","ERT",14,0
"Condition","event","Appendicitis","ERT",19,0
"Condition","event","Back problems","ERT",125,0
"Condition","event","Cancer","ERT",26,0
"Condition","event","Cataract","ERT",1,0
"Condition","event","Cerebrovascular disease","ERT",55,0
"Condition","event","CNS infection","ERT",3,0
"Condition","event","Coma, brain damage","ERT",3,0
"Condition","event","Complications of pregnancy and birth","ERT",43,0
"Condition","event","Complications of surgery or device","ERT",12,0
"Condition","event","Congenital anomalies","ERT",5,0
"Condition","event","COPD, asthma","ERT",376,0
"Condition","event","Diabetes mellitus","ERT",73,0
"Condition","event","Disorders of mouth and esophagus","ERT",4,0
"Condition","event","Disorders of teeth and jaws","ERT",54,0
"Condition","event","Disorders of the upper GI","ERT",110,0
"Condition","event","Epilepsy and convulsions","ERT",54,0
"Condition","event","Female genital disorders, and contraception","ERT",51,0
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",73,0
"Condition","event","Glaucoma","ERT",2,0
"Condition","event","Headache","ERT",69,0
"Condition","event","Heart disease","ERT",274,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",13,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",8,0
"Condition","event","Hernias","ERT",20,0
"Condition","event","Hyperlipidemia","ERT",10,0
"Condition","event","Hypertension","ERT",97,0
"Condition","event","Infectious diseases","ERT",128,0
"Condition","event","Influenza","ERT",24,0
"Condition","event","Intestinal infection","ERT",113,0
"Condition","event","Kidney Disease","ERT",90,0
"Condition","event","Male genital disorders","ERT",10,0
"Condition","event","Mental disorders","ERT",109,0
"Condition","event","Non-malignant breast disease","ERT",6,0
"Condition","event","Non-malignant neoplasm","ERT",6,0
"Condition","event","Normal birth/live born","ERT",72,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",96,0
"Condition","event","Other bone and musculoskeletal disease","ERT",5,0
