"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"TC1name","ind","Alternative Medicines","Total",861776633.450537,161661735.918858
"TC1name","ind","Anti-Infectives","Total",15654010663.2049,2029467650.54551
"TC1name","ind","Antineoplastics","Total",8232515732.37508,2361670082.0917
"TC1name","ind","Biologicals","Total",536077909.637837,248931975.731991
"TC1name","ind","Cardiovascular Agents","Total",25972513469.4332,1192390920.56539
"TC1name","ind","Central Nervous System Agents","Total",40449548889.5806,2000257810.02632
"TC1name","ind","Coagulation Modifiers","Total",24022499686.8976,8104436733.23649
"TC1name","ind","Gastrointestinal Agents","Total",16339940756.0857,1282004672.03611
"TC1name","ind","Genitourinary Tract Agents","Total",2795935102.87383,352116285.22004
"TC1name","ind","Hormones/Hormone Modifiers","Total",12355813346.2272,967491517.306372
"TC1name","ind","Immunologic Agents","Total",10624208017.0895,2154652686.84082
"TC1name","ind","Metabolic Agents","Total",53033702790.8522,2164676927.71132
"TC1name","ind","Miscellaneous Agents","Total",15753891763.1463,2300704976.83561
"TC1name","ind","Not Ascertained","Total",4783990645.31653,332583571.627457
"TC1name","ind","Nutritional Products","Total",3031773211.46723,235628390.937804
"TC1name","ind","Psychotherapeutic Agents","Total",24128152040.7251,1286667824.59715
"TC1name","ind","Respiratory Agents","Total",23710900997.0009,1438112240.11215
"TC1name","ind","Topical Agents","Total",10668416433.7195,587212303.255793
"RXDRGNAM","ind","ABACAVIR","Total",122768067.248768,87628850.083921
"RXDRGNAM","ind","ABACAVIR-LAMIVUDINE","Total",218525776.678687,106739987.275369
"RXDRGNAM","ind","ACAMPROSATE","Total",7305653.4002088,7305653.4002088
"RXDRGNAM","ind","ACARBOSE","Total",29715150.3915925,11313514.7039068
"RXDRGNAM","ind","ACEBUTOLOL","Total",3453678.86042388,1937143.9667375
"RXDRGNAM","ind","ACETAMINOPHEN","Total",33174971.729291,5723884.42337301
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",2805478.14389742,1765509.17149765
