"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"TC1name","ind","Alternative Medicines","Total",3024488.65286536,466195.445286951
"TC1name","ind","Anti-Infectives","Total",153109466.358172,4623242.05641755
"TC1name","ind","Antineoplastics","Total",21482405.5945134,1561757.43200741
"TC1name","ind","Biologicals","Total",930323.811365562,238568.678707616
"TC1name","ind","Cardiovascular Agents","Total",715294693.219044,21005776.7257325
"TC1name","ind","Central Nervous System Agents","Total",488057417.48931,13503985.7737932
"TC1name","ind","Coagulation Modifiers","Total",57406681.1883411,3508387.28979974
"TC1name","ind","Gastrointestinal Agents","Total",158247885.347485,5517571.9401151
"TC1name","ind","Hormones/Hormone Modifiers","Total",292386369.132621,8516501.60482729
"TC1name","ind","Immunologic Agents","Total",3549293.45216143,610786.099965856
"TC1name","ind","Metabolic Agents","Total",451134137.053668,13035489.771185
"TC1name","ind","Miscellaneous Agents","Total",50588033.8206218,2446672.53000671
"TC1name","ind","Not Ascertained","Total",56166111.022329,2556175.20509594
"TC1name","ind","Nutritional Products","Total",84891124.9733721,3545364.98949053
"TC1name","ind","Psychotherapeutic Agents","Total",196382903.098962,6628065.51978872
"TC1name","ind","Respiratory Agents","Total",205937679.946437,7750791.20772802
"TC1name","ind","Topical Agents","Total",132216416.865976,4809533.80666912
"RXDRGNAM","ind","ABACAVIR","Total",505853.698649145,227577.678236865
"RXDRGNAM","ind","ABACAVIR-LAMIVUDINE","Total",213659.874049931,168969.953323742
"RXDRGNAM","ind","ACAMPROSATE","Total",140230.327814567,82212.1219039436
"RXDRGNAM","ind","ACARBOSE","Total",408455.638912225,132760.992314684
"RXDRGNAM","ind","ACEBUTOLOL","Total",598755.908125228,245927.495271614
"RXDRGNAM","ind","ACETAMINOPHEN","Total",3861179.29009418,362344.838679738
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",99157.8523224119,34529.1869878284
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",7732993.95433746,513939.547315723
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",49402448.9187421,2237701.10593116
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",13996554.523258,1240987.87012276
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",7784.37191675337,7784.37191675337
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",13465.116981537,9671.58628235677
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",11947909.1679333,1119457.98302715
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",2547562.94749911,560827.71526895
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",219187.003439617,93097.296340263
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",24767.0007011377,18491.7652613924
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",98588.0817884092,36135.9897593788
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",26539.8758205752,15711.8747820251
"RXDRGNAM","ind","ACETIC/ANTIPYRINE/BENZOCAINE/POLYCOS OTIC","Total",2841.96011901177,2841.96011901177
"RXDRGNAM","ind","ACETYLCYSTEINE","Total",399869.528343607,391759.72476473
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",27187.9923328733,19459.5242261244
"RXDRGNAM","ind","ACYCLOVIR","Total",2323564.84723328,410726.472598909
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",304162.781345431,130993.279869673
"RXDRGNAM","ind","ADALIMUMAB","Total",1040422.47748947,317119.480682209
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",732368.019735167,197958.419463826
"RXDRGNAM","ind","ADEFOVIR","Total",17384.5908423844,17384.5908423844
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",139083.570324762,46535.9442406579
"RXDRGNAM","ind","ALBUTEROL","Total",40101393.0829995,2121814.27784463
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",5957376.19457951,846297.281233927
