"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"TC1name","ind","Alternative Medicines","Total",82,0
"TC1name","ind","Anti-Infectives","Total",6603,0
"TC1name","ind","Antineoplastics","Total",421,0
"TC1name","ind","Biologicals","Total",25,0
"TC1name","ind","Cardiovascular Agents","Total",5845,0
"TC1name","ind","Central Nervous System Agents","Total",7411,0
"TC1name","ind","Coagulation Modifiers","Total",790,0
"TC1name","ind","Gastrointestinal Agents","Total",2725,0
"TC1name","ind","Hormones/Hormone Modifiers","Total",4015,0
"TC1name","ind","Immunologic Agents","Total",61,0
"TC1name","ind","Metabolic Agents","Total",4363,0
"TC1name","ind","Miscellaneous Agents","Total",935,0
"TC1name","ind","Not Ascertained","Total",1379,0
"TC1name","ind","Nutritional Products","Total",1769,0
"TC1name","ind","Psychotherapeutic Agents","Total",2416,0
"TC1name","ind","Respiratory Agents","Total",4001,0
"TC1name","ind","Topical Agents","Total",3848,0
"RXDRGNAM","ind","ABACAVIR","Total",9,0
"RXDRGNAM","ind","ABACAVIR-LAMIVUDINE","Total",3,0
"RXDRGNAM","ind","ACAMPROSATE","Total",3,0
"RXDRGNAM","ind","ACARBOSE","Total",14,0
"RXDRGNAM","ind","ACEBUTOLOL","Total",10,0
"RXDRGNAM","ind","ACETAMINOPHEN","Total",315,0
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",12,0
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",515,0
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",1753,0
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",527,0
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",1,0
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",2,0
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",373,0
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",73,0
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",9,0
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",2,0
