"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",4303,0
"Condition","ind","Allergic reactions","Total",625,0
"Condition","ind","Anemia and other deficiencies","Total",262,0
"Condition","ind","Appendicitis","Total",39,0
"Condition","ind","Back problems","Total",1495,0
"Condition","ind","Cancer","Total",947,0
"Condition","ind","Cataract","Total",442,0
"Condition","ind","Cerebrovascular disease","Total",290,0
"Condition","ind","CNS infection","Total",22,0
"Condition","ind","Coma, brain damage","Total",14,0
"Condition","ind","Complications of pregnancy and birth","Total",108,0
"Condition","ind","Complications of surgery or device","Total",98,0
"Condition","ind","Congenital anomalies","Total",166,0
"Condition","ind","COPD, asthma","Total",4945,0
"Condition","ind","Diabetes mellitus","Total",1354,0
"Condition","ind","Disorders of mouth and esophagus","Total",137,0
"Condition","ind","Disorders of teeth and jaws","Total",984,0
"Condition","ind","Disorders of the upper GI","Total",1210,0
"Condition","ind","Epilepsy and convulsions","Total",287,0
"Condition","ind","Female genital disorders, and contraception","Total",1626,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",259,0
"Condition","ind","Glaucoma","Total",357,0
"Condition","ind","Headache","Total",838,0
"Condition","ind","Heart disease","Total",2023,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",99,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",117,0
"Condition","ind","Hernias","Total",347,0
"Condition","ind","Hyperlipidemia","Total",939,0
"Condition","ind","Hypertension","Total",3343,0
"Condition","ind","Infectious diseases","Total",1870,0
"Condition","ind","Influenza","Total",519,0
"Condition","ind","Intestinal infection","Total",1211,0
"Condition","ind","Kidney Disease","Total",286,0
"Condition","ind","Male genital disorders","Total",330,0
"Condition","ind","Mental disorders","Total",2417,0
"Condition","ind","Non-malignant breast disease","Total",236,0
"Condition","ind","Non-malignant neoplasm","Total",336,0
"Condition","ind","Normal birth/live born","Total",750,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",2054,0
"Condition","ind","Other bone and musculoskeletal disease","Total",495,0
"Condition","ind","Other care and screening","Total",2144,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",710,0
"Condition","ind","Other CNS disorders","Total",1397,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1394,0
"Condition","ind","Other eye disorders","Total",1818,0
"Condition","ind","Other GI","Total",830,0
"Condition","ind","Other stomach and intestinal disorders","Total",171,0
"Condition","ind","Other urinary","Total",329,0
"Condition","ind","Otitis media","Total",1610,0
"Condition","ind","Paralysis","Total",46,0
"Condition","ind","Perinatal Conditions","Total",14,0
"Condition","ind","Pneumonia","Total",458,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",263,0
"Condition","ind","Residual Codes","Total",1704,0
"Condition","ind","Skin disorders","Total",2315,0
"Condition","ind","Symptoms","Total",796,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",1387,0
"Condition","ind","Thyroid disease","Total",926,0
"Condition","ind","Tonsillitis","Total",224,0
"Condition","ind","Trauma-related disorders","Total",3909,0
"Condition","ind","Urinary tract infections","Total",903,0
"Condition","event","Acute Bronchitis and URI","ERT",172,0
"Condition","event","Allergic reactions","ERT",38,0
"Condition","event","Anemia and other deficiencies","ERT",5,0
"Condition","event","Appendicitis","ERT",13,0
"Condition","event","Back problems","ERT",98,0
"Condition","event","Cancer","ERT",32,0
"Condition","event","Cataract","ERT",2,0
"Condition","event","Cerebrovascular disease","ERT",57,0
"Condition","event","CNS infection","ERT",2,0
"Condition","event","Coma, brain damage","ERT",5,0
"Condition","event","Complications of pregnancy and birth","ERT",23,0
"Condition","event","Complications of surgery or device","ERT",6,0
"Condition","event","Congenital anomalies","ERT",13,0
"Condition","event","COPD, asthma","ERT",336,0
"Condition","event","Diabetes mellitus","ERT",47,0
