"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"Condition","ind","Acute Bronchitis and URI","Total",104826532.941921,4019674.57031056
"Condition","ind","Allergic reactions","Total",18066160.8123362,1923330.42297849
"Condition","ind","Anemia and other deficiencies","Total",5575923.13939408,672458.898067937
"Condition","ind","Appendicitis","Total",932769.962366,206797.527570371
"Condition","ind","Back problems","Total",98056662.4517032,5735395.71975581
"Condition","ind","Cancer","Total",67172554.1487312,5951392.98703754
"Condition","ind","Cataract","Total",15649476.9371274,1468069.47864215
"Condition","ind","Cerebrovascular disease","Total",17375215.073295,2327163.52909007
"Condition","ind","CNS infection","Total",810144.878726967,243877.849772725
"Condition","ind","Coma, brain damage","Total",295935.039129509,106493.2953805
"Condition","ind","Complications of pregnancy and birth","Total",3023064.474303,497729.683228055
"Condition","ind","Complications of surgery or device","Total",2111147.01314437,379641.340890634
"Condition","ind","Congenital anomalies","Total",7761283.02107632,1263577.14368579
"Condition","ind","COPD, asthma","Total",189843567.895958,7418138.35992957
"Condition","ind","Diabetes mellitus","Total",79492401.0283609,3463861.37210618
"Condition","ind","Disorders of mouth and esophagus","Total",2256236.36740184,346046.289707534
"Condition","ind","Disorders of teeth and jaws","Total",15601718.705764,912504.312028827
"Condition","ind","Disorders of the upper GI","Total",31309440.71973,1629317.53657261
"Condition","ind","Epilepsy and convulsions","Total",13005720.1169506,1439692.32889408
"Condition","ind","Female genital disorders, and contraception","Total",41259583.670411,1814266.71246729
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",8374800.5705275,884228.437734549
"Condition","ind","Glaucoma","Total",15942896.1257958,1315769.55138166
"Condition","ind","Headache","Total",27649638.0521409,2171364.29906573
"Condition","ind","Heart disease","Total",124204034.329793,6580374.38292352
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",3037463.35691592,496175.817046956
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",9625775.35941808,1484453.19536609
"Condition","ind","Hernias","Total",8859539.6093197,701698.092614928
"Condition","ind","Hyperlipidemia","Total",29424428.0755158,1688182.77324034
"Condition","ind","Hypertension","Total",139369990.992639,5065075.7301663
"Condition","ind","Infectious diseases","Total",43371494.0188868,1743377.60542565
"Condition","ind","Influenza","Total",8503792.774432,600655.25596132
"Condition","ind","Intestinal infection","Total",21485262.813805,1325838.48950878
"Condition","ind","Kidney Disease","Total",32203719.5532784,4692380.22542644
"Condition","ind","Male genital disorders","Total",10261997.3856607,997536.543717947
"Condition","ind","Mental disorders","Total",170214066.718917,10508933.8131299
"Condition","ind","Non-malignant breast disease","Total",5653026.451012,622481.643157948
"Condition","ind","Non-malignant neoplasm","Total",7338915.502824,740405.132627359
"Condition","ind","Normal birth/live born","Total",45151790.321066,2854244.09085829
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",88295684.3381246,4479290.67504188
"Condition","ind","Other bone and musculoskeletal disease","Total",21745348.2899106,1995872.4688755
"Condition","ind","Other care and screening","Total",59457150.5379351,2967101.73202879
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",26865990.6587094,1804592.67467366
"Condition","ind","Other CNS disorders","Total",52837315.0904744,2952809.09522284
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",41417543.8995101,2137663.75104711
"Condition","ind","Other eye disorders","Total",39052225.5774582,2103792.57387424
"Condition","ind","Other GI","Total",19997005.1965744,1243385.34588755
